date,-9,-7,-5,-3,-1,1,3,5,7,9,11
2/10/14,194406.2863,1453660.574,2794703.343,1422455.549,1859972.085,1130449.932,1370064.394,957623.8886,1031761.69,164317.06,0
2/11/14,169990.8754,1456881.82,2802661.17,1436829.362,1861506.088,1132241.85,1368550.958,956573.9286,1029111.69,169167.06,0
2/12/14,152051.4453,1468357.638,2791857.312,1451771.17,1868292.501,1131961.534,1367679.427,955915.0267,1026111.69,173967.06,0
2/13/14,110004.7758,1479350.957,2783972.313,1482659.533,1878600.252,1133232.349,1367694.436,954071.4367,1023661.69,179167.06,0
2/14/14,119900.1533,1448580.63,2786775.708,1508418.895,1873913.179,1133323,1366547.94,954514.9167,1020698.32,184517.06,0
2/15/14,101784.9539,1440557.678,2791833.441,1533063.235,1872221.219,1133839.72,1367656.249,953693.9267,1017897.32,189317.06,0
2/16/14,123497.5082,1410240.183,2788539.562,1550190.903,1868755.184,1136378.447,1367239.625,948550.8402,1019580.49,193767.06,0
2/17/14,107119.1846,1435448.463,2748211.967,1577311.598,1875532.796,1136470.41,1367303.705,946919.1302,1017780.49,198517.06,0
2/18/14,155262.969,1431751.658,2663874.169,1627288.238,1877464.897,1127521.163,1367556.229,945322.9302,1015730.49,202917.06,0
2/19/14,140273.403,1456970.866,2613730.363,1662718.726,1883255.091,1130768.577,1357711.517,953463.7102,1013230.49,207567.06,0
2/20/14,120155.2213,1490011.456,2579762.594,1690814.879,1877683.003,1135247.626,1357203.356,949189.117,1011880.49,212167.06,0
2/21/14,102675.226,1498887.449,2548329.405,1733914.469,1876583.448,1135518.194,1356630.649,947478.4125,1010530.49,217367.06,0
2/22/14,100494.6633,1499785.436,2476992.595,1798486.655,1885096.929,1138812.659,1355660.354,946166.7125,1009280.49,221667.06,0
2/23/14,109781.6423,1488278.91,2465473.329,1816590.212,1882141.094,1140312.321,1355823.001,944266.7425,1007780.49,226167.06,0
2/24/14,202278.5622,1467642.965,2349615.853,1862928.311,1882281.722,1142296.113,1353261.444,944387.2825,1006080.49,230617.06,0
2/25/14,271025.1154,1485241.849,2103926.255,2025610.214,1827354.431,1199486.755,1352011.182,941361.4525,1004130.49,235267.06,0
2/26/14,189615.8179,1538795.154,2091321.728,2064722.296,1819345.377,1212630.941,1351130.239,941150.4725,1001780.49,239717.06,0
2/27/14,173020.495,1554823.598,2054244.082,2104076.308,1819333.614,1214841.354,1350954.929,939922.8725,998880.49,244617.06,0
2/28/14,151332.2997,1601031.254,2020947.347,2131839.063,1820172.386,1197733.167,1272056.953,1017879.782,997180.49,249067.06,0
3/1/14,163878.5582,1612276.746,1998501.608,2132807.046,1824048.217,1201540.959,1264691.355,1016397.764,994980.49,253717.06,0
3/2/14,159022.8604,1632715.882,1964917.596,2153470.603,1826559.288,1198778.492,1265060.455,1014767.075,992530.49,258517.06,0
3/3/14,203746.0717,1619193.124,1919070.762,2172184.244,1825024.368,1200118.198,1265006.709,1011648.775,991330.49,262717.06,0
3/4/14,242373.5513,1625909.154,1840359.806,2202506.369,1829332.893,1201902.765,1265104.829,1009327.885,989730.49,267217.06,0
3/5/14,189267.494,1691828.622,1815471.034,2223556.833,1822534.635,1202845.064,1262931.795,1009531.775,988180.49,271517.06,0
3/6/14,144188.7469,1727986.432,1796321.553,2254173.944,1818391.885,1208982.322,1260182.404,1009764.965,986280.49,275717.06,0
3/7/14,321815.1635,1638886.934,1886919.002,2279667.998,1814176.75,1212573.652,1059357.408,1008645.335,982280.5,281817.06,0
3/8/14,293107.5176,1614869.983,1932631.807,2287277.503,1810205.169,1217633.956,1060494.982,1007721.325,980230.5,286167.06,0
3/9/14,347532.5155,1659457.418,1928575.889,2309972.101,1801170.37,1219316.363,954305.0911,1005887.495,978130.5,290467.06,0
3/10/14,356857.8514,1653522.501,1922227.118,2323426.859,1802154.721,1222873.411,941514.3552,1005665.425,975380.5,294917.06,0
3/11/14,248231.7097,1759674.064,1915318.489,2336169.98,1802194.578,1224807.024,939822.5619,1004323.835,972830.5,299367.06,0
3/12/14,439595.0695,1565155.78,1923440.927,2332937.991,1801652.446,1226968.567,940430.9009,1003060.56,968980.5,305067.06,0
3/13/14,334890.1797,1661604.172,1919156.099,2346255.975,1796735.745,1234434.444,940787.0978,1001728.53,966380.5,309367.06,0
3/14/14,258471.0325,1729738.111,1916240.211,2356559.71,1797086.551,1237559.122,941370.3125,999642.191,963880.5,314117.06,0
3/15/14,306216.1457,1672452.79,1919433.663,2366381.357,1795079.348,1239543.096,941414.3625,998571.481,960880.5,318817.06,0
3/16/14,73094.94125,1893901.37,1924283.05,2375062.031,1796619.755,1240679.951,940510.2729,997315.871,958280.5,323317.06,0
3/17/14,110984.7401,1855021.241,1903921.431,2400123.281,1795623.572,1241254.635,930977.2915,1005496.051,954770.5,328917.06,0
3/18/14,106709.2403,1854749.933,1907279.163,2405529.227,1793942.83,1243573.171,928100.2464,1004268.431,952870.5,333717.06,0
3/19/14,157064.4648,1836146.406,1856951.397,2426124.248,1790856.404,1248867.257,927530.3362,1002062.729,950819.5,338317.06,0
3/20/14,131550.3635,1842502.93,1826422.935,2457625.553,1803648.916,1258022.49,927530.6066,1000223.449,952120.5,339517.06,0
3/21/14,143261.1174,1859809.121,1820080.74,2475785.638,1756812.608,1262899.294,931348.1756,998830.5487,950620.5,344367.06,0
3/22/14,106100.4291,1890348.812,1687834.963,2617709.014,1735163.62,1287717.704,930829.64,994019.6397,948973.92,349367.06,0
3/23/14,79648.91426,1909173.665,1601525.996,2711222.329,1734369.64,1291435.741,931279.7681,993017.7702,947973.92,353767.06,0
3/24/14,105059.6744,1887688.41,1565074.94,2747051.511,1730857.141,1295933.078,931401.3672,990107.7002,946773.92,358167.06,0
3/25/14,112481.3729,1889517.155,1547637.314,2761123.718,1714779.184,1309818.406,931353.232,987438.4403,945073.92,362817.06,0
3/26/14,101587.0072,1890426.013,1455580.99,2864598.187,1707687.314,1317494.809,933034.0318,985365.4703,943223.92,367017.06,0
3/27/14,145426.1763,1793872.247,1515875.685,2860399.815,1697720.665,1325294.539,935916.1344,983093.5603,940173.92,372567.06,0
3/28/14,156058.4453,1787455.628,1506672.563,2870595.863,1689079.503,1333735.343,934815.8677,979535.6103,939623.92,377117.06,0
3/29/14,79373.95667,1850989.284,1521832.239,2872717.848,1682578.112,1340228.624,931329.8095,979981.1403,938573.92,381467.06,0
3/30/14,104092.4445,1798643.357,1548979.828,2874661.09,1666863.001,1357752.331,931569.6296,976899.2603,937073.92,386117.06,0
3/31/14,144316.8352,1721868.006,1569241.588,2894474.556,1657668.424,1367365.14,930880.3341,975358.9403,935223.92,390667.06,0
4/1/14,114252.2677,1717380.168,1598190.533,2894740.744,1653238.582,1380802.114,910740.4532,993453.9603,933423.92,395117.06,0
4/2/14,121391.5752,1665856.238,1649040.721,2859955.995,1673586.844,1392767.113,911207.3878,991078.6103,932023.92,399367.06,0
4/3/14,144269.1159,1581171.508,1722062.931,2858372.393,1660971.77,1410009.088,911800.145,977266.8703,931773.92,403667.06,0
4/4/14,124458.3356,1525275.509,1776256.195,2881514.31,1646697.812,1426732.421,910073.2795,974810.9603,931253.92,409167.06,0
4/5/14,171116.248,1518196.892,1817995.267,2802219.987,1640641.161,1434340.318,910452.7189,970417.8603,931617.29,413517.06,0
4/6/14,86707.03547,1590445.152,1820388.726,2819696.553,1622412.542,1450403.781,911598.9325,961749.6303,932820.39,418067.06,0
4/7/14,94548.01763,1576473.88,1806000.579,2792728.212,1662812.916,1460118.987,912121.2081,960223.5508,930620.39,422417.06,0
4/8/14,111154.3213,1551748.067,1801925.936,2805689.218,1654398.676,1469955.953,912808.0996,958644.9708,928622.5,426467.06,0
4/9/14,136961.3713,1535048.692,1809993.368,2807639.038,1552768.464,1555035.041,913650.6866,956953.3108,926622.77,430767.06,0
4/10/14,174115.1292,1533084.105,1789965.673,2801405.379,1530118.842,1572172.078,913786.3451,951357.4208,928092.77,435217.06,0
4/11/14,156655.7669,1520960.165,1834844.644,2779893.197,1524762.136,1585696.741,915250.1108,949267.2708,925592.71,440617.06,0
4/12/14,78247.04319,1574426.661,1838547.926,2803875.309,1511919.985,1598853.859,915617.1547,947567.095,923392.71,445117.06,0
4/13/14,78949.0654,1482846.876,1922357.781,2809476.214,1506700.109,1610045.167,915175.6249,945329.195,921792.71,449567.06,0
4/14/14,114961.5976,1225487.769,2139281.214,2817866.108,1496513.431,1621164.399,914616.7794,942803.534,920252.91,454117.06,0
4/15/14,141336.5988,1219111.198,2091796.099,2837846.748,1497062.926,1632186.31,914826.859,939973.744,918607.26,458867.06,0
4/16/14,166524.3314,1222027.837,2067704.129,2858549.312,1490464.178,1621181.482,911073.2475,938040.964,916357.26,463667.06,0
4/17/14,201050.0248,1186764.51,2065143.2,2869293.144,1464140.2,1642675.839,911839.2212,935384.344,914807.26,468717.06,0
4/18/14,112171.3322,1254941.208,2083328.329,2861853.5,1459785.346,1659517.656,912121.2373,934021.874,912107.26,473967.06,0
4/19/14,72001.33147,1267017.101,2111421.325,2853437.64,1451815.264,1676656.306,914226.2712,932035.244,910462.26,478717.06,0
4/20/14,86549.28634,1224781.067,2139490.489,2850886.32,1450761.75,1682823.513,915419.9336,929949.124,907911.26,483667.06,0
4/21/14,90675.52923,1221470.248,2132990.549,2853169.583,1441926.648,1699359.335,913576.9557,929617.634,905061.26,488667.06,0
4/22/14,181111.688,1124002.648,2140804.015,2840576.152,1452207.184,1704647.482,912423.5503,928813.764,904111.26,491667.06,0
4/23/14,151484.4259,1158416.165,2140837.946,2765112.908,1519945.151,1711784.393,905538.1505,925746.284,909407.32,496217.06,0
4/24/14,109650.2879,1194602.85,2146325.116,2749585.851,1517940.151,1733884.132,904207.0309,924285.004,907117.32,500667.06,0
4/25/14,115579.8154,1181999.131,2142980.203,2612420.557,1629398.668,1774069.037,903918.9262,922864.084,903717.32,505867.06,0
4/26/14,73357.18636,1207458.841,2159651.185,2536153.469,1691731.224,1791840.364,902980.4682,921070.665,902379.34,510267.06,0
4/27/14,78493.61702,1160858.365,2199101.993,2538832.655,1688828.092,1798272.605,900796.5927,921034.4825,900379.34,514717.06,0
4/28/14,167905.2931,1069389.923,2183274.941,2559595.445,1676137.604,1810996.758,900160.2733,920408.1649,897279.34,519967.06,0
4/29/14,134140.9064,1106198.918,2178490.921,2542842.913,1684151.743,1824484.929,900360.3001,913373.684,899929.34,525417.06,0
4/30/14,101681.7952,1096301.401,2214469.488,2548108.549,1654291.944,1855162.755,901917.7793,912134.6901,898879.34,529867.06,0
5/1/14,88973.2961,1102305.192,2216004.758,2551825.272,1652605.264,1861570.684,902016.9506,911069.9859,896576.34,534267.06,0
5/2/14,165071.0947,1014179.473,2225055.463,2556540.38,1651459.195,1862978.727,902145.5045,910766.5645,895026.34,538017.06,0
5/3/14,73265.57232,1092776.866,2234192.564,2558178.379,1622713.421,1895673.918,842384.6083,971161.0744,891626.34,542817.06,0
5/4/14,75924.43431,1076138.515,2243773.336,2563584.276,1620972.355,1898296.868,843125.4254,971106.1923,887826.34,547817.06,0
5/5/14,97006.83592,1062906.934,2235341.95,2554157.662,1632201.591,1900513.576,841245.1121,968022.7407,887576.34,552717.06,0
5/6/14,93720.58333,1062171.619,2232745.742,2537920.636,1655751.738,1903922.843,840759.3735,968303.868,884026.34,557217.06,0
5/7/14,128518.0312,1033186.193,2141549.207,2616566.684,1664134.102,1905023.294,840697.0405,968746.8514,880576.34,561517.06,0
5/8/14,115431.8956,1028892.13,2117367.259,2641480.322,1681357.351,1907703.839,834592.9085,974870.6967,878826.34,564167.06,0
5/9/14,90409.43387,1022561.281,2132231.36,2633237.164,1704203.104,1912768.405,834824.6086,974161.0449,877376.34,567167.06,0
5/10/14,80478.17673,975941.1358,2176583.256,2620132.104,1729083.784,1917249.051,832837.5521,975766.3439,873076.34,572267.06,0
5/11/14,70747.56207,971375.4131,2184932.226,2608222.837,1724363.827,1943421.489,829762.2581,971795.789,874776.34,577817.06,0
5/12/14,103436.6687,942414.7461,2132134.857,2633835.205,1750204.531,1916962.257,855863.9944,972369.1432,871826.34,582267.06,0
5/13/14,93631.68176,954679.9997,2109320.908,2635666.886,1765736.369,1923114.196,855362.8091,972658.5522,868176.34,587017.06,0
5/14/14,157841.8605,921691.9581,2095939.196,2612233.644,1769637.628,1927367.496,855533.3004,973076.3189,863676.34,592117.06,0
5/15/14,155541.3361,896657.0245,2119082.057,2579924.756,1800038.504,1937099.815,853691.5417,974561.3687,859976.34,596817.06,0
5/16/14,89017.60323,923583.997,2154979.73,2561133.123,1819035.46,1944027.043,842237.8377,986306.6091,855826.34,601767.06,0
5/17/14,59523.41578,930278.6085,2169206.556,2549451.325,1833545.111,1951792.69,843742.8615,985655.8353,852426.34,606617.06,0
5/18/14,63177.41902,917131.9051,2161140.121,2546859.585,1852664.318,1925804.118,874175.5439,985813.3926,849606.34,610167.06,0
5/19/14,101575.0889,886182.1626,2141222.253,2531512.728,1882937.965,1926412.764,873043.3336,986480.1073,846656.34,614717.06,0
5/20/14,153957.7183,831764.8391,2102707.385,2532644.533,1922823.683,1930081.092,872701.5187,985800.6331,844616.34,618067.06,0
5/21/14,109193.0006,884763.941,2092447.492,2501493.226,1954804.637,1935571.281,872104.8124,985227.0221,843317.33,620617.06,0
5/22/14,122294.8677,875433.3843,2083784.355,2487871.116,1974774.029,1937690.113,871913.6195,985193.928,842867.33,622017.06,0
5/23/14,134816.9283,858244.8709,2086835.846,2455945.96,2006286.347,1942719.146,865638.2109,990938.1028,840722.33,625817.06,0
5/24/14,261623.5751,829403.1924,2034672.354,2345080.142,2065976.751,1950882.345,864581.9196,991605.1336,837672.33,630317.06,0
5/25/14,141496.9582,966051.3594,2033842.48,2326811.32,2072160.75,1950527.397,863759.8602,991200.2886,835322.33,634667.06,0
5/26/14,126076.0607,1001463.686,2014812.148,2283116.235,2118045.166,1951363.182,859668.2417,993605.6928,832872.33,638767.06,0
5/27/14,183334.4308,1008511.557,1949448.62,2166867.676,2291664.828,1893574.186,863388.8011,993460.3132,830222.33,642717.06,0
5/28/14,124071.1015,1075246.109,1931373.079,2138897.821,2332246.879,1895042.251,853564.1197,1002834.052,827122.33,647017.06,0
5/29/14,95464.33625,1093011.467,1938319.876,2106320.061,2364171.16,1902058.846,853068.4513,1003536.215,823522.33,651467.06,0
5/30/14,317842.9826,894462.8303,1892739.924,2096429.865,2394481.189,1906047.312,843699.779,1013921.529,820422.33,655067.06,0
5/31/14,92855.471,1129016.517,1839962.148,2134384.953,2407476.138,1901039.941,841970.4835,1016068.061,818049.03,657967.06,0
6/1/14,115824.58,1119162.725,1812060.27,2136902.958,2420931.354,1903892.524,839866.1359,1017858.166,813899.03,662767.06,0
6/2/14,297893.5588,951358.3995,1767170.893,2151356.361,2433562.086,1910257.108,820264.8973,1038393.698,811865.74,665867.06,0
6/3/14,140872.6348,1123532.109,1686140.573,2189915.782,2457752.245,1917058.76,819270.4506,1039414.494,809565.74,668917.06,0
6/4/14,130829.4519,1148072.749,1610530.023,2232559.721,2477650.007,1919175.933,819286.3064,1039627.811,809065.74,670167.06,0
6/5/14,123450.0466,1160221.018,1569457.637,2248542.112,2498566.525,1919452.492,820470.0886,1040572.084,808515.74,671517.06,0
6/6/14,269735.2144,1009542.054,1559142.984,2242803.322,2508601.442,1933376.818,818235.3173,1041819.85,808815.74,672167.06,0
6/7/14,71726.93318,1203467.014,1564968.416,2224287.871,2526714.883,1934815.596,811735.6891,1048365.601,807015.74,675017.06,0
6/8/14,73049.92515,1204794.836,1556607.345,2216039.61,2545203.835,1932061.527,801704.9337,1049867.911,813867.82,678317.06,0
6/9/14,111551.7571,1200632.079,1514248.112,2209626.156,2564421.188,1932050.653,796494.3335,1053295.614,811827.85,681267.06,0
6/10/14,179053.9158,1212397.166,1435082.405,2202123.133,2573427.736,1935378.526,792735.8841,1056741.128,808032.85,684617.06,0
6/11/14,173263.2524,1293844.074,1302126.404,2250949.851,2587268.483,1932534.317,792790.3854,1059163.125,803532.85,687767.06,0
6/12/14,524869.3575,1197055.126,1203878.369,2253184.133,2430121.449,1934363.48,790659.0453,1061222.303,801669.48,690517.06,0
6/13/14,274051.9097,1451760.217,1197812.776,2249962.121,2440832.729,1912501.111,801683.1032,1069559.295,801034.48,692417.06,0
6/14/14,90097.71896,1594739.694,1137094.121,2347490.274,2441115.244,1919835.181,786497.2973,1082828.722,801049.49,695317.06,0
6/15/14,77063.91837,1602557.966,1132364.626,2350086.167,2451680.196,1919612.89,751299.1735,1118903.225,798979.58,698267.06,0
6/16/14,107518.1707,1583906.591,1121563.315,2331644.757,2469824.775,1921895.57,747537.3583,1123273.886,797083.32,701267.06,0
6/17/14,102283.2011,1599700.081,1105870.287,2325932.175,2484073.288,1919628.361,744973.937,1128403.092,795083.32,704167.06,0
6/18/14,103463.5143,1595394.711,1086338.062,2325284.31,2510924.402,1918506.165,738621.0749,1114557.184,814108.32,706867.06,0
6/19/14,109453.5179,1584343.248,1078143.596,2278002.809,2573616.901,1919303,736743.6967,1116047.654,812968.32,709617.06,0
6/20/14,91540.2729,1587907.814,1052173.397,2306631.247,2580474.463,1927503.696,735875.794,1117147.738,811218.32,712417.06,0
6/21/14,82914.51283,1591628.717,1056776.347,2175414.296,2714393.996,1927854.215,731323.4668,1122548.872,809468.32,715217.06,0
6/22/14,72949.75666,1584456.786,1064465.791,2179275.104,2725149.378,1926332.01,729679.7817,1122410.815,809253.32,718067.06,0
6/23/14,147264.2124,1544848.476,1030760.421,2153013.257,2753090.028,1926919.093,726878.9244,1124639.01,807859.32,721167.06,0
6/24/14,167745.5733,1567539.097,1015916.12,2113003.377,2769472.852,1926932.748,724375.3806,1125108.274,807779.32,723267.06,0
6/25/14,119239.9868,1607802.422,1014887.216,2014943.584,2879967.856,1925384.448,714679.6773,1136653.231,805489.32,726767.06,0
6/26/14,129637.263,1538503.832,1072106.649,2011754.742,2881144.069,1931461.035,708558.1397,1143387.692,803669.32,729867.06,0
6/27/14,100327.6735,1559698.691,1048173.346,2031937.339,2893064.852,1935650.637,702783.7547,1148112.129,804049.32,731217.06,0
6/28/14,74228.02686,1583267.022,1049010.338,2032956.446,2892274.528,1940505.803,700029.9841,1150901.274,802174.32,734217.06,0
6/29/14,82295.21413,1565193.177,1063587.612,2031649.91,2903798.439,1941730.596,684969.7817,1152902.683,800145.33,737217.06,0
6/30/14,123379.5251,1530173.207,1049576.787,2028286.997,2921067.856,1937914.124,684327.4201,1153545.496,798951.33,739567.06,0
7/1/14,173712.2743,1495252.839,1033854.923,2023219.299,2926719.824,1940848.552,684272.2685,1152651.432,797216.33,742367.06,0
7/2/14,279449.5745,1379092.71,1045212.749,2025362.057,2919687.495,1947395.958,683291.8888,1153253.98,795776.33,745017.06,0
7/3/14,125736.7877,1523957.877,1062116.141,2026423.089,2913339.392,1945799.994,683874.1238,1153259.507,794640.83,747867.06,0
7/4/14,92409.52465,1534805.625,1084683.125,2005607.186,2935062.365,1945012.195,684669.5549,1155003.336,793444.83,750467.06,0
7/5/14,72307.60433,1542958.148,1098116.765,1998484.986,2939860.225,1949261.158,681635.7525,1157118.272,791954.83,753267.06,0
7/6/14,69001.3802,1539677.654,1098074.153,1991371.134,2954655.078,1949733.351,682496.7629,1156758.398,790979.83,755767.06,0
7/7/14,114348.3884,1491486.05,1098800.936,1975834.273,2975818.171,1948723.166,682271.3918,1156905.538,789559.83,758517.06,0
7/8/14,91079.36483,1513197.305,1082080.799,1981952.745,2986839.469,1952040.15,682658.4426,1155903.636,789095.83,761167.06,0
7/9/14,119087.267,1473556.39,1100947.375,1984660.943,2984680.215,1945018.956,674114.5433,1165706.223,788625.83,763767.06,0
7/10/14,98102.57377,1418915.312,1136990.047,2021458.849,2989017.136,1946350.145,669357.6129,1169695.187,787535.88,766467.06,0
7/11/14,93652.70085,1338119.67,1216833.922,2025172.432,2985655.696,1954050.819,666167.5691,1160135.093,798934.84,769067.06,0
7/12/14,84102.17498,1121102.91,1448121.145,2001878.49,3007857.625,1952762.716,662641.85,1153755.971,807724.86,771767.06,0
7/13/14,84954.17604,1105352.23,1460733.342,1996204.171,3016529.213,1951338.834,664257.3023,1146292.824,815485.65,774567.06,0
7/14/14,97646.99857,1097700.452,1452450.675,1993474.322,3024624.966,1950801.916,664281.2537,1139307.268,822434.89,776367.06,0
7/15/14,98575.82924,1094535.641,1427808.165,1993222.009,3053253.098,1952003.91,663321.5079,1134300.031,826877.55,779167.06,0
7/16/14,107485.6774,1083883.663,1389201.645,2007592.213,3079610.669,1953703.92,663576.4781,1132746.018,827947.46,780917.06,0
7/17/14,97949.63746,1101491.159,1371159.232,2007307.101,3060208.83,1985308.539,661559.9,1135558.064,829505.28,780917.06,0
7/18/14,107017.6877,1097775.827,1361971.459,2010915.172,3063529.018,1983975.877,662061.4606,1135395.661,829355.58,783267.06,0
7/19/14,87748.5041,1120817.694,1370914.069,2011402.059,3051408.667,1985190.879,662298.483,1134870.486,829221.76,785817.2,0
7/20/14,76668.52107,1151648.149,1342546.161,2019033.894,3052754.094,1984213.53,663189.8756,1135673.088,828820.29,789017.2,0
7/21/14,122058.3029,1135321.291,1339238.945,1993979.444,3052151.3,1987088.948,660285.1436,1136357.537,830041.69,790917.2,0
7/22/14,104338.4412,1164627.227,1319746.472,1998032.838,3058010.557,1988521.619,659332.5586,1135426.3,829286.59,793667.2,0
7/23/14,111685.7455,1151975.277,1308215.182,2016930.486,3063741.739,1987190.103,655508.9097,1110152.281,852972.88,796267.2,0
7/24/14,124659.7767,1106051.599,1340821.753,2018722.039,3066042.849,1986817.416,651730.4289,1111427.03,854574.71,797367.2,0
7/25/14,111380.3559,1111438.957,1354041.057,2006635.487,3075021.332,1984448.134,653650.1646,1108074.205,860232.91,797367.2,0
7/26/14,71598.67382,1116087.371,1393092.054,2003133.348,3075007.258,1985314.241,652614.502,1109030.043,859595.11,800167.2,0
7/27/14,73784.40788,1114314.92,1398522.531,1999778.663,3074587.434,1986660.386,642371.3989,1116111.002,862166.86,801167.2,0
7/28/14,117565.8652,1087458.355,1391893.046,1976439.089,3090210.781,1986868.706,640401.6356,1117382.656,863677.47,801317.2,0
7/29/14,97185.90456,1110193.322,1385906.965,1979594.676,3088642.1,1991879.074,628573.6071,1126818.243,866823.71,801322.2,0
7/30/14,111024.0833,1110488.452,1388464.118,1956917.289,3094761.1,1992543.457,631123.4312,1124951.222,869644.45,801322.2,0
7/31/14,96919.75582,1074824.085,1442407.35,1952784.716,3095237.107,1994461.941,631529.3336,1122007.274,873596.04,801322.2,0
8/1/14,144896.819,904001.4177,1602278.32,1917226.255,3093437.46,1997743.992,632196.0392,1118610.769,877301.53,801322.2,0
8/2/14,120356.0138,903660.539,1633638.814,1911579.446,3095270.711,1998002.542,632539.7894,1115184.477,881535.27,801322.2,0
8/3/14,76374.38637,940870.7354,1642309.843,1907522.009,3089982.057,2006835.3,633699.0772,1113277.205,881996.99,804072.2,0
8/4/14,131364.8039,906437.6489,1634835.742,1900675.799,3087260.815,2007314.54,631580.6007,1109316.014,884281.64,807072.2,0
8/5/14,217096.0687,923228.2424,1613348.655,1880966.881,3021099.404,2014821.766,629278.337,1110598.557,883154.69,809922.2,0
8/6/14,128948.4991,1003988.483,1626000.186,1796210.227,3101822.182,2015808.451,630100.8319,1109252.122,883161.62,812322.2,0
8/7/14,105485.32,1034721.785,1621318.002,1756842.671,3138524.105,2018607.914,582561.2427,1156549.412,882182.15,814822.2,0
8/8/14,86648.13079,1048476.193,1630662.891,1740818.195,3152299.529,2019229.524,582675.3596,1147300.231,890160.43,817772.2,0
8/9/14,80387.03506,1053252.647,1639303.545,1725889.369,3163256.104,2018852.575,581887.4452,1146943.563,889770.32,820572.2,0
8/10/14,80841.48352,1056882.986,1641063.914,1718339.938,3159306.203,2028246.519,581529.9946,1144205.115,890951.45,823172.2,0
8/11/14,107778.3485,1025483.311,1648575.703,1710690.389,3165850.521,2030123.515,581292.9343,1142294.42,891278.46,825722.2,0
8/12/14,106820.4035,1038668.27,1645103.296,1697457.888,3158430.338,2045589.923,581276.7195,1140411.335,891109.43,828572.2,0
8/13/14,126732.9779,1017503.746,1646894.767,1694552.115,3160800.69,2047647.306,581655.2083,1138434.002,891921.79,830922.2,0
8/14/14,148161.8726,1024969.889,1616876.933,1691702.749,3163264.271,2052124.135,582528.8204,1136216.242,894797.69,830922.2,0
8/15/14,132373.1687,1041946.21,1621931.055,1684522.181,3166764.417,2052939.543,582297.6723,1135685.535,896307.82,830922.2,0
8/16/14,93055.13343,1084204.373,1624166.672,1673967.521,3175477.714,2050033.698,584343.9786,1135741.362,897727.15,830922.2,0
8/17/14,91843.2213,1082519.372,1633333.91,1662520.769,3185468.345,2046821.611,586079.8728,1134777.05,899603.45,830922.2,0
8/18/14,180918.495,1027781.102,1600911.967,1657978.699,3190375.41,2047345.674,587907.4905,1133444.055,901154.71,831022.2,0
8/19/14,124183.728,1094039.436,1587344.215,1625277.328,3226331.051,2050236.709,589854.3452,1130424.921,904425.87,831372.2,0
8/20/14,113472.8254,1090759.816,1596597.88,1630796.233,3227489.367,2051941.551,589554.4036,1129465.036,906015.49,831622.2,0
8/21/14,139105.311,1080117.133,1601377.178,1625034.974,3212712.655,2055018.754,590516.3877,1128718.931,907616.28,831622.2,0
8/22/14,120774.8817,1095027.269,1599958.852,1629664.504,3216898.273,2054063.59,590618.2466,1127422.656,909664.33,831672.2,0
8/23/14,154913.665,1086422.55,1599353.331,1606336.983,3218208.685,2052739.32,592623.743,1124711.525,912382.8,832122.2,0
8/24/14,85772.92627,1135644.598,1615816.611,1610412.907,3218446.922,2054513.576,593021.0475,1123785.864,911878.15,834172.2,0
8/25/14,118293.8821,1132438.003,1594912.87,1601820.329,3221248.457,2054861.685,592348.8805,1122114.895,912528.6,836322.2,0
8/26/14,120299.2297,1137550.535,1531487.318,1606198.791,3274780.299,2056162.532,593118.1903,1120256.207,914539.5,836822.2,0
8/27/14,124543.6265,1127941.848,1539016.353,1597489.715,3277291.432,2063327.243,593573.0732,1118225.361,914658.95,839372.2,0
8/28/14,307669.4012,1084269.427,1401476.315,1593210.732,3279302.002,2060026.052,600140.2949,1117889.618,913658.76,842122.2,0
8/29/14,138269.3206,1284256.456,1399273.873,1557446.989,3289555.919,2060470.583,600370.9161,1117588.724,911959.82,844822.2,0
8/30/14,123222.9193,1297306.28,1398468.304,1546154.821,3303841.226,2063750.602,600861.5284,1115196.762,912440.16,847322.2,0
8/31/14,79480.35354,1334594.571,1406043.55,1521029.655,3328167.561,2069036.456,598946.4788,1113726.677,912517.3,849722.2,0
9/1/14,113838.4335,1300196.947,1406200.121,1497032.388,3350956.437,2072131.606,599641.5163,1111500.973,913044.18,852122.2,0
9/2/14,120252.7863,1304820.592,1394971.596,1431546.349,3415106.288,2076099.03,600128.9149,1110534.846,912257.2,854622.2,0
9/3/14,110909.5949,1300179.42,1391927.274,1401853.874,3462196.379,2079761.67,600028.6755,1108677.886,912407.83,856622.2,0
9/4/14,100239.7112,1233871.546,1473032.033,1363266.92,3495825.636,2084478.266,599610.3922,1107297.638,911570.46,859322.2,0
9/5/14,111046.1005,1209439.855,1489698.033,1354804.532,3504228.261,2084056.769,599968.6116,1106351.92,910373.52,862172.2,0
9/6/14,100039.3181,1232220.987,1487071.119,1355953.919,3503671.393,2081424.871,597446.3652,1104655.89,909058.74,865072.2,0
9/7/14,83924.06231,1253175.926,1489753.418,1352791.96,3500240.804,2083794.369,597700.0574,1101615.155,909871.85,867622.2,0
9/8/14,107503.6243,1223957.442,1473840.469,1359735.84,3516870.804,2084582.3,596473.2157,1101885.036,909268.87,869972.2,0
9/9/14,140322.8976,1223329.584,1392705.821,1429930.092,3500266.223,2082148.878,599299.2308,1097832.876,909232,872672.2,0
