,BlkCnt,IssTotNtv,SplyCur,TxTfrValAdjUSD,CapMrktCurUSD,NVTAdj90,PriceUSD,FeeTotUSD,IssTotUSD,AdrActCnt
2015-09-25,164.0,4100.0,14653686.16204042,84508078.29940173,3451503181.423982,40.575996811963854,235.538221800117,6271.375543777765,965706.7093804795,292649.0
2015-09-26,147.0,3675.0,14657361.16199128,60316815.55081503,3438496949.8353214,40.33198610024058,234.591814436002,5911.430613693752,862124.9180523073,314624.0
2015-09-27,149.0,3725.0,14661086.16199128,47800583.749436304,3419600261.1048636,40.23174125823481,233.243309760374,5154.792293261427,868831.3288573931,324221.0
2015-09-28,143.0,3575.0,14664661.16199128,91083954.8145719,3519771869.2667894,41.41704176806871,240.017265341905,6156.0022539257025,858061.7235973101,295867.0
2015-09-29,174.0,4350.0,14669011.16199126,103493475.72045425,3481487862.484529,40.82125211843611,237.336233781414,6526.3277488855965,1032412.6169491508,355812.0
2015-09-30,148.0,3700.0,14672711.16139126,83339608.9102058,3473615410.7131124,40.69875807257202,236.739848042081,6397.28086308185,875937.4377556997,334445.0
2015-10-01,149.0,3725.0,14676436.16139126,89016969.6789022,3496364654.7323823,40.84709838704856,238.22981385154898,6948.8615994103175,887406.05659702,297034.0
2015-10-02,138.0,3450.0,14679886.16139126,96126905.1488807,3492888180.829342,40.56335558832779,237.93700730566897,6214.657746892876,820882.6752045582,309307.0
2015-10-03,145.0,3625.0,14683511.16128576,62413301.020061016,3520164729.941747,40.97595448480652,239.735897720631,5028.22462169293,869042.6292372874,252618.0
2015-10-04,153.0,3825.0,14687336.16128576,52473638.64087221,3517865592.2902627,41.15448057507613,239.516924897721,4571.76051867283,916152.2377337829,303522.0
2015-10-05,153.0,3825.0,14691161.16128575,97284314.54590535,3540000026.0459723,41.345821196843794,240.961213833431,5807.693490968266,921676.6429128736,297239.0
2015-10-06,142.0,3550.0,14694711.16128556,94350231.66502182,3628719295.7583036,42.309798489197846,246.94049824663898,6369.297271962672,876638.7687755682,325721.0
2015-10-07,133.0,3325.0,14698036.16128556,109725006.398473,3582418301.4706674,41.685650457386366,243.734486849795,6129.285853596039,810417.1687755685,310175.0
2015-10-08,140.0,3500.0,14701536.16126918,99648222.53880443,3572908937.268152,41.64911054416861,243.029632963179,6285.487813710647,850603.7153711265,301525.0
2015-10-09,126.0,3150.0,14704686.16126918,102459698.64490718,3594544173.0514636,41.7333442930415,244.448887492694,5881.74775466366,770013.9956019861,274941.0
2015-10-10,160.0,4000.0,14708686.16126918,81301400.02582082,3617688500.228719,42.00292928319046,245.955924313267,5962.551928518772,983823.697253068,317477.0
2015-10-11,146.0,3650.0,14712336.16126915,70246073.68121912,3656429914.913464,42.50159641904352,248.52816540035099,4809.5434753715745,907127.8037112813,296821.0
2015-10-12,142.0,3550.0,14715886.16126915,96764781.11078261,3621485952.20494,42.00707009581528,246.093637346581,6337.998747895348,873632.4125803626,307438.0
2015-10-13,137.0,3425.0,14719311.16125274,117777990.6163924,3686765011.986784,42.488781700467094,250.471300701344,6218.971784983101,857864.2049021032,307430.0
2015-10-14,152.0,3800.0,14723111.161242701,105224307.13114007,3727042598.5500207,42.83101296077131,253.142325540619,6972.791575948148,961940.8370543522,317192.0
2015-10-15,166.0,4150.0,14727261.161242701,104352875.13181618,3750930547.8923373,42.8650377762441,254.69301500292198,7130.451040453406,1056976.0122621264,360598.0
2015-10-16,144.0,3600.0,14730861.15944267,116983251.61353022,3870347619.255163,43.83655623924613,262.737363237873,7485.9413079897195,945854.5076563428,342212.0
2015-10-17,136.0,3400.0,14734261.13954267,117987305.41996624,4006701466.036158,44.931589362309026,271.930938924605,7638.743462418613,924565.192343657,375203.0
2015-10-18,145.0,3625.0,14737886.13914257,83422016.8776872,3883162961.001023,43.427226157927045,263.481677381648,5697.447192655644,955121.080508474,327671.0
2015-10-19,165.0,4125.0,14742011.13564251,125376233.59503815,3897238283.402313,43.27668135212083,264.362728229106,7601.471942365798,1090496.2539450622,349142.0
2015-10-20,128.0,3200.0,14745211.13564243,125036689.86417791,3993478146.2737246,44.0283055857568,270.832211864407,8709.145199657896,866663.0779661024,403962.0
2015-10-21,144.0,3600.0,14748811.13564233,102814403.97861412,3953274547.745639,43.38347279026041,268.040217708942,7286.478643487868,964944.7837521912,343508.0
2015-10-22,148.0,3700.0,14752511.13564227,118877854.03380936,4063062212.072203,44.303340311479346,275.41495645821203,8334.886256211079,1019035.3388953843,352887.0
2015-10-23,149.0,3725.0,14756236.13564224,112914214.30801795,4111275942.9719906,44.51691572374017,278.612778026885,7775.113117985383,1037832.5981501465,361424.0
2015-10-24,145.0,3625.0,14759861.13564217,106010741.56012626,4186061085.708387,44.979429097093686,283.61114289889,7847.656939499821,1028090.3930084762,378880.0
2015-10-25,155.0,3875.0,14763736.13564202,113026336.2923984,4223162195.837915,45.15843374875492,286.04969345412,7026.262050643939,1108442.562134715,371558.0
2015-10-26,164.0,4100.0,14767836.13564168,116116741.21237746,4233988576.9765754,45.094815468892534,286.70338281706603,7640.898597865218,1175483.8695499706,371860.0
2015-10-27,147.0,3675.0,14771511.13564153,128223974.0358995,4365910872.377491,46.189371446310645,295.562913793104,8539.312683755428,1086193.7081896572,353786.0
2015-10-28,139.0,3475.0,14774986.13544113,158462597.3238702,4498127762.504588,47.06691444231731,304.442097019287,9262.249671949197,1057936.2871420223,355701.0
2015-10-29,151.0,3775.0,14778761.13544093,204436582.00972518,4653528359.828375,47.91381055938457,314.879462302747,10764.924103879468,1188669.9701928701,385081.0
2015-10-30,171.0,4275.0,14783036.135440802,220784329.2282745,4856113853.881978,49.03517387669877,328.49232115721804,10245.004531618126,1404304.6729471069,372016.0
2015-10-31,147.0,3675.0,14786711.13544078,170893343.39716554,4644794429.499121,46.22159828476318,314.119508182349,9005.833794468499,1154389.1925701324,367631.0
2015-11-01,153.0,3825.0,14790536.13544076,136745080.50417995,4878720873.406127,48.19186106394592,329.854227644652,9067.965500800661,1261692.4207407942,393101.0
2015-11-02,153.0,3825.0,14794361.13544069,216261795.8811382,5394270070.549457,52.52910544760436,364.616627995324,12303.94761008717,1394658.6020821144,404897.0
2015-11-03,155.0,3875.0,14798236.13544067,343741644.2055312,5932954782.927946,56.21250439127977,400.923105201637,15377.37389477885,1553577.0326563432,449049.0
2015-11-04,155.0,3875.0,14802111.13543059,351751837.7055724,6001984912.541992,55.386468510912714,405.481681472823,16930.773000500452,1571241.5157071895,498795.0
2015-11-05,146.0,3650.0,14805761.13542978,354566836.2198498,5690464341.778327,51.0799303973156,384.341222969024,12738.914150834671,1402845.4638369377,441656.0
2015-11-06,145.0,3625.0,14809386.13542975,209456033.0560192,5523536982.471544,49.00122226072143,372.97541788427804,11993.899014125454,1352035.8898305076,426032.0
2015-11-07,152.0,3800.0,14813186.13542967,170760538.4971832,5725363853.894037,50.873371022828934,386.50455084745795,9942.664378505824,1468717.2932203403,365479.0
2015-11-08,139.0,3475.0,14816661.13541325,159323001.66928104,5517726529.270192,48.622919666548825,372.400129748685,8881.888766264892,1294090.4508766802,386676.0
2015-11-09,149.0,3725.0,14820386.13541277,242422974.206779,5639092372.258233,48.96385872936396,380.49564436002294,11031.500841591922,1417346.2752410856,408589.0
2015-11-10,146.0,3650.0,14824036.13539571,239627593.52397567,5008011574.29464,42.99369453308106,337.830502337814,9817.2501062825,1233081.3335330212,399491.0
2015-11-11,168.0,4200.0,14828236.13527895,194858542.00036705,4580771119.302635,39.00107898286189,308.92218585622504,8777.995740490505,1297473.180596145,374115.0
2015-11-12,161.0,4025.0,14832261.135276098,205182527.56925255,5006229106.120828,42.28776560219525,337.522988603156,8941.970973072255,1358530.0291277028,374348.0
2015-11-13,160.0,4000.0,14836261.13527581,170410740.54094267,5003958699.460661,42.09239629556328,337.278958211572,8428.418168262828,1349115.8328462879,358205.0
2015-11-14,142.0,3550.0,14839811.13527567,120869295.22457616,4942356322.479358,41.584055742763354,333.04711747516103,8076.88474915909,1182317.2670368215,383137.0
2015-11-15,160.0,4000.0,14843811.135274697,120593987.35180303,4748951129.88033,40.09986394061619,319.928021624781,7211.011363224689,1279712.086499124,409132.0
2015-11-16,173.0,4325.0,14848136.13527453,147667756.12467015,4916703779.861372,41.61303277349192,331.132725014611,9302.553969220378,1432149.0356881921,404593.0
2015-11-17,149.0,3725.0,14851861.13526879,180715501.36140966,4987994385.318499,41.92461277091668,335.849786090006,8996.858198253389,1251040.4531852724,388743.0
2015-11-18,153.0,3825.0,14855686.13525778,147168721.46153876,4987714987.439949,41.7702225526925,335.744504967855,9238.914962852657,1284222.7315020452,403730.0
2015-11-19,136.0,3400.0,14859086.13525741,132821080.53444034,4847511550.504215,40.560958215153796,326.232145528931,8084.008800195107,1109189.2947983656,345821.0
2015-11-20,167.0,4175.0,14863261.13525728,123684251.89689644,4785085356.666097,40.005694211983965,321.94047545295103,8381.692369397762,1344101.4850160705,361600.0
2015-11-21,174.0,4350.0,14867611.13524075,90109630.8512378,4845432243.699362,40.502439864508794,325.90523115137296,7688.205492145488,1417687.7555084724,370942.0
2015-11-22,172.0,4300.0,14871911.13524056,77163693.22178006,4814289952.83409,40.5644254240864,323.716966101695,7541.170852312132,1391982.9542372883,379184.0
2015-11-23,163.0,4075.0,14875986.13524023,102153472.43077327,4805130309.6419935,40.66788136016858,323.012556341321,8405.099921896304,1316276.167090883,340771.0
2015-11-24,156.0,3900.0,14879886.13524011,106498598.84358735,4760988552.801361,40.294458537916434,319.96135652717703,8083.122886896835,1247849.2904559905,385973.0
2015-11-25,148.0,3700.0,14883586.13523992,120536670.10300367,4896111301.831783,41.42913570249178,328.960457334892,8778.582693128976,1217153.6921391005,364221.0
2015-11-26,176.0,4400.0,14887986.13523984,157770056.43575278,5303923855.628612,44.68906031661263,356.25529251899496,9831.31739447294,1567523.287083578,386928.0
2015-11-27,133.0,3325.0,14891311.13515748,215623625.3571701,5349983844.881413,44.48761597177468,359.268824371712,9652.096296150661,1194568.8410359423,360234.0
2015-11-28,154.0,3850.0,14895161.13483732,119401813.0909134,5311127725.817877,43.88777921909453,356.56732261835197,9352.060670330931,1372784.1920806551,410729.0
2015-11-29,149.0,3725.0,14898886.134837301,113858367.17995657,5538029394.198577,45.665493703219816,371.707612507306,8337.69825970137,1384610.8565897148,328208.0
2015-11-30,162.0,4050.0,14902936.13483719,254155867.96171016,5624216681.366005,45.72456317061841,377.389839859731,13091.070073624353,1528428.8514319104,490103.0
2015-12-01,167.0,4175.0,14907111.13482619,184397228.17358413,5404310416.077195,43.539960920604976,362.53237580362395,11235.310185596336,1513572.6689801302,414541.0
2015-12-02,161.0,4025.0,14911136.13482609,160386460.22681627,5356414170.954499,42.82920583317996,359.22240414962005,11644.702325455033,1445870.1767022202,424374.0
2015-12-03,142.0,3550.0,14914686.13482596,171289726.79445675,5387334794.284117,42.70410831265976,361.210068088837,10664.484895591428,1282295.7417153711,359444.0
2015-12-04,153.0,3825.0,14918511.13482583,136125856.5495401,5419024328.555152,42.70383755258803,363.241631794272,10295.284249621673,1389399.2416130905,416094.0
2015-12-05,175.0,4375.0,14922886.13479302,173348598.14827326,5810419099.219202,45.39406539583988,389.362958796026,12353.162829069848,1703462.9447326139,460264.0
2015-12-06,159.0,3975.0,14926861.13458208,150396036.52661535,5871020031.333293,45.56623103462573,393.319129748685,11701.919781156801,1563443.5407510225,425554.0
2015-12-07,147.0,3675.0,14930536.13452083,180024515.49654832,5902736521.563241,45.49772567717174,395.34658825248397,13152.465117325462,1452898.7118278788,449269.0
2015-12-08,175.0,4375.0,14934911.13404066,204454772.91864356,6180046220.944395,47.19875289734188,413.79866043249604,13805.416841196045,1810369.13939217,452823.0
2015-12-09,168.0,4200.0,14939111.1340406,213026025.54438072,6239060888.933594,47.178446495817525,417.632671244886,15405.94173457312,1754057.2192285212,493312.0
2015-12-10,216.0,5400.0,14944511.13404054,169902993.6055324,6212880482.65345,46.64819349850164,415.72992431326696,14942.801854540687,2244941.5912916414,473257.0
2015-12-11,160.0,4000.0,14948511.13394046,236654903.17245007,6784553388.968774,50.18496469436934,453.86148012858,19939.510480733406,1815445.92051432,466766.0
2015-12-12,162.0,4050.0,14952561.13393043,190814849.3361802,6517159334.528692,47.696381547143716,435.85572238457,15951.067286804653,1765215.6756575084,527840.0
2015-12-13,142.0,3550.0,14956111.133930301,153822151.28256872,6496986520.352052,47.299727393254436,434.403466393922,14281.211828479129,1542132.3056984232,484886.0
2015-12-14,195.0,4875.0,14960986.1339301,207128916.28432462,6627592526.377309,47.74389473957554,442.99168965517305,18028.910002264336,2159584.4870689684,520571.0
2015-12-15,183.0,4575.0,14965561.13385338,244235069.27674767,6953267162.9935,49.448525993445,464.617871712449,18575.057776742055,2125626.763084454,495314.0
2015-12-16,163.0,4075.0,14969636.13382056,240554944.01360488,6798347864.165867,47.72108188865869,454.14249240210404,17260.934152104768,1850630.6565385738,487898.0
2015-12-17,155.0,3875.0,14973511.13382042,220306989.40901324,6831516735.298595,47.40373440453909,456.24013461133796,16862.406201253038,1767930.5216189346,453218.0
2015-12-18,169.0,4225.0,14977736.13382039,228479120.8367092,6937324462.524803,47.51129380199833,463.175769725307,17725.461242861973,1956917.6270894222,459189.0
2015-12-19,157.0,3925.0,14981661.13382033,178533804.0553599,6912537068.061339,46.89298549428667,461.39990794856794,15901.978433699185,1810994.638698129,497028.0
2015-12-20,165.0,4125.0,14985786.13376031,167751837.11623868,6626025133.292232,44.665879285431394,442.15399006429,15095.755754433101,1823885.209015196,481622.0
2015-12-21,149.0,3725.0,14989511.13376028,218450535.01843,6560011593.067866,43.804531939392106,437.640129456458,18204.52443880344,1630209.4822253059,505331.0
2015-12-22,150.0,3750.0,14993261.13376013,225303202.89539495,6526092469.887121,43.09412460204113,435.26837901811797,16828.218083284315,1632256.4213179424,479097.0
2015-12-23,157.0,3925.0,14997186.13375983,187871683.2720357,6638740303.757927,43.48444969419936,442.66572706019895,17414.43372267793,1737462.978711281,478167.0
2015-12-24,138.0,3450.0,15000636.13375977,212484678.08679032,6838470695.339434,44.37935540740142,455.878713033314,16756.87997776941,1572781.5599649332,456965.0
2015-12-25,162.0,4050.0,15004686.13375975,142257552.6137477,6837917946.867378,44.11511284270228,455.718825832846,13055.246720304322,1845661.2446230263,367825.0
2015-12-26,171.0,4275.0,15008961.13375974,158140847.72021356,6277070712.492884,40.1789834656954,418.22153156049103,13120.756655989184,1787897.0474210992,416167.0
2015-12-27,205.0,5125.0,15014086.13375937,103758603.44663833,6346542709.362942,40.587080979539245,422.705894506137,11459.792585409332,2166367.7093439517,408582.0
2015-12-28,151.0,3775.0,15017861.13375936,167791757.62140474,6323313675.840923,40.25461035048251,421.05287960257203,13249.011888617313,1589474.6204997092,413657.0
2015-12-29,159.0,3975.0,15021836.13375907,145674687.33696854,6479519118.389769,41.067946716955035,431.340021332554,13541.538634962872,1714576.5847969018,427804.0
2015-12-30,165.0,4125.0,15025961.13375896,126556407.8129497,6401715280.957626,40.46783377286664,426.043646990064,13214.39041582991,1757430.043834014,397910.0
2015-12-31,142.0,3550.0,15029511.13374743,137954350.3101514,6457837561.2285595,40.70302526782824,429.67715341905296,10781.972868485822,1525353.8946376382,353317.0
2016-01-01,135.0,3375.0,15032886.13374194,75858188.05356516,6534464975.488941,41.14725609323255,434.678006428989,8638.223653616778,1467038.2716978379,316781.0
2016-01-02,145.0,3625.0,15036511.1337419,82382822.07873589,6532460051.432982,41.048731274727466,434.439877264757,13569.957729843823,1574844.555084744,417966.0
2016-01-03,145.0,3625.0,15040136.13374189,99999002.63275947,6469306703.423509,40.64418400776148,430.136180011689,10526.749552416892,1559243.6525423725,398443.0
2016-01-04,181.0,4525.0,15044661.13374178,112103036.3417601,6521092888.510424,40.918827454970405,433.44897106955,13169.320951550899,1961356.5940897136,413159.0
2016-01-05,157.0,3925.0,15048586.13374084,145267842.00116304,6511064277.770983,40.75490627867568,432.669502630041,14066.629659995835,1698227.7978229106,435291.0
2016-01-06,141.0,3525.0,15052111.13373527,139815069.52359918,6482611157.065962,40.46377206766049,430.677869666862,13275.034338400881,1518139.4905756884,381359.0
2016-01-07,147.0,3675.0,15055786.13373498,201142597.2008939,6913751592.74705,42.86155659406028,459.20894009351304,16892.683682073344,1687592.8548436603,432867.0
2016-01-08,173.0,4325.0,15060111.1337344,173045914.19957995,6839314891.01037,42.1338187015926,454.134423728814,14616.97788812407,1964131.3826271202,405522.0
2016-01-09,151.0,3775.0,15063886.13373428,104327068.25525887,6776417115.362053,41.64917340447399,449.845216247808,14006.83932427114,1698165.6913354753,461784.0
2016-01-10,175.0,4375.0,15068261.13373425,118352362.0472951,6759323837.848949,41.48295903482597,448.580216247808,12213.459505026456,1962538.44608416,427477.0
2016-01-11,170.0,4250.0,15072511.13373418,170308060.46635652,6768055781.641484,41.38829321329602,449.03305902980696,16267.936396811816,1908390.50087668,452499.0
2016-01-12,170.0,4250.0,15076761.13373409,153381883.81131843,6660432982.865689,40.59731258492224,441.768157218001,15320.906513354097,1877514.668176504,453665.0
2016-01-13,148.0,3700.0,15080461.13373393,167708200.5418454,6519443883.191551,39.568164274009526,432.31064523670403,15138.98655693849,1599549.3873758046,430325.0
2016-01-14,133.0,3325.0,15083786.13373384,143778853.28582522,6483361597.024277,39.27819628867399,429.823224722385,13642.778253416214,1429162.22220193,427750.0
2016-01-15,122.0,3050.0,15086836.13371737,211939473.25025585,5549288342.816036,33.40800976446709,367.823199883109,13061.51505854305,1121860.7596434823,410879.0
2016-01-16,142.0,3550.0,15090386.13371732,165842225.50432837,5856144324.168157,35.06204988858745,388.07120455873803,13580.720012996653,1377652.77618352,511206.0
2016-01-17,151.0,3775.0,15094161.13371728,129953983.60439456,5773246244.378152,34.55519727111333,382.482086499123,13464.226613898723,1443869.876534189,521728.0
2016-01-18,173.0,4325.0,15098486.133657198,158665607.00886607,5810881380.77361,34.70284669516617,384.86516656925795,15705.723454250907,1664541.8454120408,476975.0
2016-01-19,133.0,3325.0,15101811.13365166,157809447.9381443,5710926949.146569,33.98190568652295,378.16172501461097,14864.747808642525,1257387.7356735815,425484.0
2016-01-20,152.0,3800.0,15105611.13365161,233015191.80907127,6353766326.386116,37.523851550817156,420.622924168323,19795.72098124617,1598367.1118396276,623972.0
2016-01-21,137.0,3425.0,15109036.13365142,199652255.80263853,6184105216.642784,36.315177187415316,409.298459672706,20073.866890822446,1401847.224379018,511702.0
2016-01-22,176.0,4400.0,15113436.13364037,213526584.86147687,5758921327.796658,33.58276178774437,381.04645938047895,17398.603043529463,1676604.4212741074,500516.0
2016-01-23,179.0,4475.0,15117911.13364031,165079077.33087268,5841116434.328447,33.94758236080665,386.370602571596,14655.712876136478,1729008.4465078919,466284.0
2016-01-24,171.0,4275.0,15122186.13364025,196024000.72745788,6100999519.862752,35.27595211685492,403.446926651081,16530.38298407645,1724735.6114333712,492811.0
2016-01-25,162.0,4050.0,15126236.13363995,244296053.78910813,5929274269.037928,34.02928178718089,391.98609731151396,18179.63511310863,1587543.6941116315,528904.0
2016-01-26,160.0,4000.0,15130236.13363976,203137587.2420708,5918084970.456126,33.868576883765826,391.14293512565695,18252.932774548168,1564571.740502628,528008.0
2016-01-27,155.0,3875.0,15134111.13363768,248578108.0047929,5972336901.073853,34.083387706812786,394.62753037404997,19721.69320755631,1529181.6801994438,531444.0
2016-01-28,146.0,3650.0,15137761.13363757,228978653.442616,5735712764.941531,32.71600380708322,378.90099561659895,17437.528972872253,1382988.6340005863,513308.0
2016-01-29,169.0,4225.0,15141986.13331554,252698187.5790999,5738812666.135164,32.56485192981249,378.99999482291,17754.285744518802,1601274.9781267948,529268.0
2016-01-30,187.0,4675.0,15146661.13329498,168408644.314334,5714271472.877843,32.36098810393684,377.262779076564,14725.383761846899,1763703.492182937,490429.0
2016-01-31,181.0,4525.0,15151186.13329493,151429075.98517475,5550511097.358207,31.56234273593033,366.34168760958505,12814.835193205054,1657696.1364333723,484082.0
2016-02-01,161.0,4025.0,15155211.13329469,331368571.6446478,5625969536.424808,32.016457530325354,371.22343509059,21547.503516675795,1494174.326239625,616260.0
2016-02-02,180.0,4500.0,15159711.13323951,296596217.778678,5653475162.744131,32.2855857777143,372.927631209819,21124.521907258113,1678174.3404441855,675786.0
2016-02-03,179.0,4475.0,15164186.13323562,199230826.07962182,5581909720.2582035,32.19421575042195,368.098206604325,16224.470933455641,1647239.4745543548,542654.0
2016-02-04,168.0,4200.0,15168386.13323537,243523555.68868974,5911470181.268048,34.02071431791382,389.72308123904196,14961.097768409474,1636836.9412039763,459997.0
2016-02-05,188.0,4700.0,15173086.13321332,249835713.24321055,5832510244.835424,33.39742481288925,384.398413983051,16347.320946041626,1806672.54572034,503467.0
2016-02-06,200.0,5000.0,15178086.13321324,191534310.4688328,5686190017.949055,32.492992755869004,374.63155552308604,15331.221279164567,1873157.77761543,497975.0
2016-02-07,176.0,4400.0,15182486.13321261,170582550.0344875,5695769151.661702,32.69687380936005,375.153917592051,14534.699094754558,1650677.2374050245,516141.0
2016-02-08,148.0,3700.0,15186186.13321241,198045273.67000332,5631255744.93652,32.4124982323465,370.814350327294,15906.554349294085,1372013.0962109878,479473.0
2016-02-09,176.0,4400.0,15190586.13321208,245144334.9273989,5673860326.918465,32.553033454949514,373.51161286089996,15771.950716753769,1643451.09658796,515267.0
2016-02-10,164.0,4100.0,15194686.13321104,288423780.7080322,5760041302.285283,32.87304444475776,379.082611630625,16625.913454471487,1554238.7076855625,487454.0
2016-02-11,192.0,4800.0,15199486.13319756,234347861.17296067,5739921253.413234,32.6259395269719,377.639165108124,16694.873760898754,1812667.9925189954,496667.0
2016-02-12,171.0,4275.0,15203761.13319725,210676748.36664897,5812313598.53613,32.85109305367581,382.294456458212,14919.804387403432,1634308.8013588563,470121.0
2016-02-13,156.0,3900.0,15207661.13319695,195854485.0975156,5924880939.0625105,33.32979357707265,389.598432472238,13629.525454333567,1519433.8866417282,448353.0
2016-02-14,166.0,4150.0,15211811.13319691,178264834.82636634,6178287275.92656,34.68896326754473,406.150669491525,14508.197795774176,1685525.2783898287,496649.0
2016-02-15,152.0,3800.0,15215611.13319645,253965711.70454073,6075100823.409975,33.9544444368555,399.26761864699,16904.930963590476,1517216.9508585618,498129.0
2016-02-16,138.0,3450.0,15219061.13319615,271222604.0368878,6194695258.165143,34.35817943551151,407.035309468147,17266.982697315107,1404271.817665107,481206.0
2016-02-17,155.0,3875.0,15222936.13317928,266000632.56323323,6322452452.6137295,34.781306466785196,415.324113383986,17914.095688911744,1609380.9393629457,537228.0
2016-02-18,169.0,4225.0,15227161.13317911,215734623.60172382,6415045581.967839,35.09322883320671,421.28966298188203,18356.356807204866,1779948.8260984516,496326.0
2016-02-19,145.0,3625.0,15230786.13317875,252814846.36417806,6391241912.019307,34.620624745923074,419.626528541204,19394.20931424605,1521146.1659618644,523596.0
2016-02-20,150.0,3750.0,15234536.13317828,236009552.02539435,6706178212.63841,35.98258515483579,440.195760081823,18125.69406115591,1650734.1003068362,489626.0
2016-02-21,128.0,3200.0,15237736.13317822,241149702.5152004,6685078456.7543,35.5745793066375,438.718612681473,17890.937821390846,1403899.5605807137,531113.0
2016-02-22,127.0,3175.0,15240911.13317801,231915903.55121547,6668436550.157949,35.22480534143889,437.53529509409697,19918.95629785107,1389174.5619237581,537212.0
2016-02-23,136.0,3400.0,15244311.13317739,252471059.13029343,6403107527.8156595,33.563353465357785,420.03259260958504,20640.349184967767,1428110.814872589,550408.0
2016-02-24,118.0,2950.0,15247261.13317653,230781658.23771533,6464764199.589456,33.74305541874091,423.995112507306,19231.817832973164,1250785.5818965528,466104.0
2016-02-25,155.0,3875.0,15251136.13279608,228907729.97433692,6467867594.878762,33.733265275491036,424.090870251315,19496.40788817498,1643352.122223846,529925.0
2016-02-26,140.0,3500.0,15254636.13247588,214935098.63432032,6586375896.899226,34.16221931600588,431.76224196376404,18306.090327086844,1511167.846873174,476826.0
2016-02-27,147.0,3675.0,15258311.13247562,203560751.63670596,6606052938.349629,34.08805692592272,432.947845996493,15695.933347313252,1591083.3340371118,467543.0
2016-02-28,134.0,3350.0,15261661.13247535,232340173.52651972,6609859969.216783,34.15041690895426,433.102262711864,19851.876524310206,1450892.5800847444,497556.0
2016-02-29,133.0,3325.0,15264986.13247483,280419809.7153928,6682642624.205121,34.33717723646165,437.77587258912905,24167.222463663016,1455604.776358854,563571.0
2016-03-01,141.0,3525.0,15268511.13247454,340690569.5030336,6608331737.859,33.609377149272596,432.807867153711,25931.805087727233,1525647.7317168312,561876.0
2016-03-02,157.0,3925.0,15272436.13237389,245138696.76343092,6461459062.390082,32.725824176448604,423.079789392168,38595.691266217116,1660588.1733642593,553815.0
2016-03-03,135.0,3375.0,15275811.1323733,297626082.5052569,6404671328.36886,32.146048892607425,419.268821332554,24279.445557870815,1415032.2719973696,575225.0
2016-03-04,155.0,3875.0,15279686.11391517,312252215.0894797,6233961495.206634,31.048712703894488,407.99015429573404,20288.999179281935,1580961.8478959692,513898.0
2016-03-05,150.0,3750.0,15283436.11391432,329004747.9507016,6072330074.004094,29.94768765978032,397.314453945061,24801.59817763264,1489929.2022939788,530671.0
2016-03-06,148.0,3700.0,15287136.11391378,202441066.4557296,6171496150.647174,30.399415535591725,403.705187463472,15687.856873883331,1493709.1936148463,409059.0
2016-03-07,133.0,3325.0,15290461.11391307,284659564.6460906,6318467554.398568,30.987339521931638,413.22936616014,18670.5876648767,1373987.6424824656,421465.0
2016-03-08,154.0,3850.0,15294311.11390712,216850038.40896893,6292476529.245213,30.85344391537748,411.42595324371695,18030.624926453464,1583989.9199883102,460732.0
2016-03-09,168.0,4200.0,15298511.11390652,212983477.0600789,6311258537.536384,30.87307609515749,412.54070350672094,22187.045803583573,1732670.954728228,504399.0
2016-03-10,155.0,3875.0,15302386.11387569,215589886.67265287,6371009645.926015,31.20108677650091,416.340928696669,17312.723752361984,1613321.0986995923,445273.0
2016-03-11,160.0,4000.0,15306386.11387504,235953583.12145308,6421211644.9934025,31.369892171107477,419.51193424897696,17101.93075981979,1678047.7369959082,434658.0
2016-03-12,144.0,3600.0,15309986.11387486,157138719.3085802,6281138643.087113,30.680062666456394,410.264163296318,13984.439830359048,1476950.9878667446,374730.0
2016-03-13,133.0,3325.0,15313311.11385472,146168838.5851819,6306111596.723385,30.904286840437774,411.80588246639394,14606.780891353827,1369254.55920076,421585.0
2016-03-14,152.0,3800.0,15317111.11385454,211155683.7461241,6357014019.848285,31.20996042892816,415.026957276446,16892.976656803836,1577102.4376504947,451902.0
2016-03-15,161.0,4025.0,15321136.11385364,222879780.95207128,6362353042.38724,31.266319085488814,415.26640029222705,18023.05723948283,1671447.2611762139,451559.0
2016-03-16,152.0,3800.0,15324936.1138526,226234092.50848415,6390867973.469016,31.39628812953451,417.024118468732,20007.57078159328,1584691.6501811815,449250.0
2016-03-17,141.0,3525.0,15328461.11359194,234811861.6654713,6416576041.2915325,31.51169083949777,418.60536382232596,19285.471320215194,1475583.907473699,482125.0
2016-03-18,136.0,3400.0,15331861.11358966,222262914.04963908,6269222347.220202,30.714749679250456,408.901587405026,17405.002484533055,1390265.3971770885,425769.0
2016-03-19,136.0,3400.0,15335261.11357959,138838581.4505303,6274029959.932989,30.7867600477153,409.124429865576,14197.590847430632,1391023.0615429585,428645.0
2016-03-20,146.0,3650.0,15338911.11355934,124591471.81939098,6320504988.49434,31.17434595383244,412.056953828171,13699.078818174687,1504007.8814728241,430803.0
2016-03-21,139.0,3475.0,15342386.113559,170862251.62839264,6314953342.505003,31.240169447493855,411.601774050263,17029.234661198072,1430316.1648246641,435918.0
2016-03-22,148.0,3700.0,15346086.11350809,178899983.0869019,6392897932.954728,31.641366324141398,416.581653828171,17576.11597812707,1541352.1191642329,462080.0
