,BlkCnt,IssTotNtv,SplyCur,TxTfrValAdjUSD,CapMrktCurUSD,NVTAdj90,PriceUSD,FeeTotUSD,IssTotUSD,AdrActCnt
2011-09-06,151.0,7550.0,7214099.98999999,868912.4491443426,49391552.2132418,15.330627285027793,6.8465300289304505,45.43337636577883,51691.30171842489,18872.0
2011-09-07,136.0,6800.0,7220899.98999999,1122649.363496353,51723091.97646155,16.317112220771982,7.16297027352426,58.07002566076472,48708.197859964974,16855.0
2011-09-08,129.0,6450.0,7227349.98999999,652209.3527520112,48265544.15833017,15.670585212943694,6.6781800002922305,30.49781272010715,43074.26100188488,15832.0
2011-09-09,154.0,7700.0,7235049.98999999,890645.517286962,36079581.18632356,11.810124685760579,4.98677704178843,38.74151888154418,38398.183221770916,18354.0
2011-09-10,133.0,6650.0,7241699.98999999,460511.4724504321,34346272.57533361,11.818505950856832,4.74284665517242,25.299107751858106,31539.930256896598,16167.0
2011-09-11,125.0,6250.0,7247949.98999999,4720850.319752846,42421555.28917464,14.643374442099411,5.8529039725306795,30.582376928646088,36580.649828316746,15739.0
2011-09-12,133.0,6650.0,7254599.98999999,673135.947528045,44185080.50839476,15.597988617262194,6.09062947223846,31.19828355861351,40502.68599038576,15899.0
2011-09-13,142.0,7100.0,7261699.98999999,837569.5643532583,42136183.22279058,15.48980227581734,5.80252327703098,24.383500196263686,41197.91526691996,14959.0
2011-09-14,146.0,7300.0,7268999.98999999,717865.6415766801,40687737.58734764,15.294190966211824,5.5974326101694905,21.794111498858324,40861.25805423728,15192.0
2011-09-15,156.0,7800.0,7276799.98999999,652701.4367904441,35421680.8792551,13.714732967866313,4.86775518468732,35.325585842668495,37968.490440561094,15482.0
2011-09-16,119.0,5950.0,7282749.98999999,1072020.766766375,35184189.43579407,13.927827956353823,4.83116810052601,23.959541060109643,28745.45019812976,14476.0
2011-09-17,134.0,6700.0,7289449.98999999,539940.0995610656,34809205.82649196,14.92142417769402,4.775285635301,24.882800761766422,31994.4137565167,12903.0
2011-09-18,158.0,7900.0,7297349.98999999,612345.1221860653,38214268.23795452,16.827541285634876,5.23673227819988,28.353715069148468,41370.18499777905,14196.0
2011-09-19,127.0,6350.0,7303699.98999999,677802.038387628,40319175.19010537,18.10380916026927,5.52037669199299,32.48610640535961,35054.391994155485,16499.0
2011-09-20,140.0,7000.0,7310699.98999999,997002.2012288676,44936427.78752294,20.49558801782064,6.14666555172414,40.081390018977416,43026.65886206898,21500.0
2011-09-21,146.0,7300.0,7317999.98999999,887979.8430836357,40959339.89405964,19.674556023319504,5.59706749795441,29.47573447396614,40858.59273506719,18297.0
2011-09-22,148.0,7400.0,7325399.98999999,665401.7327869607,40106922.25437149,19.658508150570658,5.47504877673875,20.769842761993154,40515.36094786675,17486.0
2011-09-23,133.0,6650.0,7332049.98999999,739889.0317691612,40791283.96421989,20.42731150382484,5.563421419637639,22.81214998761485,36996.75244059031,19216.0
2011-09-24,129.0,6450.0,7338499.98999999,578685.0897910813,40052723.4157995,20.608964509609255,5.457889687317361,37.200153713937034,35203.38848319697,19656.0
2011-09-25,137.0,6850.0,7345349.98999999,708380.112277752,39232651.95435617,21.361850453013385,5.34115488135593,17.724431260434898,36586.91093728812,19723.0
2011-09-26,134.0,6700.0,7352049.98999999,567915.2565541256,35832612.99183518,20.119093277445764,4.87382608123904,14.255482953019516,32654.634744301566,17623.0
2011-09-27,133.0,6650.0,7358699.98999999,646993.3973227931,36139736.79869785,20.57322956059356,4.91115779251899,23.12111016594601,32659.199320251286,18461.0
2011-09-28,147.0,7350.0,7366049.98999999,638779.697012129,35087555.38092853,20.762424044081573,4.76341532144945,20.935369531110375,35011.10261265345,13766.0
2011-09-29,125.0,6250.0,7372299.98999999,555115.4528154756,35222349.98309897,21.151367721017472,4.77766097837522,15.7825828945561,29860.38111484512,12324.0
2011-09-30,122.0,6100.0,7378399.98999999,579755.7726461767,37952172.06686399,23.26819404992909,5.14368590999416,19.631755354114407,31376.484050964376,13620.0
2011-10-01,143.0,7150.0,7385549.98999999,596247.5109039178,37179379.66114728,23.00944590702481,5.034070544710691,18.019423749806773,35993.60439468143,13286.0
2011-10-02,121.0,6050.0,7391599.98999999,464700.04627748736,37010203.83989706,23.315760843355985,5.007062596727059,15.952778924581523,30292.728710198717,11856.0
2011-10-03,145.0,7250.0,7398849.98999999,611121.5665164562,37163275.64451764,23.65873824525673,5.02284486031561,45.5715567672768,36415.62523728817,14031.0
2011-10-04,112.0,5600.0,7404449.98999999,745550.3121377708,36702419.32854745,23.870406643899308,4.956805620689661,17.690106049553982,27758.111475862093,13371.0
2011-10-05,145.0,7250.0,7411699.98999999,640123.0004168138,36206652.00537118,23.988743261415024,4.88506713091759,18.957230925378884,35416.73669915253,13475.0
2011-10-06,128.0,6400.0,7418099.98999999,874381.2774083442,35088846.55107889,23.30897096230331,4.73016629573349,39.51091989816599,30273.064292694336,14660.0
2011-10-07,138.0,6900.0,7424999.98999999,699148.8551884062,31749565.45197953,21.507109720167012,4.27603575686733,17.38716660771594,29504.646722384576,13622.0
2011-10-08,119.0,5950.0,7430949.98999999,503056.857913568,29584491.897106934,20.334375627689454,3.98125299415546,13.339328376648321,23688.45531522499,12331.0
2011-10-09,127.0,6350.0,7437299.98999999,519708.56612017774,30579460.29286226,21.33103782335993,4.11163464348334,11.929026753646466,26108.87998611921,12398.0
2011-10-10,123.0,6150.0,7443449.98999999,540876.1069405157,30331779.460240718,21.847854415942006,4.07496248392753,13.928007793784264,25061.019276154308,13498.0
2011-10-11,93.0,4650.0,7448099.98999999,657697.1601234484,29858870.497889284,22.01559886834496,4.00892449590883,21.651205906718992,18641.498905976056,13852.0
2011-10-12,120.0,6000.0,7454099.98999999,650797.075069698,31055534.824790597,23.21746234635132,4.16623534248977,19.972805869978014,24997.412054938617,13370.0
2011-10-13,97.0,4850.0,7458949.98999999,610284.6694830662,30111640.060929198,22.71613461684309,4.03698109000584,15.211954008328108,19579.358286528324,11340.0
2011-10-14,139.0,6950.0,7465899.98999999,540327.4945610446,29761174.422796723,22.75488194295497,3.98628088544711,13.449508566624626,27704.652153857412,14662.0
2011-10-15,134.0,6700.0,7472599.98999999,453399.33693665406,28674896.088751175,22.14065048650332,3.8373385604909402,12.887624156290057,25710.168355289297,13000.0
2011-10-16,119.0,5950.0,7478549.98999999,420559.0421295344,26995633.878132988,21.637063150568434,3.6097417165400296,11.598190523175699,21477.963213413175,11949.0
2011-10-17,118.0,5900.0,7484449.98999999,551684.0290004112,19319212.001164414,15.78993721977096,2.5812467218001203,11.562362793600148,15229.355658620709,14480.0
2011-10-18,120.0,6000.0,7490449.98999999,373256.6468364426,18143927.788263902,15.242676210890385,2.4222747381648198,7.0854519849343465,14533.648428988918,12586.0
2011-10-19,133.0,6650.0,7497099.98999999,374650.96087872004,16622980.286909461,14.163294710748653,2.2172547130333102,6.873701424745997,14744.743841671514,12283.0
2011-10-20,115.0,5750.0,7502849.98999999,291071.2995644229,17677641.241997242,15.334323243717632,2.35612350847458,14.0085231656398,13547.710173728836,11014.0
2011-10-21,121.0,6050.0,7508899.98999999,503908.3451052268,19298566.083949927,16.896680773177486,2.57009230508475,6.8759579764182694,15549.058445762737,11937.0
2011-10-22,98.0,4900.0,7513799.98999999,745098.8923424897,23709691.716022797,20.98433174331036,3.1554861385154904,9.30796342714152,15461.882078725901,12833.0
2011-10-23,108.0,5400.0,7519199.98999999,556565.4719584056,23668568.760367725,21.462442219265963,3.1477509298655804,9.74457911673545,16997.855021274132,13144.0
