"<1d, x; 1d-1w, x; 1w-1m, x; 1-3m, x; 3-6m, x; 6-12m, x; 12-18m, x; 18-24m, x; 2-3y, x; 3-5y, x; >5y, x; BTC/USD, x","<1d, y","<1d, text","1d-1w, y","1d-1w, text","1w-1m, y","1w-1m, text","1-3m, y","1-3m, text","3-6m, y","3-6m, text","6-12m, y","6-12m, text","12-18m, y","12-18m, text","18-24m, y","18-24m, text","2-3y, y","2-3y, text","3-5y, y","3-5y, text",">5y, y",">5y, text","BTC/USD, y"
"2014-03-16","0.012814713030914688","1.28%","0.061823744483906005","4.90%","0.1571478682795981","9.53%","0.3084137595591743","15.13%","0.4997018425315218","19.13%","0.6438126171995996","14.41%","0.7081553898864983","6.43%","0.742880118429604","3.47%","0.8180070407181652","7.51%","0.9742594300496376","15.63%","1.0","2.57%","636.9966666666667"
"2014-03-17","0.00659792417371181","0.66%","0.0614143664475362","5.48%","0.15692875784351412","9.55%","0.3074571361190009","15.05%","0.4995179056845523","19.21%","0.6439313635313639","14.44%","0.7076632957274269","6.37%","0.7428389242373921","3.52%","0.817984223214294","7.51%","0.9739707869993132","15.60%","1.0","2.60%","634.99"
"2014-03-18","0.008230560341498714","0.82%","0.0603132647765781","5.21%","0.1569540797818066","9.66%","0.30540352667397785","14.84%","0.4975645365540978","19.22%","0.6437806719233947","14.62%","0.70769596386072","6.39%","0.7429668773011194","3.53%","0.8171678544175832","7.42%","0.9735196490828651","15.64%","1.0","2.65%","627.0600000000002"
"2014-03-19","0.009078724935515658","0.91%","0.06244940111284035","5.34%","0.1570068297276992","9.46%","0.3026079438900267","14.56%","0.49762389418537795","19.50%","0.6435800464335542","14.60%","0.7077475828085711","6.42%","0.7430288818553209","3.53%","0.8171006279601055","7.41%","0.9731835308871244","15.61%","1.0","2.68%","619.13"
"2014-03-20","0.011999868430545207","1.20%","0.06048374070309739","4.85%","0.15944261131088913","9.90%","0.30111080326799466","14.17%","0.4982760359665499","19.72%","0.6433481269775398","14.51%","0.7080700919099613","6.47%","0.7431970611178687","3.51%","0.817197748621679","7.40%","0.972927686161448","15.57%","1.0","2.71%","611.2"
"2014-03-21","0.010799940145131848","1.08%","0.058795114659644175","4.80%","0.15793185603702484","9.91%","0.29149594591157835","13.36%","0.49961391517933","20.81%","0.6425483057126052","14.29%","0.7079399821378276","6.54%","0.7430533383091074","3.51%","0.8171297150788484","7.41%","0.9727110025559796","15.56%","1.0","2.73%","595.1366666666668"
"2014-03-22","0.010761169889742113","1.08%","0.045500536874620856","3.47%","0.1593950256680433","11.39%","0.2926591273958469","13.33%","0.5010359367481295","20.84%","0.6411833422475245","14.01%","0.7079994806131973","6.68%","0.743113929564789","3.51%","0.8173079911670142","7.42%","0.9722271073066724","15.49%","0.9999999999999998","2.78%","579.0733333333334"
"2014-03-23","0.007535940818574972","0.75%","0.0406104200271265","3.31%","0.15865237614967848","11.80%","0.2832889787286321","12.46%","0.500963402865601","21.77%","0.6404317325464495","13.95%","0.708035651166062","6.76%","0.7431613745053367","3.51%","0.8173108372990888","7.41%","0.9720148551668186","15.47%","1.0","2.80%","563.01"
"2014-03-24","0.007908126749538065","0.79%","0.04142607490435005","3.35%","0.15865720276388712","11.72%","0.2816809803107291","12.30%","0.5007206235957439","21.90%","0.6399821655815201","13.93%","0.7079420789443021","6.80%","0.7430549978509938","3.51%","0.8172214362619876","7.42%","0.9716018473711074","15.44%","1.0","2.84%","570.6033333333334"
"2014-03-25","0.009301537559896584","0.93%","0.040637856703947234","3.13%","0.1592918545975252","11.87%","0.27320571705544144","11.39%","0.5012578284422873","22.81%","0.6389161250535651","13.77%","0.7078140609730116","6.89%","0.7430959943203946","3.53%","0.8172458289785902","7.41%","0.9711480463962766","15.39%","1.0","2.89%","578.1966666666666"
"2014-03-26","0.007414108449104459","0.74%","0.038148415943099374","3.07%","0.15852147498606567","12.04%","0.27313629336948475","11.46%","0.5012580731222052","22.81%","0.6382656942056834","13.70%","0.7076518484437151","6.94%","0.7430614813553323","3.54%","0.8172852283675498","7.42%","0.9708465582380774","15.36%","0.9999999999999998","2.92%","585.79"
"2014-03-27","0.011027691408955712","1.10%","0.0378946468617249","2.69%","0.15418524353399934","11.63%","0.27273262961485123","11.85%","0.5015663071055365","22.88%","0.6375805423489659","13.60%","0.7076256909395663","7.00%","0.7427923408692622","3.52%","0.8172563845650203","7.45%","0.9704518912647454","15.32%","1.0","2.95%","557.06"
"2014-03-28","0.012192424125655158","1.22%","0.03856167467373632","2.64%","0.15447896515627166","11.59%","0.2732694202780733","11.88%","0.5020354831984308","22.88%","0.6374512368350468","13.54%","0.7079217920338484","7.05%","0.7430862800749269","3.52%","0.8173704803348206","7.43%","0.9702067226467876","15.28%","1.0","2.98%","528.33"
"2014-03-29","0.009446180604342672","0.94%","0.03723450641126386","2.78%","0.153722446514865","11.65%","0.2734431434648561","11.97%","0.5017485750184496","22.83%","0.6367778903254329","13.50%","0.7078020252772951","7.10%","0.7430140805694657","3.52%","0.8173391567462289","7.43%","0.96988034719034","15.25%","1.0","3.01%","499.6"
"2014-03-30","0.00649122051170689","0.65%","0.03530346375963871","2.88%","0.15255699707901202","11.73%","0.27283281457642633","12.03%","0.5016073478930929","22.88%","0.6363294187338809","13.47%","0.7077780858661425","7.14%","0.7429844004965711","3.52%","0.8170669540527759","7.41%","0.9695853710286894","15.25%","0.9999999999999998","3.04%","485.5633333333333"
"2014-03-31","0.009668828289589888","0.97%","0.03683298219551073","2.72%","0.1491534674292323","11.23%","0.2713520962691067","12.22%","0.5001366870473375","22.88%","0.6348751115240623","13.47%","0.7078692351153221","7.30%","0.7431239951080142","3.53%","0.8171426956768502","7.40%","0.969112785324662","15.20%","1.0","3.09%","471.5266666666667"
"2014-04-01","0.009828061257478406","0.98%","0.03821093593588148","2.84%","0.14886170943045088","11.07%","0.27162990575271473","12.28%","0.4985668731063112","22.69%","0.6336029315582823","13.50%","0.7078373426079274","7.42%","0.7432068122945092","3.54%","0.8171638581554086","7.40%","0.9686925595306828","15.15%","1.0","3.13%","457.49"
"2014-04-02","0.008512998240184684","0.85%","0.03809563551223934","2.96%","0.1439989300858554","10.59%","0.271783560747599","12.78%","0.4986110692765773","22.68%","0.6330246348143704","13.44%","0.7078055591606816","7.48%","0.7432170029269765","3.54%","0.8155836365745254","7.24%","0.9684235395935971","15.28%","1.0","3.16%","454.56666666666666"
"2014-04-03","0.012156989639471977","1.22%","0.04081045531897423","2.87%","0.13968424149686087","9.89%","0.27115467984674685","13.15%","0.4995436067604888","22.84%","0.6326265772689236","13.31%","0.708613292591513","7.60%","0.7440388938958047","3.54%","0.8164079727718556","7.24%","0.9680947363854596","15.17%","1.0","3.19%","451.6433333333334"
"2014-04-04","0.010054293475687785","1.01%","0.038289267275692165","2.82%","0.13438412987615084","9.61%","0.27050813303113264","13.61%","0.4995898026583535","22.91%","0.6311802239495434","13.16%","0.7086431039170261","7.75%","0.7441046175208297","3.55%","0.8164339090960994","7.23%","0.9677198453834857","15.13%","0.9999999999999998","3.23%","448.72"
"2014-04-05","0.006875176410235189","0.69%","0.03507447436620386","2.82%","0.12889636658719247","9.38%","0.26954351575380714","14.06%","0.4991016042550547","22.96%","0.6303968975216442","13.13%","0.7084150768903631","7.80%","0.7439576643156194","3.55%","0.8162136423548246","7.23%","0.9673741521111138","15.12%","1.0","3.26%","451.8133333333333"
"2014-04-06","0.013429165770407295","1.34%","0.042425186226030094","2.90%","0.13353290644405574","9.11%","0.27528391231434124","14.18%","0.4959871950041648","22.07%","0.6302077221405721","13.42%","0.7087285589842006","7.85%","0.7441632054232621","3.54%","0.8163781271740429","7.22%","0.9670569257661484","15.07%","1.0","3.29%","454.9066666666667"
"2014-04-07","0.006020595457429182","0.60%","0.039810238963400434","3.38%","0.1323035853162426","9.25%","0.2740730037621496","14.18%","0.4962025028638601","22.21%","0.6292348074564367","13.30%","0.7090250658296513","7.98%","0.7444039215057073","3.54%","0.8166473781658867","7.22%","0.9667258489253642","15.01%","1.0","3.33%","458.0"
"2014-04-08","0.008378031313704778","0.84%","0.0380777957634716","2.97%","0.13179681413301314","9.37%","0.2736101419855061","14.18%","0.4956960312819343","22.21%","0.6283840577558869","13.27%","0.7089516124440326","8.06%","0.7443020350162446","3.54%","0.8166348924977586","7.23%","0.9663727902263622","14.97%","1.0","3.36%","452.64333333333326"
"2014-04-09","0.008074584075905073","0.81%","0.0382488232066628","3.02%","0.13195699338009298","9.37%","0.2734139686880341","14.15%","0.4956337084288534","22.22%","0.6277282469030911","13.21%","0.7089754276861577","8.12%","0.7443583026160125","3.54%","0.8166695551962868","7.23%","0.9661120822742232","14.94%","0.9999999999999998","3.39%","447.2866666666667"
"2014-04-10","0.01114423828521458","1.11%","0.03801356540562316","2.69%","0.13195257021027434","9.39%","0.2743844688581968","14.24%","0.49645449704830297","22.21%","0.6208110743695731","12.44%","0.7085168647670299","8.77%","0.7442052064282205","3.57%","0.8166052325467515","7.24%","0.9657755906130892","14.92%","0.9999999999999998","3.42%","441.93"
"2014-04-11","0.014238914774174587","1.42%","0.04333930577065838","2.91%","0.13532618595119086","9.20%","0.27620014707467155","14.09%","0.4973163926982346","22.11%","0.6194918117608779","12.22%","0.7085616301737088","8.91%","0.7442466454849548","3.57%","0.8166804118859481","7.24%","0.9654509730349085","14.88%","1.0","3.45%","435.7433333333333"
"2014-04-12","0.009391148754651515","0.94%","0.04172880500190457","3.23%","0.13192097179718654","9.02%","0.2754313232512292","14.35%","0.4972126166621876","22.18%","0.6183508471577704","12.11%","0.70852356430472","9.02%","0.7442701498050379","3.57%","0.8167194160656269","7.24%","0.9649673812409738","14.82%","1.0","3.50%","429.55666666666673"
"2014-04-13","0.00564460820838764","0.56%","0.03778048891540313","3.21%","0.1268480917887153","8.91%","0.27431506985943466","14.75%","0.4968657011305099","22.26%","0.6170308669288772","12.02%","0.7082931065844477","9.13%","0.7442497368239995","3.60%","0.8166946398289868","7.24%","0.9645588102960884","14.79%","1.0","3.54%","423.37"
"2014-04-14","0.0070878062650533685","0.71%","0.03756529169849015","3.05%","0.11345799847825425","7.59%","0.27368514314666714","16.02%","0.49612545259245394","22.24%","0.616592638051771","12.05%","0.7083576927926035","9.18%","0.7443323192339987","3.60%","0.8167182547129451","7.24%","0.96429257569416","14.76%","0.9999999999999996","3.57%","456.58"
"2014-04-15","0.009653176569266059","0.97%","0.0379152973717477","2.83%","0.1059283462103862","6.80%","0.27047821937687305","16.45%","0.4956117823883454","22.51%","0.6155338204587402","11.99%","0.7078979547837614","9.24%","0.7443485876740283","3.65%","0.8166954136765332","7.23%","0.9638494985296362","14.72%","1.0","3.62%","489.79"
"2014-04-16","0.012982572035664929","1.30%","0.04103164981544204","2.80%","0.10952352191860364","6.85%","0.27143396647944856","16.19%","0.4972462413067827","22.58%","0.6167333382146846","11.95%","0.7091380069911989","9.24%","0.7448866127179183","3.57%","0.8168178029070047","7.19%","0.9633907182388328","14.66%","1.0","3.66%","523.0"
"2014-04-17","0.0175465887143503","1.75%","0.044455197445675415","2.69%","0.10938811756260153","6.49%","0.2713474257396196","16.20%","0.4965143121346407","22.52%","0.6159253519051958","11.94%","0.7090919588212982","9.32%","0.7447257469978456","3.56%","0.8167787561412234","7.21%","0.9630817147803452","14.63%","1.0","3.69%","509.37"
"2014-04-18","0.008991879441196185","0.90%","0.04130406268147789","3.23%","0.11032996188999453","6.90%","0.2719443093169208","16.16%","0.4970921069993507","22.51%","0.6144160649414668","11.73%","0.7091154777882436","9.47%","0.7448317822201045","3.57%","0.8167988759582401","7.20%","0.9627096969037836","14.59%","0.9999999999999998","3.73%","495.74"
"2014-04-19","0.007661654643241017","0.77%","0.040612733122201185","3.30%","0.10710725253111272","6.65%","0.2718728954331952","16.48%","0.4964727271551969","22.46%","0.6125983653151689","11.61%","0.7090713408771394","9.65%","0.7445959516265273","3.55%","0.8167889291790957","7.22%","0.9623786411783636","14.56%","1.0","3.76%","482.11"
"2014-04-20","0.00633667988079517","0.63%","0.041644212938350265","3.53%","0.10652784801730247","6.49%","0.27128318402660423","16.48%","0.4959653375536655","22.47%","0.6118414329693357","11.59%","0.7091139414477295","9.73%","0.7445050924916491","3.54%","0.8167447413087907","7.22%","0.962046739415818","14.53%","0.9999999999999998","3.80%","487.53333333333336"
"2014-04-21","0.005849995790223853","0.58%","0.04188863143170863","3.60%","0.1032983285223756","6.14%","0.27072084982260136","16.74%","0.4948140923711354","22.41%","0.6111065890224288","11.63%","0.7091040404883502","9.80%","0.7445362596946948","3.54%","0.8167864878424625","7.23%","0.9617467830785428","14.50%","0.9999999999999998","3.83%","492.95666666666665"
"2014-04-22","0.007185484712279689","0.72%","0.041279232292008965","3.41%","0.10347104981022873","6.22%","0.2707177249862289","16.72%","0.4884389569283774","21.77%","0.6105448423544105","12.21%","0.7089877014068867","9.84%","0.7446404613577084","3.57%","0.8167107298121251","7.21%","0.9614254597337296","14.47%","0.9999999999999998","3.86%","498.38"
"2014-04-23","0.015101963336755137","1.51%","0.03878116185778911","2.37%","0.1030109650196227","6.42%","0.2706128875317739","16.76%","0.4814458881812249","21.08%","0.6100762023166569","12.86%","0.7089162863006412","9.88%","0.7446784551988652","3.58%","0.8163817724276405","7.17%","0.9610740835002608","14.47%","1.0","3.89%","499.63666666666666"
"2014-04-24","0.009149873203663816","0.91%","0.037831852088010764","2.87%","0.10279597949473827","6.50%","0.27025511175969097","16.75%","0.4699365291774892","19.97%","0.6092038802839104","13.93%","0.7090056554728038","9.98%","0.7448822985804567","3.59%","0.8161887127688116","7.13%","0.9606023177074664","14.44%","1.0","3.94%","500.89333333333326"
"2014-04-25","0.008544111936064322","0.85%","0.03645786388208167","2.79%","0.10234099630981736","6.59%","0.26983295591521084","16.75%","0.4695642586139239","19.97%","0.605169474920609","13.56%","0.708930547252102","10.38%","0.7448770119809058","3.59%","0.8161167111769592","7.12%","0.9602393228195248","14.41%","1.0","3.98%","502.15"
"2014-04-26","0.0075332219187162035","0.75%","0.0364169249625222","2.89%","0.10159421041435272","6.52%","0.27024050986340153","16.86%","0.4697591442243412","19.95%","0.6043527068288396","13.46%","0.7089965812805215","10.46%","0.7449715581834008","3.60%","0.81617505756059","7.12%","0.959988984004109","14.38%","1.0","4.00%","481.0333333333333"
"2014-04-27","0.0055370851186734935","0.55%","0.03526245156022464","2.97%","0.09980882723195876","6.45%","0.2696442990772925","16.98%","0.4688227378199653","19.92%","0.6038454162132145","13.50%","0.7090868411889127","10.52%","0.7450742280625281","3.60%","0.8161080250911094","7.10%","0.9596971266076226","14.36%","0.9999999999999998","4.03%","459.91666666666674"
"2014-04-28","0.006304675121779762","0.63%","0.03535081198734291","2.90%","0.09729045587228116","6.19%","0.2683566863855831","17.11%","0.4680279129148164","19.97%","0.6034324287074924","13.54%","0.7083237738142256","10.49%","0.7450494270189245","3.67%","0.8160162754513803","7.10%","0.9593904643148136","14.34%","0.9999999999999998","4.06%","438.8"
"2014-04-29","0.011875020364897005","1.19%","0.03651819752380675","2.46%","0.09742946728649736","6.09%","0.2680017836150541","17.06%","0.4677852391707728","19.98%","0.602081358745999","13.43%","0.7084770254887921","10.64%","0.7451240624529331","3.66%","0.8159728822967154","7.08%","0.9588406169134016","14.29%","1.0","4.12%","443.21"
"2014-04-30","0.007657281682919833","0.77%","0.03353093111562254","2.59%","0.09387940699602264","6.03%","0.26702730896024696","17.31%","0.4675945766313829","20.06%","0.5988543660816927","13.13%","0.7085068142922759","10.97%","0.7448185902811744","3.63%","0.8157920660845824","7.10%","0.958307785021195","14.25%","1.0","4.17%","447.62"
"2014-05-01","0.007020158329873603","0.70%","0.033547298591466185","2.65%","0.0934053082696742","5.99%","0.26679784912888665","17.34%","0.4675418141434092","20.07%","0.598482749744548","13.09%","0.7085310976777961","11.00%","0.7448818811434976","3.64%","0.8157911968254492","7.09%","0.9580340197802132","14.22%","1.0","4.20%","452.03"
"2014-05-02","0.008000158263204155","0.80%","0.033221497001165","2.52%","0.09288099481642173","5.97%","0.2666264211027537","17.37%","0.4675590293339456","20.09%","0.5983456143067957","13.08%","0.7084468256640275","11.01%","0.7448848447933539","3.64%","0.8157417724324317","7.09%","0.9577963449516952","14.21%","1.0000000000000002","4.22%","448.02"
"2014-05-03","0.011432073648914524","1.14%","0.03292302044718373","2.15%","0.0920950600540513","5.92%","0.2663533046380483","17.43%","0.4670693807668178","20.07%","0.5970061184699829","12.99%","0.7085235129413335","11.15%","0.7447063231098808","3.62%","0.8109749788935107","6.63%","0.957465303365824","14.65%","1.0","4.25%","444.01"
"2014-05-04","0.0047710955536414855","0.48%","0.03183158289519394","2.71%","0.08998857400296263","5.82%","0.2655934231659283","17.56%","0.4658856453546185","20.03%","0.5955113120577866","12.96%","0.7082964083751114","11.28%","0.7445557837093332","3.63%","0.8107908223942786","6.62%","0.9570493041649356","14.63%","1.0","4.30%","440.0"
"2014-05-05","0.006824667353105305","0.68%","0.03228919362359371","2.55%","0.09054531785428313","5.83%","0.26523902062003113","17.47%","0.4637001460873993","19.85%","0.5952200815632049","13.15%","0.7083105994025435","11.31%","0.7445563606219636","3.62%","0.8106771422759437","6.61%","0.9566596670901836","14.60%","1.0","4.33%","436.0033333333333"
"2014-05-06","0.007389593633362879","0.74%","0.03186583323275415","2.45%","0.09115822170513972","5.93%","0.2650815786469419","17.39%","0.4631445355077937","19.81%","0.5954752319248834","13.23%","0.7085247080850599","11.30%","0.7447793308098972","3.63%","0.8108719654409033","6.61%","0.9564031273721024","14.55%","1.0","4.36%","432.00666666666666"
"2014-05-07","0.006109060811459114","0.61%","0.03026347721730168","2.42%","0.09004918217022773","5.98%","0.2556284519285592","16.56%","0.4615492385935178","20.59%","0.5948667696428453","13.33%","0.7082527095501621","11.34%","0.7445123379647599","3.63%","0.8105720651628571","6.61%","0.9560641041471812","14.55%","1.0","4.39%","428.01"
"2014-05-08","0.009753773433287262","0.98%","0.03249658381291063","2.27%","0.09031379184383012","5.78%","0.2549717313019625","16.47%","0.4600188901080429","20.50%","0.5950949117891684","13.51%","0.7085625773301022","11.35%","0.7447682108887087","3.62%","0.8107348360017447","6.60%","0.95584695670552","14.51%","1.0","4.42%","435.00666666666666"
"2014-05-09","0.007651184349838444","0.77%","0.02999926594824595","2.23%","0.08802326859946677","5.80%","0.2531019810447684","16.51%","0.4571765109516413","20.41%","0.5946638890182865","13.75%","0.7084260660777241","11.38%","0.7446531374418187","3.62%","0.8101787116044774","6.55%","0.9556025285426748","14.54%","1.0","4.44%","442.0033333333333"
"2014-05-10","0.00641279087265985","0.64%","0.027055363278639263","2.06%","0.08323464365256364","5.62%","0.2525427931140136","16.93%","0.4555045670700414","20.30%","0.5944717401643713","13.90%","0.7085468563795095","11.41%","0.7448068273215714","3.63%","0.8101365747067235","6.53%","0.9551971636826762","14.51%","1.0","4.48%","449.0"
"2014-05-11","0.0051799794684922506","0.52%","0.02710809939358916","2.19%","0.08202678078756714","5.49%","0.2519026182394493","16.99%","0.4539203261432061","20.20%","0.592717060039992","13.88%","0.708618441090312","11.59%","0.7449129185336955","3.63%","0.8099812314717421","6.51%","0.9548687395424442","14.49%","1.0","4.51%","446.81666666666666"
"2014-05-12","0.006301589676817342","0.63%","0.026022102911598417","1.97%","0.08118944035427114","5.52%","0.24765315719478914","16.65%","0.4525030469771747","20.48%","0.5923666044067659","13.99%","0.7080170343900442","11.57%","0.7447246584199335","3.67%","0.8097604319311098","6.50%","0.9544676739459026","14.47%","1.0","4.55%","444.63333333333327"
"2014-05-13","0.00715949665306677","0.72%","0.026407632766284","1.92%","0.08187981498054009","5.55%","0.2461229878929385","16.42%","0.4509175923936769","20.48%","0.5922954724176347","14.14%","0.7080534445266673","11.58%","0.7427303337833723","3.47%","0.8098073431987909","6.71%","0.9541972124488219","14.44%","0.9999999999999996","4.58%","442.45"
"2014-05-14","0.011765046347626451","1.18%","0.030269365832349463","1.85%","0.08459486456079593","5.43%","0.2477980706650837","16.32%","0.4491254605237119","20.13%","0.5920537627864522","14.29%","0.7077855333639141","11.57%","0.742723136932167","3.49%","0.8097419159362914","6.70%","0.9538336018214884","14.41%","1.0000000000000002","4.62%","443.81"
"2014-05-15","0.012959546328446234","1.30%","0.029646097130034008","1.67%","0.08460544831894705","5.50%","0.24755554760867246","16.30%","0.4473782726830899","19.98%","0.5915450789051729","14.42%","0.7077717133616489","11.62%","0.7427985287249155","3.50%","0.8097777315881505","6.70%","0.9535235171229112","14.37%","1.0","4.65%","445.17"
"2014-05-16","0.0074059523673681285","0.74%","0.029819801489625205","2.24%","0.08057227933459576","5.08%","0.2466693324372237","16.61%","0.4450295721481605","19.84%","0.5906967475202619","14.57%","0.7073440756593573","11.66%","0.7427837525212491","3.54%","0.8091131105395561","6.63%","0.9530618476349592","14.39%","1.0","4.69%","446.53"
"2014-05-17","0.005074584556317164","0.51%","0.029258285147907005","2.42%","0.07769550477638429","4.84%","0.24581722018096616","16.81%","0.4425120759998548","19.67%","0.5901675835257131","14.77%","0.7073239724139662","11.72%","0.7426864020799593","3.54%","0.8086640378471903","6.60%","0.9526548812235436","14.40%","1.0","4.73%","446.65"
"2014-05-18","0.004681149474306388","0.47%","0.0292320930329506","2.46%","0.07638489858216592","4.72%","0.24442182462628004","16.80%","0.4397331347949802","19.53%","0.5898494237133891","15.01%","0.7073551813630697","11.75%","0.7426632163351681","3.53%","0.8086670642268321","6.60%","0.9522977804418128","14.36%","1.0","4.77%","446.77"
"2014-05-19","0.005201632505601277","0.52%","0.029062476155134045","2.39%","0.07644284850738382","4.74%","0.24352706597382276","16.71%","0.4368835261995988","19.34%","0.5896237428846882","15.27%","0.7074183389409119","11.78%","0.7402614986891534","3.28%","0.8086623884591436","6.84%","0.952119340336546","14.35%","1.0000000000000002","4.79%","446.89"
"2014-05-20","0.008383296196301678","0.84%","0.030651960064656213","2.23%","0.0760059648832189","4.54%","0.2404432572764517","16.44%","0.4350642480420423","19.46%","0.5896006947521976","15.45%","0.7074074573375235","11.78%","0.7403337259112859","3.29%","0.8085969377772302","6.83%","0.9518461105873192","14.32%","1.0","4.82%","462.58333333333326"
"2014-05-21","0.010059482018620669","1.01%","0.03297432253932872","2.29%","0.07723770629165176","4.43%","0.23998294011928825","16.27%","0.43265164605900575","19.27%","0.5893615243165098","15.67%","0.7075253130365138","11.82%","0.7404323579859597","3.29%","0.8086178471863035","6.82%","0.9515758621107324","14.30%","1.0","4.84%","478.2766666666667"
"2014-05-22","0.0093199077707929","0.93%","0.0307032421267694","2.14%","0.07837450936076018","4.77%","0.23961206215655886","16.12%","0.42694770807274296","18.73%","0.5892236304376268","16.23%","0.7075779480951125","11.84%","0.7405024595547172","3.29%","0.8086360801526639","6.81%","0.9514927654226716","14.29%","1.0","4.85%","493.97"
"2014-05-23","0.009647779279970374","0.96%","0.031290458568246825","2.16%","0.07669200998043431","4.54%","0.23900612507448066","16.23%","0.4250416456460099","18.60%","0.5886680368063731","16.36%","0.7071251416693068","11.85%","0.7402933914615407","3.32%","0.8084411891261328","6.81%","0.9511803870316582","14.27%","1.0","4.88%","505.28333333333336"
"2014-05-24","0.008790379187739715","0.88%","0.0325247703088109","2.37%","0.07745218828435635","4.49%","0.2393870503299983","16.19%","0.4243570543594726","18.50%","0.5883961779878022","16.40%","0.7073256649985682","11.89%","0.7404956751039876","3.32%","0.8080789225374163","6.76%","0.9509892474809294","14.29%","1.0","4.90%","516.5966666666667"
"2014-05-25","0.022475451577923248","2.25%","0.04800288399042674","2.55%","0.08551028424201458","3.75%","0.24321651812864425","15.77%","0.4092815546409698","16.61%","0.5883112221125164","17.90%","0.7063766041500591","11.81%","0.7404393364965338","3.41%","0.807914747954822","6.75%","0.9506265149595884","14.27%","1.0","4.94%","527.91"
"2014-05-26","0.009537704716375424","0.95%","0.049009081280415916","3.95%","0.08600678052774294","3.70%","0.2405779607560891","15.46%","0.4071463869560096","16.66%","0.5879374279306782","18.08%","0.7060624745605113","11.81%","0.7402878752626252","3.42%","0.8077396569418638","6.75%","0.9503336213496556","14.26%","1.0","4.97%","542.84"
"2014-05-27","0.009668769909726852","0.97%","0.04982012591373193","4.02%","0.08801230092575149","3.82%","0.2395247636965053","15.15%","0.4050092041941071","16.55%","0.5884223016782989","18.34%","0.7063977806961064","11.80%","0.7406481961396637","3.43%","0.8076968266727206","6.70%","0.9501017178437688","14.24%","1.0","4.99%","557.77"
"2014-05-28","0.013521087182202143","1.35%","0.05258181467582841","3.91%","0.09241054764508083","3.98%","0.2428167408965396","15.04%","0.4065565839354544","16.37%","0.5924655484670106","18.59%","0.7063153173003816","11.38%","0.740210699948564","3.39%","0.8075737416901554","6.74%","0.9497795513045442","14.22%","1.0000000000000002","5.02%","572.7"
"2014-05-29","0.009235884946151888","0.92%","0.05267628551806685","4.34%","0.09319241802698283","4.05%","0.2415721119265765","14.84%","0.4037130405008512","16.21%","0.5922363753603661","18.85%","0.7063483961604442","11.41%","0.7402187107465191","3.39%","0.8067473012966183","6.65%","0.9494951617951484","14.27%","1.0000000000000002","5.05%","588.9"
"2014-05-30","0.007174977656632403","0.72%","0.052473391647338816","4.53%","0.09250849345993488","4.00%","0.2392273938309927","14.67%","0.40284637448493626","16.36%","0.5920523105307859","18.92%","0.7061321421844929","11.41%","0.7403244272290501","3.42%","0.8068142671643873","6.65%","0.9491726535057314","14.24%","0.9999999999999996","5.08%","605.1"
"2014-05-31","0.015476123345120638","1.55%","0.05287759570029673","3.74%","0.09429840898284526","4.14%","0.2359641889236895","14.17%","0.4013113324159163","16.53%","0.5917959081546591","19.05%","0.7061309960254695","11.43%","0.7401671562419571","3.40%","0.8058603613063287","6.57%","0.9488283717831923","14.30%","1.0","5.12%","621.3"
"2014-06-01","0.008466333546849126","0.85%","0.052615415184379434","4.41%","0.09575912746085102","4.31%","0.2335694702854613","13.78%","0.3991105285017542","16.55%","0.5922003621484866","19.31%","0.7063844525233243","11.42%","0.7402720599588097","3.39%","0.8057288319959031","6.55%","0.948464895931812","14.27%","1.0","5.15%","634.8666666666667"
"2014-06-02","0.008345975713099973","0.83%","0.05304859077718239","4.47%","0.09620527479362796","4.32%","0.2330050732590965","13.68%","0.3983200771809482","16.53%","0.5918066110721572","19.35%","0.7058256106102054","11.40%","0.7404063978752797","3.46%","0.8041734355863919","6.38%","0.9482057103247072","14.40%","1.0","5.18%","648.4333333333333"
"2014-06-03","0.023755762056881943","2.38%","0.053047198645490345","2.93%","0.0975569793858104","4.45%","0.22683613677993256","12.93%","0.3966665967288792","16.98%","0.5914469993685543","19.48%","0.7039533566355988","11.25%","0.7402185020793437","3.63%","0.8040852893713141","6.39%","0.9480755178655682","14.40%","0.9999999999999998","5.19%","662.0"
"2014-06-04","0.01039701994262367","1.04%","0.04901485131732312","3.86%","0.0985685923477568","4.96%","0.22173964858665945","12.32%","0.3945773608466852","17.28%","0.5909978264566037","19.64%","0.7040097553654459","11.30%","0.7402379253402007","3.62%","0.8040120585648756","6.38%","0.9478715536609236","14.39%","1.0","5.21%","661.8266666666667"
"2014-06-05","0.010576683557349163","1.06%","0.050002866190909184","3.94%","0.0995148141308816","4.95%","0.2195376129002808","12.00%","0.3923541552321056","17.28%","0.5907458834533242","19.84%","0.7038343535679279","11.31%","0.7400696321401223","3.62%","0.8039125276675462","6.38%","0.947764222949712","14.39%","1.0","5.22%","661.6533333333333"
"2014-06-06","0.02089305693450096","2.09%","0.04902156956575464","2.81%","0.09921178528498116","5.02%","0.21974187846732027","12.05%","0.3913685137363551","17.16%","0.5899008301420283","19.85%","0.7039027332277724","11.40%","0.7402261095835949","3.63%","0.8038720675460161","6.36%","0.9477525315911132","14.39%","1.0","5.22%","661.48"
