"<1d, x; 1d-1w, x; 1w-1m, x; 1-3m, x; 3-6m, x; 6-12m, x; 12-18m, x; 18-24m, x; 2-3y, x; 3-5y, x; >5y, x; BTC/USD, x","<1d, y","<1d, text","1d-1w, y","1d-1w, text","1w-1m, y","1w-1m, text","1-3m, y","1-3m, text","3-6m, y","3-6m, text","6-12m, y","6-12m, text","12-18m, y","12-18m, text","18-24m, y","18-24m, text","2-3y, y","2-3y, text","3-5y, y","3-5y, text",">5y, y",">5y, text","BTC/USD, y"
"2012-09-19","0.033399686768552754","3.34%","0.07741989662535989","4.40%","0.2035933588213648","12.62%","0.3292599266741656","12.57%","0.4106713189851759","8.14%","0.5516886479564205","14.10%","0.700183118277995","14.85%","0.8014710767606397","10.13%","0.908789006764722","10.73%","1.0","9.12%","1.0","0.00%","12.413333333333336"
"2012-09-20","0.04614641671618009","4.61%","0.09214133913054023","4.60%","0.201329826191616","10.92%","0.32848638294974786","12.72%","0.4103278322172674","8.18%","0.5515283024247385","14.12%","0.6999606485002206","14.84%","0.8011391230979719","10.12%","0.90851019291264","10.74%","1.0","9.15%","1.0","0.00%","12.63"
"2012-09-21","0.03731430190976285","3.73%","0.09831632783721822","6.10%","0.20183274932822934","10.35%","0.33288893298449634","13.11%","0.4144678018766961","8.16%","0.5540701826942663","13.96%","0.7015608555123373","14.75%","0.8018908820442934","10.03%","0.9089394212824786","10.70%","1.0000000000000002","9.11%","1.0000000000000002","0.00%","12.553333333333335"
"2012-09-22","0.0325632259863075","3.26%","0.09730903672524767","6.47%","0.19997091441390846","10.27%","0.3317906357923505","13.18%","0.4137089340655509","8.19%","0.5530865113467966","13.94%","0.7008575872407267","14.78%","0.8011245479061911","10.03%","0.9087272369756152","10.76%","1.0","9.13%","1.0","0.00%","12.476666666666668"
"2012-09-23","0.021063219637456224","2.11%","0.10069327737469773","7.96%","0.20299682575158506","10.23%","0.33441717589561026","13.14%","0.4162686373556471","8.19%","0.5552895015758534","13.90%","0.7020427696753766","14.68%","0.8015858037409418","9.95%","0.9089150179642604","10.73%","1.0","9.11%","1.0","0.00%","12.4"
"2012-09-24","0.02331679131633729","2.33%","0.09646687402131857","7.32%","0.20135514801894605","10.49%","0.33256976445285624","13.12%","0.4140651662341305","8.15%","0.5541279747153226","14.01%","0.7013516127272899","14.72%","0.8010455012466853","9.97%","0.9084427009802694","10.74%","1.0","9.16%","1.0","0.00%","12.346666666666668"
"2012-09-25","0.03474815216495721","3.47%","0.10135146220551836","6.66%","0.20050682282962026","9.92%","0.3345218033208259","13.40%","0.4159837459867632","8.15%","0.5557956897820775","13.98%","0.7019569923810405","14.62%","0.801322935971245","9.94%","0.9084249858972664","10.71%","0.9999999999999998","9.16%","0.9999999999999998","0.00%","12.293333333333333"
"2012-09-26","0.04339604562617898","4.34%","0.09925023955563722","5.59%","0.19864475990565628","9.94%","0.3351046059473374","13.65%","0.4123851589778068","7.73%","0.5563500879177896","14.40%","0.7019789761606602","14.56%","0.8013680762796214","9.94%","0.9081910637317272","10.68%","1.0","9.18%","1.0","0.00%","12.24"
"2012-09-27","0.03545805175252918","3.55%","0.10399046847427686","6.85%","0.1988360049893473","9.48%","0.33552476883585997","13.67%","0.4126336980105084","7.71%","0.5564447068908012","14.38%","0.7021445829207407","14.57%","0.8013709147217012","9.92%","0.9080200475139998","10.66%","1.0","9.20%","1.0","0.00%","12.313333333333334"
"2012-09-28","0.0354474033738484","3.54%","0.10643127303035184","7.10%","0.1974627822883962","9.10%","0.3350740865608208","13.76%","0.4124351982289832","7.74%","0.5563204769073234","14.39%","0.7021407141982335","14.58%","0.8011694824319674","9.90%","0.9077961502404768","10.66%","1.0","9.22%","1.0","0.00%","12.386666666666667"
"2012-09-29","0.036352735321023184","3.64%","0.1071336160922678","7.08%","0.19632169147436204","8.92%","0.3361402586952307","13.98%","0.4138568720075418","7.77%","0.5575052262979059","14.36%","0.7012161128463471","14.37%","0.8017910859054286","10.06%","0.9076286030328751","10.58%","1.0","9.24%","1.0","0.00%","12.46"
"2012-09-30","0.027483633782930797","2.75%","0.10961742805967496","8.21%","0.19386929951128706","8.43%","0.3359820896484484","14.21%","0.4139818692999224","7.80%","0.5574934785793142","14.35%","0.7012031838427623","14.37%","0.8015883064443453","10.04%","0.9074325975123576","10.58%","1.0","9.26%","1.0","0.00%","12.5"
"2012-10-01","0.024234346135512584","2.42%","0.11301861241521867","8.88%","0.19290405105329092","7.99%","0.3348033162599797","14.19%","0.4139114380570321","7.91%","0.5574068172658646","14.35%","0.7012827936393823","14.39%","0.8015130263805423","10.02%","0.9072251916090884","10.57%","1.0000000000000002","9.28%","1.0000000000000002","0.00%","12.54"
"2012-10-02","0.029965744687008043","3.00%","0.1123600726171204","8.24%","0.193281639189221","8.09%","0.3340573400000273","14.08%","0.4144833595720535","8.04%","0.5575406917134075","14.31%","0.7012319341876719","14.37%","0.8016077939988362","10.04%","0.9071067462521456","10.55%","1.0","9.29%","1.0","0.00%","12.58"
"2012-10-03","0.03918418617907493","3.92%","0.11305672206194148","7.39%","0.1935907794439289","8.05%","0.3339854226129529","14.04%","0.4147041211769301","8.07%","0.5577972909050151","14.31%","0.7014671054186615","14.37%","0.8017146260971465","10.02%","0.9070943547616289","10.54%","0.9999999999999998","9.29%","0.9999999999999998","0.00%","12.743333333333334"
"2012-10-04","0.03434971565197775","3.43%","0.10900651401599347","7.47%","0.19218585651854975","8.32%","0.33376394146278643","14.16%","0.4153388079488046","8.16%","0.5580476623342092","14.27%","0.7014213924363938","14.34%","0.8008388557305441","9.94%","0.9069561328390894","10.61%","1.0","9.30%","1.0","0.00%","12.906666666666665"
"2012-10-05","0.036561329175008137","3.66%","0.10781040513740127","7.12%","0.1925934154965435","8.48%","0.33441171272515857","14.18%","0.4163735209497447","8.20%","0.5588972980071307","14.25%","0.702104358388257","14.32%","0.8011540488222805","9.90%","0.9070220012056908","10.59%","1.0","9.30%","1.0","0.00%","13.07"
"2012-10-06","0.024435637293298857","2.44%","0.10089626601728306","7.65%","0.19034310188406015","8.94%","0.3313665360679351","14.10%","0.4160216930026362","8.47%","0.5586230793242901","14.26%","0.7019499466846302","14.33%","0.8007351638042914","9.88%","0.9068934921452536","10.62%","1.0","9.31%","1.0","0.00%","12.906666666666665"
"2012-10-07","0.01883123352669272","1.88%","0.1024669443030721","8.36%","0.1909866472266935","8.85%","0.3318264507686753","14.08%","0.4166040852095052","8.48%","0.5588498857181556","14.22%","0.7023275272634971","14.35%","0.8007372644110384","9.84%","0.9069078976962974","10.62%","1.0","9.31%","1.0","0.00%","12.743333333333334"
"2012-10-08","0.02667255051130056","2.67%","0.10092946983051372","7.43%","0.19592980678486802","9.50%","0.3336990825917155","13.78%","0.4188221293648947","8.51%","0.5585166990014573","13.97%","0.7020995966682864","14.36%","0.8004254498164207","9.83%","0.9066959034247885","10.63%","1.0","9.33%","1.0","0.00%","12.58"
"2012-10-09","0.02915015651386773","2.92%","0.1007085429048938","7.16%","0.19655916441416","9.59%","0.33370467289667605","13.71%","0.4190147604291822","8.53%","0.5587045588244375","13.97%","0.7023160355460211","14.36%","0.8004855801480737","9.82%","0.9065882679304992","10.61%","0.9999999999999998","9.34%","0.9999999999999998","0.00%","12.44"
"2012-10-10","0.02876853613973528","2.88%","0.0958063686028354","6.70%","0.1963756831641264","10.06%","0.3338963299228058","13.75%","0.4185260717174465","8.46%","0.5589474384736142","14.04%","0.7025366112120708","14.36%","0.8004901515723171","9.80%","0.9065501766047256","10.61%","1.0","9.34%","1.0","0.00%","12.3"
"2012-10-11","0.027226806769189604","2.72%","0.08836205414668591","6.11%","0.1969392336333524","10.86%","0.3337027152452595","13.68%","0.41903577343347415","8.53%","0.5591465966752397","14.01%","0.702616251178129","14.35%","0.8003599594882502","9.77%","0.9064660044521028","10.61%","1.0","9.35%","1.0","0.00%","12.16"
"2012-10-12","0.027786345480304588","2.78%","0.08224633740940615","5.45%","0.19645962491804764","11.42%","0.3276966966014687","13.12%","0.41957513671870456","9.19%","0.5594611542519146","13.99%","0.7024965507223153","14.30%","0.7998197182764573","9.73%","0.9063878470417106","10.66%","0.9999999999999998","9.36%","0.9999999999999998","0.00%","12.14"
"2012-10-13","0.0258947860008175","2.59%","0.08042178871689948","5.45%","0.19577905853656685","11.54%","0.3268943846468073","13.11%","0.4196302175757711","9.27%","0.5593270145248921","13.97%","0.7024336587881671","14.31%","0.7995984165963137","9.72%","0.9062703919206804","10.67%","1.0000000000000002","9.37%","1.0000000000000002","0.00%","12.12"
"2012-10-14","0.02086610192744118","2.09%","0.08194231415958057","6.11%","0.1960566421893815","11.41%","0.32734078446064746","13.13%","0.4200370421445272","9.27%","0.5598253053472281","13.98%","0.7028006278161005","14.30%","0.7996105329054221","9.68%","0.9062970680487036","10.67%","0.9999999999999998","9.37%","0.9999999999999998","0.00%","12.1"
"2012-10-15","0.023021320342804637","2.30%","0.08110553863726501","5.81%","0.1960657433887978","11.50%","0.3273769973399337","13.13%","0.4206780734210824","9.33%","0.5605529795467352","13.99%","0.7034108265150767","14.29%","0.7994723478029873","9.61%","0.9061261280046152","10.67%","1.0","9.39%","1.0","0.00%","12.063333333333333"
"2012-10-16","0.025921409658641672","2.59%","0.07762268548063089","5.17%","0.195649790374926","11.80%","0.3243011018757941","12.87%","0.4211143271743106","9.68%","0.5604634204862238","13.93%","0.7033066070084221","14.28%","0.7992825305112199","9.60%","0.9059965149571184","10.67%","1.0","9.40%","1.0","0.00%","12.026666666666667"
"2012-10-17","0.029545551804937887","2.95%","0.08088277937709842","5.13%","0.1945719519978248","11.37%","0.32340865186843504","12.88%","0.4212968578294736","9.79%","0.5591878810155726","13.79%","0.7038511520549463","14.47%","0.7986005256455505","9.47%","0.905698536886698","10.71%","1.0","9.43%","1.0","0.00%","11.99"
"2012-10-18","0.02919847405141492","2.92%","0.08289579098800741","5.37%","0.19416809022833986","11.13%","0.3237305399550321","12.96%","0.4222800446282805","9.85%","0.5598541177560765","13.76%","0.7042862497563496","14.44%","0.7986395973995486","9.44%","0.9055442881502364","10.69%","1.0","9.45%","1.0","0.00%","11.973333333333333"
"2012-10-19","0.024313031857430417","2.43%","0.0793996737904037","5.51%","0.19304091139344826","11.36%","0.3230258209572209","13.00%","0.42261359977260615","9.96%","0.5599955191066653","13.74%","0.7043285528534438","14.43%","0.7984114334786933","9.41%","0.90527433949642","10.69%","1.0","9.47%","1.0","0.00%","11.956666666666667"
"2012-10-20","0.02991359506786882","2.99%","0.08024719636756274","5.03%","0.19311815599297524","11.29%","0.32218908043504924","12.91%","0.4232264396683494","10.10%","0.5603090830120695","13.71%","0.7037372114029748","14.34%","0.7977563728692483","9.40%","0.9052070695060968","10.75%","1.0","9.48%","1.0","0.00%","11.94"
"2012-10-21","0.022194177668041538","2.22%","0.08146934437646794","5.93%","0.19585182692979825","11.44%","0.32388352668042103","12.80%","0.4234974557925007","9.96%","0.5604653559045825","13.70%","0.7035894393520036","14.31%","0.7977377890657241","9.41%","0.9050934781767594","10.74%","1.0","9.49%","1.0","0.00%","11.913333333333332"
"2012-10-22","0.023305737555963685","2.33%","0.08184541242636689","5.85%","0.19466408368898408","11.28%","0.3238028920729956","12.91%","0.4243093831283508","10.05%","0.5600838878740748","13.58%","0.703927191812374","14.38%","0.7978612208447795","9.39%","0.9050922421415248","10.72%","1.0","9.49%","1.0","0.00%","11.886666666666667"
"2012-10-23","0.02469978162323859","2.47%","0.08144995355204471","5.68%","0.19398745822829455","11.25%","0.3224028415191538","12.84%","0.4239324657671752","10.15%","0.559729452607049","13.58%","0.7031990434797293","14.35%","0.7976904510370579","9.45%","0.9049633768812176","10.73%","1.0","9.50%","1.0","0.00%","11.86"
"2012-10-24","0.026229129245203986","2.62%","0.08022979279401242","5.40%","0.191072190785047","11.08%","0.3204948353664554","12.94%","0.42491539286287416","10.44%","0.5602978065717757","13.54%","0.7032192255751216","14.29%","0.7973555724354541","9.41%","0.9050281200077268","10.77%","1.0","9.50%","1.0","0.00%","11.76"
"2012-10-25","0.029726921285398493","2.97%","0.08285025066754832","5.31%","0.1936049470366776","11.08%","0.3189010287895567","12.53%","0.42452887618181495","10.56%","0.558729529620475","13.42%","0.7026055204179329","14.39%","0.7966719151752679","9.41%","0.904843535470218","10.82%","1.0","9.52%","1.0","0.00%","11.66"
"2012-10-26","0.02965817420990701","2.97%","0.0857016541943391","5.60%","0.19275082407155086","10.70%","0.3200531265043001","12.73%","0.4258540002249643","10.58%","0.5591986922700392","13.33%","0.7028115055541739","14.36%","0.7962389683186182","9.34%","0.90488698307067","10.86%","1.0","9.51%","1.0","0.00%","11.56"
"2012-10-27","0.02914617715256068","2.91%","0.08752165666954931","5.84%","0.1913630908986514","10.38%","0.32235110165176795","13.10%","0.4268829032503412","10.45%","0.5594861091054117","13.26%","0.7027624637492942","14.33%","0.7959310302046492","9.32%","0.9048752189765272","10.89%","1.0","9.51%","1.0","0.00%","11.27"
"2012-10-28","0.022602837800382483","2.26%","0.0865320575165313","6.39%","0.18585456637984515","9.93%","0.32214194639321125","13.63%","0.4269391372730431","10.48%","0.5575942091493729","13.07%","0.7025958957305414","14.50%","0.7958709450068174","9.33%","0.90485723035597","10.90%","0.9999999999999998","9.51%","0.9999999999999998","0.00%","10.98"
"2012-10-29","0.01938195492422566","1.94%","0.08423106562903881","6.48%","0.1800948528862675","9.59%","0.32031296278464744","14.02%","0.4269300879557134","10.66%","0.5576088397839674","13.07%","0.7023211405666958","14.47%","0.795608555016232","9.33%","0.9047458718561808","10.91%","1.0","9.53%","1.0","0.00%","10.69"
"2012-10-30","0.02730100084987124","2.73%","0.08267885053494478","5.54%","0.17755961652973315","9.49%","0.3182594752888693","14.07%","0.4257685084266991","10.75%","0.5565569395318921","13.08%","0.6953478127565637","13.88%","0.7945747602058556","9.92%","0.9044716860091768","10.99%","1.0","9.55%","1.0","0.00%","10.85"
"2012-10-31","0.026706426772014992","2.67%","0.08329715010480658","5.66%","0.17670337174925033","9.34%","0.3172055815129974","14.05%","0.4269359775303714","10.97%","0.5572951732672102","13.04%","0.6957915627961169","13.85%","0.794867456001533","9.91%","0.9046630177439156","10.98%","1.0","9.53%","1.0","0.00%","11.01"
"2012-11-01","0.026111852694158742","2.61%","0.0839154496746684","5.78%","0.1758471269687675","9.19%","0.31615168773712543","14.03%","0.42810344663404376","11.20%","0.5580334070025285","12.99%","0.6962353128356701","13.82%","0.7951601517972102","9.89%","0.9048543494786544","10.97%","1.0","9.51%","1.0","0.00%","11.17"
"2012-11-02","0.025167229453111686","2.52%","0.08397722823084207","5.88%","0.17418332074434728","9.02%","0.31581572581602685","14.16%","0.42850829962402903","11.27%","0.5583302805126407","12.98%","0.69627058116109","13.79%","0.7951290509721766","9.89%","0.9048374388172064","10.97%","1.0","9.52%","1.0","0.00%","10.986666666666665"
"2012-11-03","0.025096120538843348","2.51%","0.08531670132115701","6.02%","0.16809834688820005","8.28%","0.3150732013875276","14.70%","0.42052543312717017","10.55%","0.5584670976802799","13.79%","0.6961474498781365","13.77%","0.7950293504513081","9.89%","0.904786608373092","10.98%","1.0","9.52%","1.0","0.00%","10.803333333333333"
"2012-11-04","0.020261381028564653","2.03%","0.08116365196633694","6.09%","0.16656559100030127","8.54%","0.3150846697869426","14.85%","0.42097069768499584","10.59%","0.5583824686929406","13.74%","0.6957268559318734","13.73%","0.7947782256088134","9.91%","0.9046593286710016","10.99%","1.0","9.53%","1.0","0.00%","10.62"
"2012-11-05","0.021469077068740364","2.15%","0.0820989873907002","6.06%","0.16719637779054602","8.51%","0.315254739493928","14.81%","0.421635094115592","10.64%","0.5586156184341622","13.70%","0.6946281729784066","13.60%","0.7946210296608663","10.00%","0.9045745121741045","11.00%","1.0","9.54%","1.0","0.00%","10.736666666666666"
"2012-11-06","0.022493932974029924","2.25%","0.08031507634096179","5.78%","0.16720051463310914","8.69%","0.31260211940108096","14.54%","0.4213925237692665","10.88%","0.5582276493538885","13.68%","0.6943326580984732","13.61%","0.7944984583221547","10.02%","0.9044686967250388","11.00%","1.0","9.55%","1.0","0.00%","10.853333333333332"
"2012-11-07","0.022419207611188825","2.24%","0.07873735309297338","5.63%","0.16229128403436768","8.36%","0.3129858173444757","15.07%","0.4220749742593741","10.91%","0.5587074032448663","13.66%","0.6943542291482948","13.56%","0.7936655487085355","9.93%","0.904483867048158","11.08%","1.0","9.55%","1.0","0.00%","10.97"
"2012-11-08","0.02112200684090115","2.11%","0.07614251733554549","5.50%","0.16173613810362206","8.56%","0.3136993482514516","15.20%","0.4225698504452988","10.89%","0.5588856049474061","13.63%","0.6941139171973743","13.52%","0.7936978158851494","9.96%","0.9044760035906404","11.08%","1.0","9.55%","1.0","0.00%","10.993333333333334"
"2012-11-09","0.01997116540888591","2.00%","0.0736925001452455","5.37%","0.16169662555233105","8.80%","0.3136220784261309","15.19%","0.4201161760011899","10.65%","0.5590244038802015","13.89%","0.6938733005940265","13.48%","0.7934679830910436","9.96%","0.9043863992392226","11.09%","1.0","9.56%","1.0","0.00%","11.016666666666666"
"2012-11-10","0.017778078260917384","1.78%","0.07300651205842823","5.52%","0.16107470128442475","8.81%","0.3136232469942937","15.25%","0.4201561647252475","10.65%","0.5594086992817248","13.93%","0.6940149837403318","13.46%","0.7930896720141821","9.91%","0.9043763587140882","11.13%","1.0","9.56%","1.0","0.00%","11.04"
"2012-11-11","0.012266111368539992","1.23%","0.07042343516625083","5.82%","0.15924628254881956","8.88%","0.3140878177942316","15.48%","0.4207079526395646","10.66%","0.5596942126223663","13.90%","0.6940562953514747","13.44%","0.7931472926169137","9.91%","0.9042893544856508","11.11%","1.0","9.57%","1.0","0.00%","11.083333333333332"
"2012-11-12","0.017560246153905352","1.76%","0.06927798958676552","5.17%","0.1603897930407456","9.11%","0.3136805495149281","15.33%","0.4213215221347445","10.76%","0.5593864884685749","13.81%","0.6927304439300639","13.33%","0.7929968351996808","10.03%","0.904161008922658","11.12%","1.0","9.58%","1.0","0.00%","11.126666666666667"
"2012-11-13","0.01507390525874457","1.51%","0.06420996760076991","4.91%","0.15873513236973788","9.45%","0.31205565431440097","15.33%","0.4204045887087416","10.83%","0.5582978593660781","13.79%","0.6921095772275899","13.38%","0.7925516073027732","10.04%","0.9038762348230504","11.13%","1.0","9.61%","1.0","0.00%","11.17"
"2012-11-14","0.02463678371865682","2.46%","0.07123346915821564","4.66%","0.1603873472131832","8.92%","0.31263183719003496","15.22%","0.4179104144084376","10.53%","0.5586947929355597","14.08%","0.6923117122961971","13.36%","0.7926695412609702","10.04%","0.9038148070437552","11.11%","1.0","9.62%","1.0","0.00%","11.206666666666667"
"2012-11-15","0.02394662400498863","2.39%","0.0723911017785899","4.84%","0.1604865374390213","8.81%","0.3108177204576922","15.03%","0.41858735497443295","10.78%","0.5400680594009115","12.15%","0.6921877267033623","15.21%","0.7923843384821445","10.02%","0.90374427922013","11.14%","1.0","9.63%","1.0","0.00%","11.243333333333332"
"2012-11-16","0.030558886796161713","3.06%","0.07936959099897553","4.88%","0.161892154384971","8.25%","0.3074757358911678","14.56%","0.4184198855047999","11.09%","0.539580743308111","12.12%","0.6914481210628578","15.19%","0.7920102587908268","10.06%","0.9035111641087542","11.15%","1.0","9.65%","1.0","0.00%","11.28"
"2012-11-17","0.026701702160525642","2.67%","0.08379301640157975","5.71%","0.16239873871173893","7.86%","0.3083642436250763","14.60%","0.4191613580436329","11.08%","0.5397231022015143","12.06%","0.6917721485811263","15.20%","0.7922795267814604","10.05%","0.9035633139340912","11.13%","1.0","9.64%","1.0","0.00%","11.46"
"2012-11-18","0.021957130240745103","2.20%","0.08291597160805439","6.10%","0.1609164343922832","7.80%","0.3041666156781317","14.33%","0.4184605655849629","11.43%","0.5391341327989172","12.07%","0.6913144929656454","15.22%","0.7919486463660554","10.06%","0.9033461727246216","11.14%","0.9999999999999998","9.67%","0.9999999999999998","0.00%","11.64"
"2012-11-19","0.026517074904222875","2.65%","0.08619643415612342","5.97%","0.16280359539759542","7.66%","0.3050824653643032","14.23%","0.41933739603361947","11.43%","0.5400210207732518","12.07%","0.6913682787093895","15.13%","0.7924411385295443","10.11%","0.903369138149218","11.09%","1.0","9.66%","1.0","0.00%","11.82"
"2012-11-20","0.021658483406065646","2.17%","0.08491824302624994","6.33%","0.16179701488189654","7.69%","0.3040227019686691","14.22%","0.4189288465198634","11.49%","0.5390375943816011","12.01%","0.6905295449321676","15.15%","0.7923098891549106","10.18%","0.9031938101162996","11.09%","1.0","9.68%","1.0","0.00%","11.846666666666668"
"2012-11-21","0.02266881433213469","2.27%","0.08355638654942271","6.09%","0.16090145109270415","7.73%","0.30473295861832683","14.38%","0.4195131709952299","11.48%","0.5394474122919792","11.99%","0.6904232076457613","15.10%","0.7925493790860715","10.21%","0.9031310761132708","11.06%","1.0","9.69%","1.0","0.00%","11.873333333333333"
"2012-11-22","0.02321474971705461","2.32%","0.08362844083422932","6.04%","0.16010122474162908","7.65%","0.3045608047344411","14.45%","0.4196884654542174","11.51%","0.5395935661940777","11.99%","0.6899031015219914","15.03%","0.7925011440124972","10.26%","0.9029956671368102","11.05%","1.0","9.70%","1.0","0.00%","11.9"
"2012-11-23","0.01918252923691201","1.92%","0.07866341087507703","5.95%","0.16038408696410825","8.17%","0.3046337023480415","14.42%","0.4200742461250072","11.54%","0.5398840849493561","11.98%","0.6898229835810571","14.99%","0.7924162715089509","10.26%","0.9028747204478526","11.05%","1.0","9.71%","1.0","0.00%","12.086666666666668"
"2012-11-24","0.021174398622418603","2.12%","0.0789494506565926","5.78%","0.15948342714922822","8.05%","0.3035370209182661","14.41%","0.4188927089513104","11.54%","0.5393133391742754","12.04%","0.6895634510145678","15.03%","0.7921430239176844","10.26%","0.9026329207231912","11.05%","1.0","9.74%","1.0","0.00%","12.273333333333332"
"2012-11-25","0.01593616287009839","1.59%","0.07566345251039165","5.97%","0.16025287922065362","8.46%","0.30256093409201834","14.23%","0.4197910439403415","11.72%","0.5398655742765265","12.01%","0.6890643062234532","14.92%","0.7924032939595931","10.33%","0.9026963782186284","11.03%","1.0","9.73%","1.0","0.00%","12.46"
"2012-11-26","0.017509722925807214","1.75%","0.07227098512520408","5.48%","0.1619097778033543","8.96%","0.3038425388140472","14.19%","0.42017065435725387","11.63%","0.5377273376671481","11.76%","0.6878406746895294","15.01%","0.7924234735924284","10.46%","0.9026065504872178","11.02%","1.0000000000000002","9.74%","1.0000000000000002","0.00%","12.473333333333334"
"2012-11-27","0.02622153398220566","2.62%","0.07723079691285477","5.10%","0.16718106322386606","9.00%","0.3032721808480475","13.61%","0.42007062246675664","11.68%","0.5379092010802538","11.78%","0.6870686095849896","14.92%","0.7925123814799464","10.54%","0.9025131449911316","11.00%","1.0","9.75%","1.0","0.00%","12.486666666666665"
"2012-11-28","0.021183027776820323","2.12%","0.07585572916305673","5.47%","0.16791825592875192","9.21%","0.3036748181822048","13.58%","0.42053159173630794","11.69%","0.5375599376190661","11.70%","0.6865904218166239","14.90%","0.7925028189394808","10.59%","0.9024105748109597","10.99%","0.9999999999999998","9.76%","0.9999999999999998","0.00%","12.5"
"2012-11-29","0.020964164158213217","2.10%","0.07557823448071932","5.46%","0.16721155821488445","9.16%","0.3031841196842203","13.60%","0.4202388063778048","11.71%","0.5373934795901357","11.72%","0.6862145042022034","14.88%","0.7924149542558723","10.62%","0.9023011061730732","10.99%","0.9999999999999998","9.77%","0.9999999999999998","0.00%","12.553333333333333"
"2012-11-30","0.019210859735915752","1.92%","0.07429536125932693","5.51%","0.16582266237022197","9.15%","0.30240138554651164","13.66%","0.4201253608204119","11.77%","0.5373430861225841","11.72%","0.6800323784079074","14.27%","0.7924131040029759","11.24%","0.9022035281695744","10.98%","1.0","9.78%","1.0","0.00%","12.606666666666667"
"2012-12-01","0.022140083240772646","2.21%","0.07474659707217365","5.26%","0.16216611168657324","8.74%","0.3030585358883995","14.09%","0.4201877767303458","11.71%","0.5368902104234176","11.67%","0.6789049947031094","14.20%","0.7923699931235532","11.35%","0.9019790265333938","10.96%","1.0","9.80%","1.0","0.00%","12.66"
"2012-12-02","0.017429958490833754","1.74%","0.07297861337063817","5.55%","0.16091210400307093","8.79%","0.3029976582915367","14.21%","0.4200172536288697","11.70%","0.5369652180203307","11.69%","0.6786808004232734","14.17%","0.7923505575422168","11.37%","0.9018427208746926","10.95%","1.0000000000000002","9.82%","1.0000000000000002","0.00%","12.69"
"2012-12-03","0.013387827357837959","1.34%","0.07120307427430783","5.78%","0.15824991736867222","8.70%","0.3027384716552839","14.45%","0.4197956774301039","11.71%","0.5368919136502518","11.71%","0.6782312053445105","14.13%","0.7923526610378131","11.41%","0.9017190822890312","10.94%","1.0","9.83%","1.0","0.00%","12.72"
"2012-12-04","0.023138466645028336","2.31%","0.07208867047618264","4.90%","0.1592789766804713","8.72%","0.30238176166445163","14.31%","0.4196844698288513","11.73%","0.5369268797771296","11.72%","0.6778123281376651","14.09%","0.7922292052406757","11.44%","0.9017330206871038","10.95%","1.0000000000000002","9.83%","1.0000000000000002","0.00%","12.75"
"2012-12-05","0.025150362513585836","2.52%","0.07317994983925191","4.80%","0.16264664092714706","8.95%","0.3034437656159991","14.08%","0.4212818586559999","11.78%","0.5385050585722617","11.72%","0.6763921109107873","13.79%","0.7934774462608419","11.71%","0.9015149921188216","10.80%","1.0","9.85%","1.0","0.00%","13.063333333333333"
"2012-12-06","0.029390751124957988","2.94%","0.07897599525924383","4.96%","0.16237343364078874","8.34%","0.3036862432288972","14.13%","0.421417917876845","11.77%","0.5382564464142848","11.68%","0.6741531008718847","13.59%","0.7935289463590083","11.94%","0.9014085958321412","10.79%","1.0000000000000002","9.86%","1.0000000000000002","0.00%","13.376666666666667"
"2012-12-07","0.031179337916268764","3.12%","0.07832846296726452","4.71%","0.16230039257370332","8.40%","0.30460096876076204","14.23%","0.4227128660051072","11.81%","0.5394758571015914","11.68%","0.6735861812068418","13.41%","0.7933401415418618","11.98%","0.9012976475097648","10.80%","1.0","9.87%","1.0","0.00%","13.69"
"2012-12-08","0.021535744008486617","2.15%","0.07787027662306352","5.63%","0.1609929676344451","8.31%","0.3040644316819876","14.31%","0.4221335925003716","11.81%","0.5384476471104149","11.63%","0.6725428586550529","13.41%","0.7931029442743396","12.06%","0.9010773273662204","10.80%","1.0","9.89%","1.0","0.00%","13.636666666666667"
"2012-12-09","0.0201716758813406","2.02%","0.07875353087450529","5.86%","0.16054351589795024","8.18%","0.30362316763482433","14.31%","0.4221348554382924","11.85%","0.5383762477597882","11.62%","0.6710575781012081","13.27%","0.7931102743284234","12.21%","0.9009362885394304","10.78%","1.0","9.91%","1.0","0.00%","13.583333333333332"
"2012-12-10","0.02064976962713712","2.06%","0.08212234469446868","6.15%","0.16186272735895113","7.97%","0.3042027000739169","14.23%","0.4194991675307218","11.53%","0.5383759319478483","11.89%","0.6695304006324243","13.12%","0.7931876919277849","12.37%","0.9007413094569384","10.76%","1.0","9.93%","1.0","0.00%","13.53"
"2012-12-11","0.024455797864598384","2.45%","0.08245940679620582","5.80%","0.16275198511713995","8.03%","0.3044556103104992","14.17%","0.4195832997699329","11.51%","0.5385761797551307","11.90%","0.6675648970203673","12.90%","0.7931864935205744","12.56%","0.9006206665480258","10.74%","1.0","9.94%","1.0","0.00%","13.62"
"2012-12-12","0.02903086123749863","2.90%","0.08119191392645232","5.22%","0.16293404522046","8.17%","0.30468248334830866","14.17%","0.4197197129823824","11.50%","0.5383859177816231","11.87%","0.6654276962684661","12.70%","0.7928865766378128","12.75%","0.9003094579887465","10.74%","1.0","9.97%","1.0","0.00%","13.71"
