,BlkCnt,IssTotNtv,SplyCur,TxTfrValAdjUSD,CapMrktCurUSD,NVTAdj90,PriceUSD,FeeTotUSD,IssTotUSD,AdrActCnt,Volume,Type,Annualized_DilutionRate,Total daily transaction volume,Velocity,The daily revenue of bitcoin miners,The accumulated revenue of bitcoin miners,P/E Ratio,Metcalfe,PM,<1year,1-2year,2-3year,3-5year,>5year,One-year staking ratio,Two-year staking ratio,Three-year staking ratio,Five-year staking ratio,Token Utility,PU Ratio,volatility30,volatility60,volatility90,volatility180,Token Utility_volatility,PU Ratio_volatility,PU_future90d,NVTAdj90_future90d,PM_future90d,PriceChange30d,PriceChange60d,PriceChange90d,PriceChange180d,future30d_ROI,future60d_ROI,future90d_ROI,future180d_ROI
2013-10-30,195.0,4875.0,11924389.79461181,52050622.5988781,2359843888.083117,72.78322941147988,197.90059942098202,5953.408209223804,964765.4221772872,96056.0,0.0,BTC,15.274156844679807,52050622.5988781,1.3739428822902338,970718.8303865108,164244922.03447258,6.6603485153382325,9226755136.0,2.1448558729908624,58.659509693269605,10.917713412384476,14.023786856514866,16.39899003783105,0.0,41.34049030673039,30.422776894345912,16.39899003783105,0.0,3.718664996366372,53.21818437916757,0.05623715250850144,0.04221951389929389,0.03650445363343986,0.03650445363343986,4.869320470585393,40.642344371552575,125.5238462990927,48.92853294654915,3.1412806312251447,56.9515334020507,54.15463074328966,104.93389413657579,105.46832605572969,470.34970653000914,267.4931848570477,299.2794383584466,123.11595152312344
2013-10-31,211.0,5275.0,11929664.79461181,42053345.42287801,2425105801.679339,74.33315740767392,203.283649912332,5972.74547548516,1072321.2532875512,95791.0,0.0,BTC,15.328594989742994,42053345.42287801,1.345294663746872,1078293.9987630364,165323216.03323564,6.161701253716317,9175915681.0,2.2154045108899467,58.65185859968858,10.926463677231656,13.998302280961628,16.42337544211816,0.0,41.34814140031145,30.421677723079792,16.42337544211816,0.0,3.6288670957065152,56.018488567092064,0.056260857273310885,0.04227694657198816,0.03652620757589437,0.03652620757589437,4.748906676427432,42.80641077269196,125.26107067505234,48.90617744028278,3.928071501738133,59.343894803093235,55.729508021756644,111.58953207000897,80.70037422421879,450.608332381565,261.92876180402493,290.2844253591297,120.23902609242114
2013-11-01,208.0,5200.0,11934864.79461181,41893789.34051812,2423220454.341168,73.85438887228041,203.03710984938598,7067.313863878245,1055792.9712168071,86825.0,0.0,BTC,15.365241792778766,41893789.34051812,1.354015672283665,1062860.285080685,166386076.3183163,6.246315006845821,7538580625.0,2.6933068696786138,58.70031356154415,10.908051086134584,13.984870479592926,16.406764872728342,0.0,41.29968643845585,30.391635352321266,16.406764872728342,0.0,3.639410524886852,55.788460373180456,0.041743978972221533,0.04224526191640618,0.036507960946598784,0.036507960946598784,4.7650846983913375,42.60933912002236,125.69028495355208,49.00851804702833,3.4844033050099905,95.03090976499087,56.7063075309941,112.5893676536442,74.29766343284055,375.0293157755067,259.3222851978975,293.7578112835665,121.08062700803188
2013-11-02,202.0,5050.0,11939914.79461181,33689821.76925053,2445209553.9328732,74.06045621848773,204.792881355932,4881.666577704558,1034204.0508474566,78835.0,0.0,BTC,15.36638548008151,33689821.76925053,1.350248231053118,1039085.7174251613,167425162.03574148,6.447210412968493,6214957225.0,3.2951615585082643,58.71597709339353,10.909365630946887,13.964572042994373,16.410085232665207,0.0,41.28402290660647,30.37465727565958,16.410085232665207,0.0,3.627637675278864,56.45351043504893,0.03667892010119878,0.042218887545816236,0.03650798927187236,0.03650798927187236,4.749666806745437,43.11731531674746,125.62918812449621,49.044300834151365,3.7431221567303266,74.17990143264281,58.529522205306876,112.51684393152037,82.65737202004564,408.2248029412728,267.3978045344787,292.2194919406823,124.71225328197235
2013-11-03,192.0,4800.0,11944714.79461181,36309010.484679975,2511679473.625205,75.81166954853866,210.275382611748,8518.538487984126,1009321.8365363905,81991.0,0.0,BTC,15.39076792492875,36309010.484679975,1.3190581423084822,1017840.3750243746,168443002.41076586,6.760700199386013,6722524081.0,3.127923084813536,58.72213600293878,10.916464201551568,13.946001975638833,16.415397819870815,0.0,41.27786399706122,30.361399795509648,16.415397819870815,0.0,3.5376988898802986,59.438462446096665,0.036555448754083265,0.041533658178500216,0.036554365640615344,0.036554365640615344,4.626033450724831,45.45479077303277,127.93160822497464,49.416129058063404,4.2314904371933215,72.45532920412737,71.61241248061086,115.60705655209924,88.40324843984178,401.0672263969594,273.29853431477295,286.7402541924557,115.07024462141415
2013-11-04,195.0,4875.0,11949589.79461181,89960944.17005476,2733959063.1337013,80.6864730825734,228.79103886616002,11950.505536620625,1115356.31447253,102736.0,0.0,BTC,15.323399085707422,89960944.17005476,1.2393651151124332,1127306.8200091508,169570309.230775,6.644418955121046,10554685696.0,2.167672685439292,58.7262694313546,10.906997040082354,13.930361330825702,16.43637219773735,0.0,41.273730568645405,30.366733528563053,16.43637219773735,0.0,3.338242484661309,68.53637502890169,0.03836985929636359,0.04271005691579023,0.037475143197436944,0.037475143197436944,4.257961537093239,53.73252831737593,128.5761836928589,49.456029270892216,4.657441440856927,88.47073547585838,86.96647860883103,134.24614768302564,102.22644762009452,396.05624263644853,252.82104711366017,255.99771497305812,91.86878567505484
2013-11-05,174.0,4350.0,11953939.79461181,108238117.43090238,2912477841.5738826,83.65182837946283,243.641668907072,11554.351220480294,1059841.2597457631,118752.0,0.0,BTC,15.289833572893224,108238117.43090238,1.1954311332727634,1071395.6109662435,170641704.84174123,7.447661036786875,14102037504.0,1.7277054385790973,58.67659072131265,10.960370037061963,13.907984849040856,16.455054392584533,0.0,41.32340927868735,30.36303924162539,16.455054392584533,0.0,3.230858579932067,75.41081198057108,0.03906463787739835,0.042781882987196984,0.03787216573089849,0.03787216573089849,4.077790996867344,59.74844446276021,126.83366499721859,48.971157846094854,2.6132164897104984,98.93133226986099,106.7192423774634,151.03669042060707,117.58668065760895,321.689679534607,240.09045592869887,231.223075261535,79.22853697544588
2013-11-06,163.0,4075.0,11958014.79461181,88316009.77206889,3147464099.401864,88.61068517814866,263.20958398714197,38488.97959859549,1072579.0547476036,133026.0,0.0,BTC,15.30242852259382,88316009.77206889,1.1285320703587092,1111068.0343461991,171752772.87608743,7.761171275622221,17695916676.0,1.4874029348483466,58.766809480961676,10.901516527038746,13.88105267166958,16.450621320330004,0.0,41.23319051903833,30.331673991999587,16.450621320330004,0.0,3.0408884312212363,86.55680401975012,0.04031345117323705,0.04365216497259025,0.03832724189150368,0.03832724189150368,3.7924518350665872,69.40354035703147,123.35459640711436,48.32034798645903,2.8843875404517103,112.4253308046407,119.68001260095944,179.24591815781653,123.6445450363854,213.27951583180024,242.8778567223796,203.9700225857709,64.25624496124507
2013-11-07,144.0,3600.0,11961614.79461181,145376687.33936414,3470354236.192071,94.02858318432364,290.124226183518,37057.39786182297,1044447.2142606649,129067.0,0.0,BTC,15.252051650154092,145376687.33936414,1.0635064000057364,1081504.6121224877,172834277.4882099,8.791289208211838,16658290489.0,1.7416206445379028,58.82724874707266,10.853688761614542,13.835279493589002,16.483782997723782,0.0,41.17275125292733,30.319062491312785,16.483782997723782,0.0,2.870924218440476,101.05603774561396,0.04244288730251631,0.044934364351286636,0.03933621551636623,0.03933621551636623,3.48864123157178,83.16252859650025,117.14115864004486,47.021266995420845,3.201514469471397,132.5337000801274,145.74847471874088,213.74014754976636,151.1902897602167,142.56794590485532,215.19600168211105,170.39234299640063,48.2565627326925
2013-11-08,134.0,3350.0,11964964.79461181,141631597.61683092,3993314855.344433,104.30900950795618,333.750656511981,35825.11607421419,1118064.6993151363,131772.0,0.0,BTC,15.135926970289841,141631597.61683092,0.9586899585349088,1153889.8153893505,173988167.30359927,9.481484712721594,17363859984.0,1.922099445742576,58.86063352286602,10.83754914815682,13.749235915870562,16.552581413106598,0.0,41.139366477133976,30.301817328977155,16.552581413106598,0.0,2.6057140484049754,128.08414519478006,0.04763954434001897,0.048148510943972,0.041891480757789305,0.041891480757789305,2.9732278880455034,112.25195951305874,113.80854093550812,45.811276208334796,2.9071315142316716,165.02130305204244,175.23722452301507,257.7424657570973,190.50676238466156,134.7780695095586,140.70418455337926,128.7843835912279,32.48899064861508
2013-11-09,148.0,3700.0,11968664.79461179,125865902.11710732,3962240225.683654,100.33394143403817,331.051148451198,18567.42692964181,1224889.2492694326,129648.0,0.0,BTC,15.019428071954012,125865902.11710732,0.9966717002315936,1243456.6761990744,175231623.97979835,8.730061031388898,16808603904.0,1.9695338788512748,58.91696879682784,10.801638014456207,13.706876192285113,16.574516996430845,0.0,41.083031203172155,30.28139318871596,16.574516996430845,0.0,2.7262219549087088,121.4322068880425,0.047996434222638336,0.04825036604479902,0.041960324345730216,0.041960324345730216,3.1056286858762063,106.59714406836662,97.27438306619396,42.59868780000592,2.4796569091656675,161.27781983787415,170.87486176123545,251.16849448343683,181.97494193007572,170.67699178244956,147.90429314103295,114.94300102811738,33.03163718726265
2013-11-10,171.0,4275.0,11972939.79461179,93005796.53668831,3921840037.556108,97.48527397392056,327.558653499708,14837.65857459615,1400313.2437112515,114440.0,0.0,BTC,14.978498993820546,93005796.53668831,1.0257959579284983,1415150.9022858476,176646774.8820842,7.592665353797566,13096513600.0,2.5011133764615643,58.976092061798475,10.776196845482213,13.631972432194296,16.615738660525018,0.0,41.023907938201525,30.247711092719307,16.615738660525018,0.0,2.809504407537709,116.58947842220516,0.048385024400504816,0.048300245896952865,0.04204554013316815,0.04204554013316815,3.1940148936221635,102.55389045109965,87.53349542303977,40.50806798545735,3.2473186711705546,157.40276079301086,157.74114650647414,243.18571533556533,203.67304777413847,198.31767742625615,153.79721817917874,106.88884073153733,38.20364532789136
2013-11-11,187.0,4675.0,11977614.79461179,85217012.14780444,4104700956.19505,100.89138921047652,342.69769286966704,21248.559239995047,1602111.7141656931,115536.0,0.0,BTC,14.90408731018575,85217012.14780444,0.9911648633500626,1623360.273405688,178270135.15548992,6.927455493768643,13348567296.0,2.567299435740636,59.035290568925284,10.766194184857659,13.605326258460671,16.593188987756392,0.0,40.964709431074716,30.198515246217063,16.593188987756392,0.0,2.7242715223278013,125.79424997139894,0.048137233641613236,0.04837590113838667,0.042165417787303004,0.042165417787303004,3.0883117794646844,110.9660284782092,88.88766925186589,41.047608437295935,4.0153093038510494,168.04404181654533,170.30741209258994,250.55332977791358,214.43948076579332,155.46248267428723,148.9946307193626,100.58671793792952,33.28243982734689
2013-11-12,201.0,5025.0,11982639.79461179,111973882.49210732,4249589141.214068,102.16639150976471,354.645488310929,8009.868150131083,1782093.5787624181,116498.0,0.0,BTC,14.847069292138155,111973882.49210732,0.9787954582935652,1790103.446912549,180060238.60240245,6.503931376708716,13571784004.0,2.613108845575531,59.16401228826289,10.654388728366238,13.589453410214713,16.592145573156163,0.0,40.83598771173711,30.181598983370872,16.592145573156163,0.0,2.692119132787044,131.7346933097194,0.048136751715239456,0.04839463241996658,0.04221762869016759,0.04221762869016759,3.048088650049321,116.35012265971676,86.7257192081992,40.8055136419386,2.362449554074552,167.82745473501257,178.354732528026,257.7894285603953,214.07382692404045,146.25290177724054,150.82959361926044,93.27963316312531,23.81786615382491
2013-11-13,168.0,4200.0,11986839.79461179,143598273.20976335,4728862182.509433,110.2423061344785,394.50449522443,9247.75104805634,1656918.879942606,125199.0,0.0,BTC,14.633791697584595,143598273.20976335,0.9070927804976748,1666166.6309906626,181726405.2333931,7.775804988779849,15674789601.0,2.5168088712288803,59.20581250980872,10.624218876272897,13.576035060546221,16.593933553372164,0.0,40.794187490191284,30.169968613918385,16.593933553372164,0.0,2.528675665427768,156.01229553403127,0.050118658156028215,0.049559913937232594,0.04335271976076065,0.04335271976076065,2.7880716852002454,141.4972568024541,82.35769666886341,39.99063115469777,2.7859820210471637,191.49315944391333,217.25719780450476,302.1192950585896,236.36508233718226,122.85072691018387,114.24124248320733,70.31483793562414,11.857015806750248
2013-11-14,183.0,4575.0,11991414.79461179,162593997.39831918,4996898130.432549,112.46229983928998,416.70630330274696,9620.238482958515,1906431.337610068,132404.0,0.0,BTC,14.432895225265732,162593997.39831918,0.8891868665579591,1916051.5760930262,183642456.8094861,7.144970435563105,17530819216.0,2.376992758686532,59.28626397799411,10.55807159758242,13.563931653620564,16.591732770802903,0.0,40.71373602200589,30.15566442442347,16.591732770802903,0.0,2.508306115594959,166.1305614621547,0.050216823293019255,0.04973215393626992,0.04352531611251627,0.04352531611251627,2.7546457632108363,151.27400730358548,78.20949445843083,39.0284748880313,1.443258924961232,194.5047653450718,233.16136674803718,323.95180819529503,252.63327254720033,104.66599947406792,97.4716978542332,56.8888629065855,5.351364139659043
2013-11-15,166.0,4150.0,11995564.79461179,129134770.33640578,4898974235.472226,107.30903112922272,408.398797334892,6945.347272283673,1694855.008939802,119399.0,0.0,BTC,14.316332989767972,129134770.33640578,0.9318880149013632,1701800.3562120856,185344257.1656982,7.8868518104829715,14256121201.0,2.8647259066950466,59.410944314899176,8.806139793808287,15.200977063988717,16.58193882730381,0.0,40.589055685100824,31.782915891292525,16.58193882730381,0.0,2.6420490886977137,154.57653647767566,0.05011784698441395,0.04999492476502597,0.04369897605665463,0.04369897605665463,2.8899929064133603,141.31480960682956,68.92918528639922,36.659520352322495,2.1815568905517897,195.23959564715878,223.60039476200217,309.913409414528,248.95775196229826,111.57301723206565,99.63173447920643,50.078408399280995,8.924954880037061
2013-11-16,194.0,4850.0,12000414.79461179,117734215.55195089,5229762080.054527,111.84350288619757,435.79844276738714,6163.023148909702,2113622.447421827,103125.0,0.0,BTC,14.378982139640454,117734215.55195089,0.8941064739518353,2119785.470570737,187464042.6362689,6.7592289345972745,10634765625.0,4.097865981577635,59.54538998361376,8.6895141748087,15.178411236185609,16.586684605391937,0.0,40.45461001638624,31.76509584157754,16.586684605391937,0.0,2.5155277588899034,173.24334475231709,0.050400371263351104,0.050302601484074665,0.043958534267773734,0.043958534267773734,2.735351020792408,159.32084747249002,81.73442397429329,40.00105783254447,2.175611530053001,203.17017885927652,243.42623048615852,339.4102201428585,269.88922620804567,55.55220952524618,92.99973905897072,53.46282524837711,2.5615318630570094
2013-11-17,186.0,4650.0,12005064.79461179,137248389.77558908,5826497052.347042,121.5253519478947,485.33657685564003,8648.002739349058,2256815.082378726,109082.0,0.0,BTC,14.358210717643528,137248389.77558908,0.8228735683306314,2265463.085118075,189729505.72138703,7.046243978871376,11898882724.0,4.0788415863341365,59.60182555176693,8.624423210288178,15.183819061271073,16.589932176673837,0.0,40.39817444823309,31.773751237944914,16.589932176673837,0.0,2.3152320728523668,209.62761467696203,0.05206235880529142,0.05158373561109972,0.04507179389305662,0.04507179389305662,2.45536941347577,197.66336348085704,78.28248471768677,39.208533549409225,2.8387315457887614,217.67943652914545,282.4444206136235,372.19072900567943,313.9259095890177,40.65018077322093,68.10082717930838,34.8295371509479,-7.540009323312313
2013-11-18,156.0,3900.0,12008964.79461179,329159627.2799628,7899238895.686413,154.0828182479668,657.778503874927,19209.12461241376,2565336.165112216,171380.0,0.0,BTC,14.183848170639894,329159627.2799628,0.6490016287154683,2584545.28972463,192314051.01111165,8.373523375729537,29371104400.0,2.2395429702497904,59.8142360169491,8.491901582840978,15.109462625483514,16.58439977472641,0.0,40.1857639830509,31.693862400209927,16.58439977472641,0.0,1.8387553196008888,357.7303063997124,0.07729518630684021,0.06668718471328874,0.05738004940916808,0.05738004940916808,1.5317580782956808,429.42714857871545,72.1167885896978,37.756705266518544,3.3850136579960517,296.7953926827177,429.69353594289475,529.4518428792319,452.85644758844336,-20.015480404517895,20.531379758572534,-5.24921105249806,-31.706146269882186
2013-11-19,161.0,4025.0,12012989.79461179,330876790.89003515,6569644605.796868,120.44660977988796,546.8783973115139,16091.601247648772,2201185.549178844,205240.0,0.0,BTC,14.082880522872125,330876790.89003515,0.8302433765694734,2217277.150426493,194531328.16153812,8.117625851955218,42123457600.0,1.298275185538221,59.96543376147483,8.359290714674916,15.093038325631225,16.58223719821903,0.0,40.03456623852517,31.67527552385025,16.58223719821903,0.0,2.3602013380277254,231.7083667821774,0.0866648862441115,0.07129048808013355,0.060650157438946875,0.060650157438946875,1.8601341876892559,293.99943344456847,74.30217792714406,38.66226939858728,2.091582274211786,228.45519584224297,344.9000319367375,393.56541678972565,342.0071024388044,25.35238772088173,48.07378246010978,15.443323307326029,-18.27019614688561
2013-11-20,164.0,4100.0,12017089.79461179,301944123.08378327,7154243418.729309,124.21679087548605,595.339099649328,14808.770251029586,2440890.3085622448,161122.0,0.0,BTC,13.959113190772802,301944123.08378327,0.8050441433496635,2455699.0788132744,196987027.24035144,7.9817055231784915,25960298884.0,2.2932675093977863,60.18787097307538,8.272418605741983,14.986181599473081,16.553528821709552,0.0,39.812129026924616,31.539710421182637,16.553528821709552,0.0,2.2960284703897025,259.2908177433365,0.08679534467678746,0.07165705745607834,0.06098995347434572,0.06098995347434572,1.7994762621217024,330.8402073319842,73.81030144560701,38.78601503042752,2.6354072506453523,230.9082428030849,382.0237243643019,443.573423853234,361.6066614528669,0.8193405429294254,40.83208632322852,5.363777011280679,-24.848736279471918
2013-11-21,150.0,3750.0,12020839.79461179,267646437.98881736,8664193685.706888,143.8961909189554,720.7644252600819,19501.37287807367,2702866.5947253075,192640.0,0.0,BTC,13.714377377130447,267646437.98881736,0.6949454280990767,2722367.9676033813,199709395.2079548,8.719437353665061,37110169600.0,1.9422288634867408,60.24099636938181,8.23705422848251,14.976594978596491,16.545354423539194,0.0,39.7590036306182,31.521949402135693,16.545354423539194,0.0,2.0146986654274195,357.7529670459038,0.09196259752941499,0.07526042214878942,0.06405475244893882,0.06405475244893882,1.5034392938132104,479.4103947037257,73.56834264095126,38.85153903760187,1.8958769047745725,278.5472144398277,485.3927350495569,569.2485397598417,459.4046329557269,-17.166624541328822,15.000850145113587,-13.489052026779657,-31.97005415714885
2013-11-22,172.0,4300.0,12025139.79461179,438349139.70958185,9655188371.423534,148.84973899894518,802.9169337182941,18667.65030515265,3452542.814988664,168639.0,0.0,BTC,13.585531599380523,438349139.70958185,0.6718184437038789,3471210.4652938168,203180605.67324865,7.620560938350757,28439112321.0,2.823284090781569,60.301590485619286,8.196992106286451,14.954085732351166,16.547331675743095,0.0,39.698409514380714,31.501417408094262,16.547331675743095,0.0,1.9631269856739813,408.99897947388087,0.09261769061342127,0.07584513161527802,0.06474939427449362,0.06474939427449362,1.4492384176749704,554.0268074085579,61.07610430216036,35.791621777736076,1.7547939850269247,292.43184575876114,553.4915279131575,637.4147754866013,516.8758167866914,-23.40265730557499,2.6031372820591425,-29.784945686975274,-38.48261618667653
2013-11-23,170.0,4250.0,12029389.79461179,367347490.600659,10036063848.557405,145.9737963514843,834.295339989129,17181.80991419149,3545755.1949537983,146167.0,0.0,BTC,13.466947985942681,367347490.600659,0.6850544583989171,3562937.00486799,206743542.67811665,7.717247119706568,21364791889.0,3.905001014396397,60.33576678333226,8.176577033458077,14.932759115810489,16.55489706739915,0.0,39.664233216667725,31.487656183209644,16.55489706739915,0.0,2.0176924892274033,413.4898377445961,0.0907019695811056,0.07576496784041574,0.06475066561171659,0.06475066561171659,1.4894910408932245,560.12108638721,64.95016824634673,37.421058879942386,1.7902689791144282,329.1420977186746,573.9201511135452,637.7754048080558,560.0808281356652,-21.139840699093703,-1.8361547681114532,-30.441381108436172,-36.855180272889385
2013-11-24,168.0,4200.0,12033589.79461179,248721351.56466943,9713112909.51581,136.3192063276955,807.166695499708,14086.283849148662,3390100.1210987736,123964.0,0.0,BTC,13.292895364575658,248721351.56466943,0.7335723460684741,3404186.404947922,210147729.0830646,7.817218295264268,15367073296.0,5.252572691963478,60.433922598884905,8.140261943289872,14.882309307031687,16.54350615079353,0.0,39.56607740111508,31.425815457825212,16.54350615079353,0.0,2.1834656354258724,369.6722688938838,0.09025905405270734,0.07612319408887776,0.06493685735586456,0.06493685735586456,1.6072456141209484,502.2049451609002,71.54880669580609,39.506466915980674,2.6113746087690983,334.79327039267923,552.9731116249519,619.9253185934568,541.0939122554444,-19.389049522733526,0.4652979015392633,-24.783240348963385,-35.11881458930593
2013-11-25,173.0,4325.0,12037914.79461179,263661992.68294168,9825868339.748943,133.19658330702978,816.2433866160139,15950.556113425591,3530252.6471142606,143350.0,0.0,BTC,13.265378823870448,263661992.68294168,0.7507700086382191,3546203.203227686,213693932.28629228,7.591270350127326,20549222500.0,3.972137566839884,60.46931001037946,8.114624568124606,14.873354857256016,16.542710564239925,0.0,39.53068998962055,31.416065421495944,16.542710564239925,0.0,2.237286764217931,364.83628280049345,0.08919896557671791,0.07610912548840977,0.06489045449844365,0.06489045449844365,1.6480409263657771,495.2810173324855,72.41327696469514,40.093729696929366,2.304609355805481,353.9522140254497,554.6408720609913,593.1426943858152,529.988475695426,-16.900991883469963,-4.312546140317764,-25.257302693057092,-35.35123814964357
2013-11-26,159.0,3975.0,12041889.79461179,497987865.5953296,11031541043.56595,139.7528892044113,916.097160140269,24142.93771465787,3641486.211557569,187706.0,0.0,BTC,13.210481857909672,497987865.5953296,0.7155487129409804,3665629.1492722263,217359561.4355645,8.245078508653641,35233542436.0,2.600071116335562,60.65538299952416,8.190377367883093,14.593570052736915,16.560669579855823,0.0,39.34461700047584,31.15423963259274,16.560669579855823,0.0,2.131110004817116,429.8685464708732,0.08991747131444727,0.07690208784459844,0.0656833470726263,0.0656833470726263,1.5508784014468382,590.6956723916122,58.3491505380919,36.385867249393286,1.1439427142348613,370.88942083345813,623.5848851742722,674.2707740527152,624.1126722031089,-18.13132628406691,-12.192366072007676,-40.806862596221194,-37.41794170519612
2013-11-27,173.0,4325.0,12046214.79461179,412804739.97538966,11599427444.743036,139.37868385636156,962.910560911748,28663.54246007488,4164588.1759433113,192515.0,0.0,BTC,13.200688850780034,412804739.97538966,0.7174698256087441,4193251.7184033864,221552813.15396792,7.57866577238745,37062025225.0,2.598105621767861,60.71938134563958,8.169244268887322,14.55978278125558,16.55159160421752,0.0,39.28061865436042,31.111374385473102,16.55159160421752,0.0,2.1349384819476467,451.02496819173484,0.08947430667007167,0.07678841622687074,0.06570308613874977,0.06570308613874977,1.5531977446015677,619.9536177917628,56.78190806473499,36.2396602281154,1.2213392655161817,390.59334857317117,659.4138387979842,710.2877009863755,653.3539445758711,-24.959742179116205,-15.412768907400531,-44.57349767452421,-39.26248204041662
2013-11-28,181.0,4525.0,12050739.79461179,561153790.0277472,12139760581.541883,136.33000732835114,1007.3871636469901,31008.14808214973,4558426.915502628,201832.0,0.0,BTC,13.2487370945243,561153790.0277472,0.7335142274227987,4589435.063584778,226142248.2175527,7.246996105364376,40736156224.0,2.472955862864353,60.906356594273326,8.113882846288888,14.43624050181549,16.543520057622295,0.0,39.093643405726674,30.979760559437786,16.543520057622295,0.0,2.164413365236576,465.43196407257454,0.08944883714110037,0.07666138487234997,0.06568448685130959,0.06568448685130959,1.5750870133769164,639.5755631856788,69.50803099707602,40.94474059732717,1.4863598968958094,392.7829384335663,692.5403506047271,706.6493987149181,682.1866294304252,-28.9396977734619,-26.274484947573207,-41.67301217418132,-43.028034309300814
2013-11-29,173.0,4325.0,12055064.79461179,641095392.0696639,13606858893.395245,141.93013217711612,1128.7254880187,29288.100189865243,4881737.735680877,188994.0,0.0,BTC,13.188474668151839,641095392.0696639,0.7045720205150582,4911025.835870743,231053274.05342343,7.5908917418161215,35718732036.0,3.160037951182271,61.04378526776847,8.028456831355701,14.384669076195578,16.543088824680275,0.0,38.956214732231565,30.92775790087585,16.543088824680275,0.0,2.081170083435676,542.3513902118736,0.08847792698144054,0.07715138311413447,0.0664428878017962,0.0664428878017962,1.4972221020857517,753.8797927483798,71.12448759704469,42.164580701422786,1.676420584618438,470.34970653000914,795.1726101529454,779.2204840467718,820.4564794699704,-35.56704235146092,-29.993925869156502,-48.13673192782906,-48.686432177935515
2013-11-30,176.0,4400.0,12059464.79461179,396064631.991497,13498119326.694479,135.0569181865686,1119.29671478667,22599.794479839962,4924905.545061348,163385.0,0.0,BTC,13.095384913258677,396064631.991497,0.7404285640655541,4947505.339541188,236000779.39296463,7.47470620086048,26694658225.0,4.192961398316124,61.119718251364425,7.972941653204303,14.379052310979999,16.52828778445128,0.0,38.880281748635575,30.90734009543128,16.52828778445128,0.0,2.198337152843776,509.1560743258805,0.08921234080208985,0.07731970986476025,0.06653702517710501,0.06653702517710501,1.5792761431581832,708.7403426156607,64.35017257917931,40.46677314377579,1.3440049201674031,450.608332381565,777.3607619271468,757.4596471446098,810.3734102583479,-34.267474624192104,-29.117595501866244,-50.74632463163864,-49.04395738908377
2013-12-01,195.0,4875.0,12064339.79461179,357625220.7490752,11635884342.126692,112.29556185044113,964.4857936879021,18072.666030060995,4701868.244228522,164939.0,0.0,BTC,13.057317627693331,357625220.7490752,0.8905071434005849,4719940.910258584,240720720.3032232,6.7541386195367075,27204873721.0,3.5452684088123365,61.11240631361528,7.997450098475599,14.364767620328346,16.52537596758078,0.0,38.88759368638472,30.890143587909122,16.52537596758078,0.0,2.6521281747744894,363.6648495580016,0.09583079351143142,0.07527922632524164,0.06867667684152919,0.06867667684152919,1.8459179468700209,522.4965688877479,69.0280432888735,42.39470463793746,1.85637520478328,375.0293157755067,826.4539962073819,644.4009004415426,702.4677964935945,-24.357871553403456,-17.108734512365984,-41.15680716548632,-35.629289236713035
2013-12-02,159.0,3975.0,12068314.79461179,362744735.0611416,12560801212.130323,117.1116164405362,1040.80821770894,22257.043794773017,4137212.665393037,179818.0,0.0,BTC,12.944640793571978,362744735.0611416,0.8538862585913956,4159469.70918781,244880190.01241103,8.273447437259044,32334513124.0,3.218877036179677,61.11547376457141,7.9905064113932625,14.355508256930316,16.538511567105008,0.0,38.884526235428574,30.894019824035325,16.538511567105008,0.0,2.5649968317975214,405.77368549011163,0.095455540914882,0.07454834753118911,0.06884920372456932,0.06884920372456932,1.7807996693785548,584.4611472059349,67.31946462710299,42.5262151968176,2.1468293668626632,408.2248029412728,785.2254608193521,705.6863518316621,761.0977690674972,-27.709587881539722,-22.825590236688097,-46.33711593994887,-39.67261114907493
2013-12-03,200.0,5000.0,12073314.79461179,311703675.547712,12720698338.605394,115.29056231812737,1053.62102744828,21179.696680741305,5268105.1372414,173471.0,0.0,BTC,12.959434587356364,311703675.547712,0.8673736860096555,5289284.833922141,250169474.8463332,6.589024682776103,30092187841.0,3.501310815336406,61.21999485512571,7.959009142392747,14.294196832925119,16.526799169556416,0.0,38.78000514487428,30.820996002481536,16.526799169556416,0.0,2.5955419412201897,405.9348880923737,0.09566452281323118,0.07463088222618941,0.06837228660153913,0.06837228660153913,1.8145757460231573,580.6431777551345,98.11091403718314,51.910477730011436,1.1832881976221807,401.0672263969594,764.1171348168665,759.8935553695062,784.9944082259574,-25.499311340104413,-22.8166932861681,-35.79230907906238,-40.19909083801263
2013-12-04,171.0,4275.0,12077589.79461179,455926343.7576292,13707245929.353365,119.16977697723452,1134.93223088837,23948.80184213708,4851835.287047782,186429.0,0.0,BTC,12.894404925294873,455926343.7576292,0.8391389372080761,4875784.088889918,255045258.9352231,7.70216600077847,34755772041.0,3.2654496339472345,61.19815223864169,8.000613546810055,14.273205183185532,16.5280290313627,0.0,38.80184776135829,30.80123421454823,16.5280290313627,0.0,2.5251371801038087,449.45369298380564,0.09557252015949964,0.07456690156855772,0.06851539258914531,0.06851539258914531,1.7616676570107253,644.2374226329231,97.7281189313754,52.58459299452172,1.2730422044919372,396.05624263644853,834.9208488708232,827.4588887766464,929.9052585027456,-28.87478943144015,-28.234404816479042,-40.568134283656285,-41.537855231554765
