,BlkCnt,IssTotNtv,SplyCur,TxTfrValAdjUSD,CapMrktCurUSD,NVTAdj90,PriceUSD,FeeTotUSD,IssTotUSD,AdrActCnt,Volume,Type,Annualized_DilutionRate,Total daily transaction volume,Velocity,The daily revenue of bitcoin miners,The accumulated revenue of bitcoin miners,P/E Ratio,Metcalfe,PM,<1year,1-2year,2-3year,3-5year,>5year,One-year staking ratio,Two-year staking ratio,Three-year staking ratio,Five-year staking ratio,Token Utility,PU Ratio,volatility30,volatility60,volatility90,volatility180,Token Utility_volatility,PU Ratio_volatility
2016-09-07,152.0,1900.0,15859436.10428909,250754731.87931973,9764017563.179092,37.67602269224489,615.659819111631,39563.76370739301,1169753.6563120987,530571.0,75032400.0,BTC,4.236620786819489,325787131.8793197,3.8804988936169282,1209317.4200194918,1919464568.080488,22.120522376477936,281505586041.0,0.21870252301919257,41.02731472566648,12.700068508008805,18.527915031927698,10.748226084079892,16.996475650317123,58.972685274333514,46.27261676632472,27.744701734397015,16.996475650317123,54.01555897394055,11.397823716100985,0.011764437015416533,0.024316396265015205,0.03511317727041329,0.03511317727041329,73.53191910953794,8.372688032179658
2016-09-08,144.0,1800.0,15861236.10428901,241776927.59733027,10001305153.766209,38.64561534985749,630.550172004676,37514.101657429484,1134990.3096084169,499129.0,86713000.0,BTC,4.255316728756232,328489927.5973303,3.78700297257231,1172504.4112658463,1920637072.4917538,23.36949505216228,249129758641.0,0.2531011050001895,41.00890405257785,12.72309176361412,18.52330141971603,10.747804987099585,16.996897776992416,58.99109594742215,46.26800418380803,27.744702764092,16.996897776992416,52.498901949769206,12.01073067410028,0.012378822452796845,0.0245242250426849,0.03519413865137109,0.03519413865137109,71.30287385648576,8.843264484315322
2016-09-09,142.0,1775.0,15863011.1042889,240665599.4976385,9882305092.323004,38.15487741244192,622.977884044418,39022.445442875054,1105785.744178842,486523.0,64550200.0,BTC,4.246212014257606,305215799.49763846,3.832724803127071,1144808.1896217172,1921781880.6813755,23.65008279776915,236704629529.0,0.26318787481429196,40.91227865122453,12.75686605800168,18.569393790864343,10.747206592686865,17.014254907222604,59.08772134877549,46.33085529077381,27.76146149990947,17.014254907222604,53.33388309705198,11.680714920209008,0.012652655762830145,0.02457132283259787,0.03492636805997399,0.03492636805997399,72.99228064784108,8.534846130511255
2016-09-10,155.0,1937.5,15864948.6042889,153668140.6875375,9911668531.040777,38.559283978691454,624.752640444185,32339.00086758017,1210458.2408606082,449720.0,45016800.0,BTC,4.250486508463702,198684940.6875375,3.7756318489815732,1242797.2417281882,1923024677.9231038,21.850109847094352,202248078400.0,0.3089041168581926,40.987781576119936,12.740012278131447,18.5414500110237,10.738352855425305,16.99240327929964,59.012218423880086,46.27220614574864,27.730756134724945,16.99240327929964,52.41950795905262,11.918323249661348,0.012644537109905147,0.024241667149056356,0.03303757241603723,0.03303757241603723,75.84238245220457,8.237513382941266
2016-09-11,164.0,2050.0,15866998.60428889,148152718.12531894,9651049157.894152,38.100982368386866,608.246675920514,28759.66630888269,1246905.6856370536,460039.0,73610800.0,BTC,4.264314675222246,221763518.12531894,3.8192164866258014,1275665.3519459362,1924300343.2750497,20.727403569626482,211635881521.0,0.287402434572589,40.9786741531164,12.736678206567431,18.5355320605332,10.753780291617044,16.995335288165947,59.02132584688363,46.284647640316194,27.74911557978299,16.995335288165947,52.86083178774403,11.506566494504881,0.013634860298140813,0.024373023397310126,0.03270166664550017,0.03270166664550017,77.26650365730069,7.8720615937051335
2016-09-12,163.0,2037.5,15869036.10428784,207880256.49654743,9643730238.31374,38.37275784402798,607.70737270602,34472.28952106316,1238203.7718885157,516128.0,72812304.0,BTC,4.2637671598540035,280692560.49654746,3.7884133432411202,1272676.061409579,1925573019.3364592,20.76033292072989,266388112384.0,0.22812856297056017,40.9231188531714,12.743691794782574,18.549954524739963,10.763526901355725,17.019707925950335,59.0768811468286,46.33318935204602,27.78323482730606,17.019707925950335,52.49058788223761,11.577454115572275,0.01361625737996773,0.02436446985185518,0.03258020146074558,0.03258020146074558,77.01136593706835,7.891138734023007
2016-09-13,165.0,2062.5,15871098.60428572,220528106.06545848,9660647196.728386,38.78086713130549,608.694296317943,41414.717056433146,1255431.9861557574,525384.0,86920600.0,BTC,4.265129551169665,307448706.0654585,3.7575034547018937,1296846.7032121907,1926869866.0396714,20.409140495033906,276028347456.0,0.22051876262997633,40.980389436415344,12.730376594069314,18.519092606189936,10.768321267713588,17.00182009561182,59.019610563584656,46.289233969515344,27.770141363325408,17.00182009561182,51.99522967057653,11.706733486406653,0.012756704406657491,0.0243322779692033,0.032539587734872207,0.032539587734872207,76.37981633806316,7.969308195555399
2016-09-14,156.0,1950.0,15873048.60428549,201043731.31985143,9673243560.642334,39.449078044572786,609.41308766803,37277.733231428996,1188355.5209526585,484948.0,47877700.0,BTC,4.274186811327662,248921431.31985143,3.6865890221989956,1225633.2541840875,1928095499.2938554,21.623138130408627,235174562704.0,0.2591322295494438,41.03327859485212,12.670131148109098,18.541309175888156,10.766080207050488,16.989200874100142,58.96672140514788,46.29659025703879,27.755281081150628,16.989200874100142,50.860216785835696,11.982117383301212,0.01260026167551926,0.02433385599172843,0.030550771114928883,0.030550771114928883,79.57619801144757,7.6582332769952375
2016-09-15,154.0,1925.0,15874973.60428497,223365129.4098348,9637224394.641554,39.77623104203886,607.070262594974,36312.40124457835,1168610.2554953247,494956.0,59464600.0,BTC,4.291870653249011,282829729.4098348,3.635011442193611,1204922.6567399031,1929300421.9505954,21.91290400107959,244981441936.0,0.24780255100040094,41.03340087950501,12.662513742796977,18.545745275208315,10.76992675182571,16.98841335066401,58.96659912049501,46.30408537769804,27.75834010248972,16.98841335066401,49.94192039501033,12.155525013724263,0.012156083986073611,0.02411452008941922,0.030472499437604602,0.030472499437604602,78.34013497951076,7.749160283598545
2016-09-16,139.0,1737.5,15876711.10428491,186779720.09961691,9649967224.211351,40.03594923839134,607.806438047925,39715.59138803664,1056063.6861082695,490815.0,64963400.0,BTC,4.306727395714388,251743120.09961691,3.5956038427657897,1095779.2774963062,1930396201.2280917,24.127364799332458,240899364225.0,0.25230719890162673,41.027345369747934,12.651076916425408,18.548815883340787,10.769363080138184,17.003398750347685,58.972654630252066,46.321577713826656,27.77276183048587,17.003398750347685,49.235134737721445,12.344973590216556,0.01201239272952429,0.0240987934260696,0.030443337973816965,0.030443337973816965,77.3054329453525,7.862402613766947
2016-09-17,163.0,2037.5,15878748.60413484,148406717.81574133,9644457346.260687,40.155183421753954,607.381449678551,34699.26420096995,1237539.7037200476,497085.0,37140300.0,BTC,4.314794784824899,185547017.81574133,3.5774037087062305,1272238.9679210177,1931668440.1960127,20.76903119454953,247093497225.0,0.24581037400813413,41.027342759822574,12.642933954679092,18.537920819159893,10.783682014027296,17.008120452311147,58.972657240177426,46.32972328549833,27.791802466338442,17.008120452311147,48.89433060993966,12.422328766989548,0.012012400324504102,0.02409878241786734,0.03041135904838133,0.03041135904838133,76.85105454033217,7.903358689239474
2016-09-18,145.0,1812.5,15880561.10413482,135006337.463182,9711494483.764977,40.91297275554837,611.533460315605,32434.139556252114,1108404.3968220341,468394.0,48679400.0,BTC,4.305683295337936,183685737.463182,3.5093771988695375,1140838.5363782863,1932809278.732391,23.322173430923943,219392939236.0,0.2787388976350698,41.06273505831179,12.580088018351182,18.56667174594491,10.784489511129847,17.006015666262275,58.93726494168821,46.357176923337036,27.79050517739212,17.006015666262275,48.037228835210946,12.730406710458604,0.012043554661577693,0.024089700678542218,0.029840742877775724,0.029840742877775724,76.94766941272124,7.947394183383861
2016-09-19,133.0,1662.5,15882223.60403371,222892543.99183676,9670230232.92884,41.11084169461096,608.871306312098,40472.37864817308,1012248.5467438628,499780.0,54796400.0,BTC,4.284166060730454,277688943.9918368,3.4728417644748864,1052720.9253920359,1933861999.6577833,25.16695623791525,249780048400.0,0.24376298676067437,41.02877594407061,12.4791823856578,18.682938031044007,10.792110176816427,17.01699346241118,58.97122405592941,46.49204167027161,27.809103639227608,17.01699346241118,47.8034060539473,12.736985846258989,0.011900036197106839,0.024093134399890335,0.02884498689828033,0.02884498689828033,79.21650012131846,7.6861677223763225
2016-09-20,151.0,1887.5,15884111.10403367,229448882.75236163,9663444447.739105,41.48813902701677,608.371748626534,41107.34418258897,1148301.675532583,526478.0,72710896.0,BTC,4.272167506817604,302159778.75236166,3.4291816763970986,1189409.0197151718,1935051408.6774983,22.259113415936927,277179084484.0,0.219486888687538,41.06161465587501,12.461446375826647,18.68890749039025,10.78729927533606,17.00073220257203,58.93838534412499,46.47693896829834,27.788031477908092,17.00073220257203,47.308639171093624,12.859633235831044,0.011892482222665764,0.023899694987575062,0.026305513138326325,0.026305513138326325,85.96483480909632,7.076983861802983
2016-09-21,166.0,2075.0,15886186.10403355,243594663.8010748,9483191383.893663,40.99782377035617,596.945756633548,38546.97818337904,1238662.445014612,511634.0,82776200.0,BTC,4.279268136153797,326370863.8010748,3.4573754685938787,1277209.423197991,1936328618.1006963,20.342275734380742,261769349956.0,0.22804264774844216,41.08631727104312,12.45172792582389,18.676548408982153,10.784406780202815,17.00099961394802,58.913682728956886,46.46195480313299,27.785406394150836,17.00099961394802,47.59849463761154,12.541273861250463,0.012406731956730959,0.023963596763868167,0.02572934362583439,0.02572934362583439,88.42837937243758,6.750612878693231
2016-09-22,141.0,1762.5,15887948.60403349,227125251.5871768,9462301606.76385,41.135286277098686,595.564716540035,37123.512364804876,1049682.8129018114,494102.0,67085300.0,BTC,4.273050076632592,294210551.5871768,3.4330094803815276,1086806.3252666164,1937415424.425963,23.85348096384524,244136786404.0,0.24394714344870932,41.09696685734382,12.445507090779383,18.658667461953915,10.798930162655363,16.99992842726752,58.903033142656184,46.4575260518768,27.798858589922883,16.99992842726752,47.32326267548044,12.585030762230483,0.012388179000604415,0.023944044814456496,0.02496824089305687,0.02496824089305687,90.59701496431904,6.573778581718103
2016-09-23,136.0,1700.0,15889648.60402794,248933001.6903737,9571587218.917587,41.58929537541255,602.378784921099,37510.94111224024,1024043.9343658685,501479.0,51067000.0,BTC,4.257278958926668,300000001.69037366,3.386256145117705,1061554.8754781086,1938476979.301441,24.70294021810298,251481187441.0,0.2395323447653209,41.04494342255074,12.436024394950218,18.661961979752284,10.846214429558021,17.010855773188737,58.955056577449255,46.519032182499046,27.85707020274676,17.010855773188737,46.89307995722257,12.845792715484013,0.012450900090146407,0.023977442592244064,0.02498787949960059,0.02498787949960059,89.70290556393353,6.71526503109499
2016-09-24,166.0,2075.0,15891723.60402793,165847579.2348887,9577740940.488804,41.667317065766895,602.687359731151,34399.48803666705,1250576.2714421384,465376.0,35359500.0,BTC,4.291174976727012,201207079.2348887,3.37255388572487,1284975.7594788054,1939761955.0609198,20.42091918447455,216574821376.0,0.2782813606410937,41.0574495164051,12.431134324004816,18.639901347767495,10.868187807679275,17.00332700414331,58.94255048359489,46.51141615959008,27.871514811822586,17.00332700414331,46.32459145714028,13.010095518894323,0.01240047453649545,0.023978313096003234,0.024248147505898807,0.024248147505898807,91.31879829366552,6.599817025548369
2016-09-25,185.0,2312.5,15894036.10402793,142682719.68640408,9546117896.707891,41.87759868290684,600.610054880187,30048.47775370504,1388910.7519104322,474290.0,33977800.0,BTC,4.341264099421986,176660519.68640408,3.3534638697282806,1418959.2296641374,1941180914.2905838,18.43164138578097,224951004100.0,0.26699594308687374,41.1483233873074,12.398766586167515,18.58363713305056,10.864503180761908,17.00476971271262,58.8516766126926,46.45291002652509,27.869272893474527,17.00476971271262,45.4607152833375,13.211627910754096,0.012416779335808054,0.023975492542441003,0.023964657767555162,0.023964657767555162,90.67596548036806,6.623696276057
2016-09-26,153.0,1912.5,15895948.6040279,233419624.3372529,9645324787.899807,42.39519630024429,606.778810637055,36890.59380038733,1160464.4753433676,536915.0,59153800.0,BTC,4.349352470592072,292573424.33725286,3.3052517950748257,1197355.069143755,1942378269.3597276,22.069934011309055,288277717225.0,0.2104841180504651,41.18670040286838,12.389470928015811,18.56662782341214,10.848500712640263,17.008700133063403,58.81329959713162,46.42382866911581,27.857200845703666,17.008700133063403,44.69464486542991,13.57609647562905,0.012127203237925996,0.024020782725999362,0.02397988358024335,0.02397988358024335,89.0913573401619,6.81074830098612
2016-09-27,167.0,2087.5,15898036.10402783,254388010.27592528,9620722203.564295,42.356154377125,605.151613734658,38922.888570065516,1263253.9936710985,556798.0,49422400.0,BTC,4.363130633208173,303810410.2759253,3.299101823863817,1302176.882241164,1943680446.2419689,20.241599572939027,310024012804.0,0.19519507803972602,41.16082034503102,12.3869580364181,18.577692477174324,10.855595402953133,17.018933738423424,58.83917965496899,46.45222161855088,27.874529141376556,17.018933738423424,44.490174884272676,13.601915823185037,0.012095001388165438,0.02401828143250617,0.023941685733882435,0.023941685733882435,88.82527121308217,6.8128315902685515
2016-09-28,148.0,1850.0,15899886.10392779,244156709.76951864,9614446389.372385,42.43117828087106,604.686494389246,39056.80416474189,1118670.0146201053,547404.0,48722600.0,BTC,4.361666463942046,292879309.7695186,3.285109012628187,1157726.8187848472,1944838173.0607538,22.752300961315434,299651139216.0,0.2017968281286476,41.15899709659999,12.375706887929915,18.594201098441577,10.85114947698046,17.019945440048055,58.8410029034,46.46529601547009,27.871094917028515,17.019945440048055,44.317719052579314,13.644350551341224,0.012072676276471723,0.024016491286549736,0.02317987965585331,0.02317987965585331,91.38888490280813,6.616630622338031
2016-09-29,143.0,1787.5,15901673.60392776,272507929.87352186,9623733604.42277,42.508209572545255,605.2025619520749,40951.880399267444,1081799.579489334,554360.0,55658600.0,BTC,4.34109180702522,328166529.87352186,3.2708476304640515,1122751.4598886014,1945960924.5206425,23.483731153990895,307315009600.0,0.19693231474108738,41.14120058942906,12.358264309507415,18.594394856149933,10.878557822288803,17.02758242262479,58.85879941057094,46.50053510106353,27.906140244913594,17.02758242262479,44.347867573883455,13.646711669818368,0.012067240828852657,0.02325946293507547,0.02317267592762889,0.02317267592762889,91.47948460540772,6.615718973085458
2016-09-30,142.0,1775.0,15903448.60392773,229713120.39666602,9683066604.83878,42.68065075418423,608.865840736412,41317.56597547652,1080736.8673071312,548051.0,56122400.0,BTC,4.348257625681758,285835520.39666605,3.2492632456287454,1122054.4332826077,1947082978.9539251,23.64319307102303,300359898601.0,0.20271209424838477,41.1472084315607,12.360974772659594,18.58784839344574,10.878972571583734,17.024995830750235,58.85279156843931,46.49181679577971,27.90396840233397,17.024995830750235,43.9781238849657,13.844743407632222,0.012002480376105865,0.02295742584804831,0.022825402782130463,0.022825402782130463,92.09698302796191,6.611137745430292
2016-10-01,157.0,1962.5,15905411.10392773,161053675.75475383,9788324852.837255,43.19271672283802,615.408478842782,36417.59555423058,1207739.1397289594,501986.0,56357000.0,BTC,4.36397606322749,217410675.75475383,3.203436549596918,1244156.73528319,1948327135.6892083,21.55462218177329,251989944196.0,0.24421945915592244,41.13991392927452,12.386811564132415,18.53257787879814,10.918491267677588,17.022205360117336,58.86008607072549,46.473274506593064,27.940696627794924,17.022205360117336,43.207054369572354,14.243240781444483,0.012095822889671976,0.015175309605840494,0.02206798797585509,0.02206798797585509,93.58776500074978,6.575736463391893
2016-10-02,141.0,1762.5,15907173.60392773,132595225.83614822,9731190837.240906,43.15492650193908,611.748578316774,33340.86146483782,1078206.869283314,463086.0,39249800.0,BTC,4.352019727517137,171845025.8361482,3.2046549549512475,1111547.730748152,1949438683.4199564,23.98529192841229,214448643396.0,0.28526577208843495,41.11390741074101,12.39123170630329,18.531089286728143,10.934381969143114,17.02938962708447,58.88609258925902,46.49486088295573,27.963771596227584,17.02938962708447,43.36138625491647,14.108141624448452,0.012143598467754127,0.01104472470508271,0.0218906371439748,0.0218906371439748,94.68297841748999,6.461019589174339
2016-10-03,151.0,1887.5,15909061.10392764,234293272.70688525,9745737268.449848,43.34287195347683,612.590347399182,45674.96348738566,1156264.280715956,631233.0,46798300.0,BTC,4.3754022447925385,281091572.7068852,3.1837422066992174,1201939.2442033417,1950640622.6641598,22.214642028969617,398455100289.0,0.15374137436184637,41.09758454152548,12.362963239556258,18.549920368300164,10.947411237212757,17.04212061340534,58.90241545847452,46.53945221891826,27.9895318506181,17.04212061340534,42.86008364028016,14.292794025802271,0.00969035026221043,0.010663883231066403,0.021823162177839837,0.021823162177839837,93.87771045665743,6.525407835569339
2016-10-04,158.0,1975.0,15911036.10392757,247191397.4710977,9705857423.9346,43.29759005997251,610.007881355932,43079.44222417189,1204765.5656779655,595024.0,49801600.0,BTC,4.354786590520207,296992997.4710977,3.1800078546411887,1247845.0079021375,1951888467.672062,21.309850209094225,354053560576.0,0.17229254250784173,41.11313508280381,12.325184054858784,18.572991801086847,10.94913162598452,17.03955743526604,58.88686491719619,46.56168086233741,27.98868906125056,17.03955743526604,43.00111821312214,14.185860896282067,0.009228412666908789,0.010666525751597464,0.021767980878512293,0.021767980878512293,94.42538344384893,6.460210794046494
2016-10-05,167.0,2087.5,15913123.6039275,253884398.12158543,9741183302.076605,43.522878799849494,612.147780946815,44834.487068602175,1277858.4927264766,599856.0,68077504.0,BTC,4.3800194984637795,321961902.1215854,3.143222562445303,1322692.9797950787,1953211160.651857,20.177149072403477,359827220736.0,0.17012269935962931,41.16786875205809,12.280469994975896,18.612257249998454,10.899618312672143,17.039785690295417,58.83213124794191,46.551661252966014,27.93940400296756,17.039785690295417,42.21955687643237,14.499152199499415,0.009201070467995303,0.010477095876491075,0.020980652746803174,0.020980652746803174,96.18820717811543,6.3640626944348515
2016-10-06,161.0,2012.5,15915136.10392743,235291241.95589817,9736257394.045551,43.74012569641936,611.7608627703099,46997.82832394609,1231168.7363252488,611468.0,56812100.0,BTC,4.403355368271474,292103341.95589817,3.1225202217947694,1278166.564649195,1954489327.216506,20.869484877525913,373893115024.0,0.16361918371538917,41.12620218181835,12.244453369964436,18.664677326260716,10.912573925850111,17.052093196106387,58.87379781818164,46.62934444821721,27.9646671219565,17.052093196106387,41.748759490491175,14.65339019018389,0.0090536188063364,0.010448363541839869,0.020557595932060992,0.020557595932060992,97.07298961953444,6.302070897043873
2016-10-07,143.0,1787.5,15916923.60392732,237531376.61958632,9835157903.195013,44.140054796332215,617.905705143191,44753.948521310136,1104506.4479434541,577168.0,64071400.0,BTC,4.39426152568467,301602776.61958635,3.0802389532599426,1149260.3964647644,1955638587.6129708,23.446068596666706,333122900224.0,0.18548881050438024,40.91067046176693,12.398392643468991,18.693121610794172,10.935413448306852,17.06240183566303,59.089329538233045,46.69093689476406,27.997815283969885,17.06240183566303,41.41975927054544,14.918138492963143,0.009207013609339074,0.010491903579383581,0.02048773817492112,0.02048773817492112,96.63639275103009,6.394130488036087
2016-10-08,169.0,2112.5,15919036.1039273,159070982.2522275,9858675006.110094,44.30859270192085,619.301001753361,41159.45154583225,1308273.3662039752,547264.0,42345900.0,BTC,4.417562274136953,201416882.2522275,3.0628948765980475,1349432.8177498074,1956988020.4307206,20.01586752197877,299497885696.0,0.20677975749784472,40.97290708507476,12.355497784045056,18.70456497297003,10.92154640379528,17.045483754114876,59.02709291492524,46.671595130880185,27.967030157910155,17.045483754114876,40.926141896872885,15.132161817595637,0.008029121223227376,0.010452735081711347,0.02048762133244055,0.02048762133244055,95.48527918060856,6.4858269993845346
2016-10-09,160.0,2000.0,15921036.10392728,146045514.84434882,9824887958.640614,44.44626529479115,617.101041320865,36619.36052611349,1234202.08264173,517842.0,39243400.0,BTC,4.434201572843553,185288914.84434882,3.0509102717277834,1270821.4431678436,1958258841.8738885,21.181182770610913,268160336964.0,0.23012390583463113,40.974101943266895,12.314730621714897,18.727312614806834,10.933647902134746,17.050206918076626,59.025898056733105,46.711167435018204,27.98385482021137,17.050206918076626,40.612208471109504,15.194963892688945,0.007757466589692385,0.010463035728573869,0.020490256164976187,0.020490256164976187,94.74065306521527,6.513582304484221
2016-10-10,124.0,1550.0,15922586.10392695,226248912.03486508,9841514816.562908,44.71219089280762,618.0852,42156.64004250092,958032.06,513555.0,67481104.0,BTC,4.404160514020086,293730016.0348651,3.028194546745875,1000188.700042501,1959259030.573931,26.957967322373698,263738738025.0,0.23435510635582524,40.951002650349885,12.313880686739203,18.729206085128546,10.946602955436013,17.059307622346353,59.048997349650115,46.73511666291091,28.005910577782366,17.059307622346353,40.600666391653355,15.223523526379,0.007743354806554467,0.010461767139959962,0.020228037507486144,0.020228037507486144,95.94151382056289,6.442312356629998
2016-10-11,139.0,1737.5,15924323.60392684,324462088.42120534,10239043682.012735,46.46357237744481,642.981387258913,51701.13067148756,1117180.1603623612,595746.0,103590000.0,BTC,4.37980402818917,428052088.42120534,2.910132172725848,1168881.291033849,1960427911.8649647,23.99916457423684,354913296516.0,0.1811657645883454,40.9684267324211,12.244714071027902,18.764471091174794,10.96611547751265,17.056272627863535,59.031573267578885,46.78685919655098,28.022388105376187,17.056272627863535,39.22314319703269,16.392908238612446,0.009393254576981213,0.011612458247973974,0.020602368458024573,0.020602368458024573,91.00230624573375,7.065550465530717
2016-10-12,144.0,1800.0,15926123.60391672,278199086.82756704,10138537354.268984,46.03197450087302,636.5979322033901,43689.78384664846,1145876.2779661021,542168.0,92370200.0,BTC,4.361165344481685,370569286.82756704,2.937151859498192,1189566.0618127505,1961617477.9267774,23.350375873116022,293946140224.0,0.2165695837061423,40.901343667279974,12.240712379175244,18.809609011865792,10.969471764465066,17.078863177213922,59.098656332720026,46.857943953544776,28.048334941678988,17.078863177213922,39.80168478618483,15.994245862284536,0.009627691869860197,0.011692187843220191,0.020624151056538826,0.020624151056538826,92.24705925279353,6.901010583533717
2016-10-13,128.0,1600.0,15927723.60391644,262816620.97792208,10121177916.067327,45.99381980467926,635.444095324372,42854.12780903831,1016710.5525189951,553694.0,61620700.0,BTC,4.32539838794414,324437320.9779221,2.938064298497112,1059564.6803280334,1962677042.6071055,26.170421758474667,306577045636.0,0.2072706043618272,40.935055796816364,12.25113419511174,18.78241148097397,10.966455243483598,17.06494328361433,59.06494420318363,46.8138100080719,28.031398527097927,17.06494328361433,40.12037465491812,15.838438718230579,0.009647740045415359,0.011219014799084355,0.020602172965976863,0.020602172965976863,93.08487203923623,6.826502324207158
2016-10-14,136.0,1700.0,15929423.60391639,233274632.134812,10188237763.530693,46.206897115382674,639.586090298071,43160.22281075994,1087296.3535067209,523032.0,58144600.0,BTC,4.305842134581065,291419232.134812,2.9238626628455973,1130456.5763174808,1963807499.183423,24.691775658455303,273562473024.0,0.23379891372818493,40.838733716738176,12.34392282353936,18.768437671310878,10.97369438660195,17.075211401809632,59.16126628326182,46.81734345972246,28.04890578841158,17.075211401809632,40.17319078724778,15.920719210113015,0.009691168085452726,0.0111528454888101,0.020613687691383685,0.020613687691383685,93.15534754540013,6.865801128446896
2016-10-15,142.0,1775.0,15931198.60391639,186806540.4634496,10152694136.809778,46.07778886830618,637.283759322034,40073.03259464348,1131178.6727966105,499884.0,39035400.0,BTC,4.293906882594303,225841940.4634496,2.9287150249403253,1171251.705391254,1964978750.8888142,23.748610351461192,249884013456.0,0.2550318247686733,40.85530414498085,12.336089939549893,18.753283179614733,10.977561603172726,17.0777611326818,59.14469585501915,46.80860591546926,28.055322735854524,17.0777611326818,40.34040889388479,15.797652448154535,0.009686480487529974,0.010897329399126993,0.020457078048928032,0.020457078048928032,94.25922159175374,6.760969893027281
2016-10-16,130.0,1625.0,15932823.60391639,180291885.67962292,10243420099.57793,46.75588697442235,642.913042548217,37259.25009207978,1044733.6941408528,490575.0,40298100.0,BTC,4.284878187978689,220589985.67962292,2.887358567074307,1081992.9442329325,1966060743.8330472,25.937474736744875,240663830625.0,0.26714153135457974,40.850576847486344,12.326385089529113,18.72966419771862,10.993787737967475,17.09958612729845,59.149423152513656,46.823038062984544,28.093373865265924,17.09958612729845,39.8577476848831,16.130189985422973,0.009773735769783925,0.010857298482198297,0.02046152080820633,0.02046152080820633,93.11121614036949,6.904786224454374
2016-10-17,125.0,1562.5,15934386.10391538,253973214.23496813,10184264279.616705,46.52931771511608,639.137536469901,46169.28306722078,998652.4007342205,544749.0,58063600.0,BTC,4.248189495673974,312036814.2349681,2.9017787391717595,1044821.6838014413,1967105565.5168486,26.705125237485625,296751473001.0,0.21537805019345166,40.998928639354084,12.192495907689239,18.67388965857947,11.027781618096666,17.106904176280523,59.001071360645895,46.80857545295666,28.13468579437719,17.106904176280523,40.3014165533395,15.858934775257671,0.009866719928491965,0.010899227230606918,0.020469841598851346,0.020469841598851346,94.10939566556883,6.791431736966705
2016-10-18,155.0,1937.5,15936323.60390499,275029373.8451268,10128752915.953714,46.308826033667785,635.576508591467,48873.575123072595,1231429.4853959673,585111.0,65546700.0,BTC,4.257216199059588,340576073.8451268,2.912945265531668,1280303.0605190399,1968385868.5773675,21.674561941345612,342354882321.0,0.18564844300819275,40.99170060432659,12.183802909639674,18.652292670603167,11.057699417351497,17.114504398079077,59.00829939567342,46.82449648603374,28.172203815430574,17.114504398079077,40.37566764630648,15.741572725413713,0.009906002242331183,0.010941297038727697,0.020446773987494168,0.020446773987494168,94.38915007337597,6.733575925806985
2016-10-19,125.0,1562.5,15937886.10389491,236322047.4104541,10035141891.05728,45.943664147284295,629.640708036236,41239.816472206236,983813.6063066188,456808.0,69381696.0,BTC,4.249165033045583,305703743.4104541,2.9381218518069034,1025053.422778825,1969410922.0001464,26.82156736087154,208673548864.0,0.30173479651059915,40.99440822285672,12.183417316961393,18.648555434337922,11.050008709721649,17.12361031612234,59.0055917771433,46.82217446018191,28.173619025843987,17.12361031612234,40.799925922143565,15.432398314588793,0.010045539151914865,0.010920213431856101,0.020468814448588765,0.020468814448588765,95.27826510331197,6.608440102824134
2016-10-20,134.0,1675.0,15939561.10386459,300891255.0977925,10019590594.072344,45.80037641158101,628.5989011104621,54787.298082670255,1052903.1593600237,624972.0,56957300.0,BTC,4.232498387318192,357848555.0977925,2.937551017113268,1107690.4574426939,1970518612.4575891,24.782133808230398,390590000784.0,0.16093573820341683,40.99045433432185,12.204760259039565,18.595164670860143,11.086352002630306,17.123268733148134,59.00954566567815,46.80478540663859,28.20962073577844,17.123268733148134,40.955373168952136,15.348386608939427,0.01005238155919461,0.010919867816717176,0.02030889175961506,0.02030889175961506,96.3944029180053,6.521114111212026
2016-10-21,164.0,2050.0,15941611.10385451,227256082.73477852,10057661337.450005,45.92409164143077,630.90620338983,46795.835898541736,1293357.7169491516,574916.0,55951000.0,BTC,4.230046107679496,283207082.7347785,2.927314108176523,1340153.5528476934,1971858766.0104368,20.56125321043008,330528407056.0,0.19087805765600604,41.03218246836125,12.1934590537149,18.517738226227188,11.13784185439325,17.11877839730339,58.96781753163873,46.774358477923826,28.25662025169664,17.11877839730339,40.807433251227316,15.46057061481207,0.0093278354942303,0.010897484404830448,0.020281460054209503,0.020281460054209503,96.17611226642516,6.559905453883456
2016-10-22,149.0,1862.5,15943473.60385451,182338747.77024192,10435141081.461391,47.69087139453994,654.508630976037,43799.203920043205,1219022.3251928692,530899.0,78556496.0,BTC,4.23718308476607,260895243.77024192,2.8153022035934776,1262821.5291129125,1973121587.5395496,22.639325479765326,281853748201.0,0.23221569170308973,41.08237883456802,12.11292524541608,18.511365820551262,11.163253992911947,17.13007610655267,58.91762116543196,46.80469592001588,28.29333009946462,17.13007610655267,39.14650497257988,16.71946528647926,0.011318090222829995,0.011826589833493944,0.020656574721577,0.020656574721577,90.58615807080767,7.225260955039435
