,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d,Volume,Annualized_DilutionRate,Total daily transaction volume,Velocity,The daily revenue of bitcoin miners,The accumulated revenue of bitcoin miners,P/E Ratio,Metcalfe,PM,<1year,1-2year,2-3year,3-5year,>5year,One-year staking ratio,Two-year staking ratio,Three-year staking ratio,Five-year staking ratio,Token Utility,PU Ratio,volatility30,volatility60,volatility90,volatility180,Token Utility_volatility,PU Ratio_volatility
2010-09-25,837,207,164922,796.724637681159,4.03278411,254424.646,63089.08160263972,917.830741301509,0.0,0.0,0.0,0.0,0.0,0.0,0.00944450202026339,10350.0,92.08858445262409,641.9069999999999,10350.0,641.9069999999999,152.65854656,,1,0.062020000000000006,,-3.2073512494285312,4102300.0,18095587.5,4102299.97,332,493,26872.39,1666.6256277999998,60.54709939148071,3.755131104259633,0.2,0.012404,29849.72,1851.2796344,,0.024479574941215318,0.04418234961964167,,80.4477569493536,1666.6256277999998,,641.9069999999999,42205.975962256925,1.0859109258156312,700569,8.852803935087051,72.47967320817025,27.520326791829717,0.0,0.0,0.0,27.520326791829717,0.0,0.0,0.0,,,0.024479574941215308,0.04418234961964167,,,,
2010-09-26,634,205,120842,589.473170731707,4.00070639,254978.1,63733.26983517188,917.830741301509,0.0,0.0,0.0,0.0,0.0,0.0,0.00935325079301447,10250.0,90.97153833995941,635.5,10250.0,635.5,200.83978088,,1,0.062,,-4.615384615384619,4112550.0,18098150.0,4112549.97,206,321,20476.77,1269.5597400000001,69.7971651090343,4.327424236760127,0.9,0.0558,22404.89,1389.10318,,0.0243069125246493,0.04417952857138194,,80.75018338176234,1269.5597400000001,,635.5,42841.475962256925,1.099244904777815,401956,15.424573833951976,72.44245824642455,27.557541753575453,0.0,0.0,0.0,27.557541753575453,0.0,0.0,0.0,,,0.02430691252464929,0.04417952857138195,,,,
2010-09-27,1251,229,213451,932.100436681223,3.91751164,256514.62217650507,65478.96868982506,917.830741301508,5.714285714285711e-05,3.5543109626784647e-06,0.0,0.0,0.02,0.001244008836937464,0.0104482655200015,11450.0,101.33971871969,712.1950591466981,11450.0,712.1950591466981,127.66106297,,1,0.0622004418468732,,-3.7144863051498542,4124000.0,18101012.5,4123999.97,350,529,32304.29,2009.3411115495276,65.5302646502836,4.076011415590176,0.58,0.036076256271186456,34665.51,2156.2100388472013,,0.02430619036066162,0.03811926052698463,,81.39629809246685,2009.3411115495276,,712.196303155535,43553.67226541246,0.9867782009975792,1565001,3.9744665880004675,72.43094637415469,27.569053625845306,0.0,0.0,0.0,27.569053625845306,0.0,0.0,0.0,,,0.02430619036066161,0.03811926052698463,,,,
2010-09-28,1705,212,260364,1228.1320754717,3.70318762,255947.85551572172,69115.55169893152,987.7885452049401,0.00507042253521127,0.0003138789180201021,0.0,0.0,1.44,0.08914161271770893,0.0104098858028698,10600.0,93.5761621438591,656.1813158386907,10600.0,656.1813158386907,57.07677058,,1,0.0619038977206312,,-3.275159811513753,4134600.0,18103662.5,4134599.97,284,438,72439.27710385,4484.273600793191,183.527728386301,11.361081726925361,1.0,0.0619038977206312,80385.1450332,4976.153796393316,,0.024268254852850377,0.03679341883096017,,81.92328157500121,4484.273600793191,,656.2704574514084,44209.94272286387,1.0685030743820376,2907025,2.1294587325747525,72.4237422160442,27.576257783955793,0.0,0.0,0.0,27.576257783955793,0.0,0.0,0.0,,,0.024268254852850366,0.03679341883096018,,,,
2010-09-29,1203,164,361101,2201.8353658536603,3.67369778,256480.74800000002,69815.41859858994,1318.6700501535902,0.0,0.0,0.0,0.0,0.0,0.0,0.010750436774286998,8200.0,72.2458240803322,507.662,8200.0,507.662,146.15793863,,1,0.06191,,-4.709866092042481,4142800.0,18105712.5,4142799.97,812,1460,28344.68,1754.8191388,64.5597123287671,3.9968917902739713,0.5,0.030955,94257.18,5835.4620138,,0.024077897755976862,0.036328689011514335,,81.98138939847446,1754.8191388,,507.662,44717.60472286386,1.3841630471099233,1447209,4.277889371887544,73.01476781120545,26.98523218879455,0.0,0.0,0.0,26.98523218879455,0.0,0.0,0.0,,,0.024077897755976855,0.03632868901151436,,,,
2010-09-30,640,146,110123,754.2671232876711,3.58697479,256891.19,71617.78529170963,1318.6700501535902,0.0,0.0,0.0,0.0,0.0,0.0,0.00957051078686525,7300.0,64.2032722103082,451.87,7300.0,451.87,66.28197429,,1,0.0619,,3.1666666666666647,4150100.0,18107537.5,4150099.97,215,340,62612.8,3875.73232,204.3005,12.64620095,3.21,0.19869900000000001,69462.17,4299.708323,,0.019050455140943636,0.033932004253788416,,81.28016995574403,3875.73232,,451.87,45169.474722863866,1.5575530118221055,409600,15.1123046875,72.98807325512702,27.011926744872984,0.0,0.0,0.0,27.011926744872984,0.0,0.0,0.0,,,0.019050455140943622,0.03393200425378842,,,,
2010-10-01,852,154,172435,1119.7077922077901,3.57218676,257672.64433196958,72133.02712638253,1318.6700501535902,0.00125842696629213,7.798888934127459e-05,0.0,0.0,0.56,0.034705055756867324,0.0100949223368305,7700.0,67.59584395593821,477.1945166569257,7700.0,477.1945166569257,209.27072348,,1,0.0619733138515488,,-0.0830534104855084,4157800.0,18109462.5,4157799.97,445,789,19868.04427689,1231.2885435881717,37.7700229671483,2.3407334875232877,0.73,0.04524051911163063,29800.54812108,1846.8387216558735,,0.01805820307856526,0.03384616049350452,,81.08575047701508,1231.2885435881717,,477.2292217126826,45646.70394457655,1.4792733095661004,725904,8.537398037694901,72.96508190210263,27.034918097897396,0.0,0.0,0.0,27.034918097897396,0.0,0.0,0.0,,,0.01805820307856525,0.03384616049350454,,,,
2010-10-02,798,100,184705,1847.05,3.26607208,255595.92,78257.89309180039,1318.6700501535902,1.9228044554455397e-05,1.1806019356435616e-06,0.0,0.0,0.00776813,0.00047696318200000004,0.006555144374565229,5000.0,43.840684154895705,307.0,5000.0,307.0,13.70521159,,1,0.0614,,-3.1545741324921064,4162800.0,18110712.5,4162799.97,404,665,303738.47,18649.542058000003,585.328135338346,35.93914750977444,0.5,0.0307,389243.21,23899.533094,,0.017644115692945942,0.033869958346011385,,80.16999775791935,18649.542058000003,,307.000476963182,45953.70442153973,2.280982757575745,636804,9.641899234301292,72.65895736902296,27.341042630977043,0.0,0.0,0.0,27.341042630977043,0.0,0.0,0.0,,,0.017644115692945928,0.033869958346011406,,,,
2010-10-03,648,122,107444,880.688524590164,3.2380791,254573.33028112212,78618.62625032959,1318.6700501535902,3.30478723404255e-05,2.0180639786052683e-06,0.0,0.0,0.00776625,0.00047424503497223836,0.007997276136969591,6100.0,53.4073736477248,372.49569783752173,6100.0,372.49569783752173,162.90938363,,1,0.0610648684979544,,0.35311174684371394,4168900.0,18112237.5,4168899.97,235,388,25590.3,1562.6683043232026,129.935463917526,7.934492017344422,0.5,0.0305324342489772,50414.96,3078.5829027296313,,0.015981292004462345,0.033196921746153636,,79.4398202563426,1562.6683043232026,,372.4961720825567,46326.20059362229,1.872398244935012,419904,14.542578422199933,72.79858277104067,27.201417228959322,0.0,0.0,0.0,27.201417228959322,0.0,0.0,0.0,,,0.015981292004462327,0.03319692174615365,,,,
2010-10-04,852,153,142408,930.771241830065,3.23417646,255999.44755552293,79154.44649592867,1318.6700501535902,3.83720930232558e-09,2.351997369959086e-10,0.0,0.0,9.9e-07,6.068153214494445e-08,0.0100293708930848,7650.0,66.8554189462595,468.9027483927525,7650.0,468.9027483927525,44.04015647,,1,0.0612944769140853,,-1.4213950704330256,4176550.0,18114150.0,4176549.97,258,433,94835.04,5812.864169926357,1291.81956120092,79.18140427119359,100.0,6.12944769140853,559357.87,34285.54804942694,,0.015478597338896309,0.03203541968344189,,78.88648126643601,5812.864169926357,,468.90274845343407,46795.10334207572,1.4957650638229043,725904,8.443881961538343,72.9382081730584,27.061791826941604,0.0,0.0,0.0,27.061791826941604,0.0,0.0,0.0,,,0.015478597338896297,0.03203541968344191,,,,
2010-10-05,688,126,123933,983.5952380952381,3.17003606,256826.99,81017.05625403735,1318.6700501535902,0.0,0.0,0.0,0.0,0.0,0.0,0.0082594819119522,6300.0,54.9744791230859,386.82,6300.0,386.82,36.13906548,,1,0.0614,,-0.4055150040551504,4182850.0,18115725.0,4182849.97,244,399,115743.17,7106.630638,478.400576441604,29.373795393514484,50.0,3.07,190881.83000020002,11720.14436201228,,0.01540763306129446,0.032004513966302675,,78.20046937693996,7106.630638,,386.82,47181.92334207572,1.8190258751902588,473344,12.97153866955111,72.9491012767025,27.05089872329749,0.0,0.0,0.0,27.05089872329749,0.0,0.0,0.0,,,0.015407633061294442,0.03200451396630268,,,,
2010-10-06,682,171,120076,702.198830409357,3.22421336,263261.834,81651.49275262372,1318.6700501535902,4.718614718614721e-09,2.963761904761906e-10,0.0,0.0,1.09e-06,6.84629e-08,0.0112092968805066,8550.0,74.456029011786,537.0255,8550.0,537.0255,52.68795429,,1,0.06281,,1.9642857142857189,4191400.0,18117862.5,4191399.97,231,360,79551.39,4996.6228059,335.907555555556,21.098353564444473,8.75,0.5495875,120926.72,7595.4072832,,0.01596032899076439,0.0316036916457351,,78.22962892271477,4996.6228059,,537.0255000684629,47718.948842144186,1.3430745812595233,465124,13.503925834831144,72.95999438034661,27.040005619653385,0.0,0.0,0.0,27.040005619653385,0.0,0.0,0.0,,,0.015960328990764376,0.03160369164573511,,,,
2010-10-07,654,160,107792,673.7,3.40312006,281359.8,82677.0124922854,1318.6700501535902,0.0,0.0,0.0,0.0,0.0,0.0,0.0104882309993044,8000.0,69.5337429156546,536.0,8000.0,536.0,40.44302223,,1,0.067,,9.407192857966674,4199400.0,18119862.5,4199399.97,184,286,103834.97,6956.9429900000005,445.937167832168,29.877790244755253,50.0,3.35,127538.03,8545.048009999999,,0.019710176880396887,0.03241992237085115,,78.08059881570384,6956.9429900000005,,536.0,48254.948842144186,1.4381506849315069,427716,15.664599874683203,72.9919069502739,27.0080930497261,0.0,0.0,0.0,27.0080930497261,0.0,0.0,0.0,,,0.019710176880396873,0.032419922370851166,,,,
2010-10-08,813,154,132981,863.5129870129871,4.14833833,355302.67118807696,85649.39574856535,1318.6700501535902,0.0,0.0,0.0,0.0,0.0,0.0,0.0100949223368305,7700.0,66.80373654060989,650.2889325540617,7700.0,650.2889325540617,32.44970223,,1,0.0844531081239041,,38.447718235908354,4207100.0,18121787.5,4207099.97,207,331,129649.88,10949.335333891191,462.848398791541,39.0889858681179,50.0,4.222655406195205,153202.82,12938.454322347014,,0.046083346538858413,0.039955995846009375,,77.7786361151387,10949.335333891191,,650.2889325540617,48905.237774698246,1.496922255826365,660969,12.777166270113137,72.99779725310661,27.00220274689339,0.0,0.0,0.0,27.00220274689339,0.0,0.0,0.0,,,0.0460833465388584,0.03995599584600938,,,,
2010-10-09,753,158,143015,905.1582278481011,4.40766563,395367.0,89699.86235853513,1318.6700501535902,0.0,0.0,0.0,0.0,0.0,0.0,0.0103571281118131,7900.0,68.4104389086596,741.02,7900.0,741.02,29.38212015,,1,0.0938,,53.48121549753668,4215000.0,18123762.5,4214999.97,245,395,143454.59,13456.040541999999,469.98382278480995,44.08448257721518,50.0,4.69,185643.61,17413.370618,,0.04913438184972137,0.04198677183891,,77.9648082245947,13456.040541999999,,741.02,49646.25777469824,1.461765215883475,567009,16.542947290078285,72.96907004916982,27.030929950830185,0.0,0.0,0.0,27.030929950830185,0.0,0.0,0.0,,,0.04913438184972136,0.04198677183891,,,,
2010-10-10,631,178,112807,633.7471910112359,4.45879954,410335.83862361213,92028.32173917562,1318.6700501535902,0.0,0.0,0.0,0.0,0.0,0.0,0.0116681569867261,8900.0,76.90759724425291,864.6011893629459,8900.0,864.6011893629459,43.90742507,,1,0.0971462010520164,,59.22598597319727,4223900.0,18125987.5,4223899.97,186,299,96200.13,9345.477170210113,402.579130434783,39.10903314456337,50.0,4.85731005260082,120371.16,11693.600910224432,,0.04918042820663387,0.04183969585525026,,77.81493406567391,9345.477170210113,,864.6011893629459,50510.85896406119,1.300261659227336,398161,24.398723393807128,72.97426368715365,27.025736312846348,0.0,0.0,0.0,27.025736312846348,0.0,0.0,0.0,,,0.04918042820663386,0.04183969585525027,,,,
2010-10-11,632,159,105124,661.157232704403,4.28117529,402025.75,93905.46350007334,1318.6700501535902,5.92391304347826e-09,5.627717391304347e-10,0.0,0.0,1.09e-06,1.0355000000000001e-07,0.0104226795555587,7950.0,68.569301841984,755.25,7950.0,755.25,64.29677844,,1,0.095,,49.32208169928335,4231850.0,18127975.0,4231849.97,184,292,65817.45,6252.65775,248.44743150684897,23.60250599315065,10.0,0.95,72546.65,6891.93175,,0.04939005742861975,0.04170308090229309,,77.65437495815463,6252.65775,,755.25000010355,51266.10896416474,1.4583785644593035,399424,23.784249319019388,72.98081985637724,27.019180143622755,0.0,0.0,0.0,27.019180143622755,0.0,0.0,0.0,,,0.049390057428619745,0.0417030809022931,,,,
2010-10-12,643,155,107545,693.8387096774189,4.2360293,402338.04,94979.9944803296,1365.0076753209,0.0,0.0,0.0,0.0,0.0,0.0,0.0105175094359409,7750.0,66.722096424191,735.475,7750.0,735.475,89.0302868,,1,0.0949,,54.3089430894309,4239600.0,18129912.5,4239599.97,195,322,47619.75,4519.114275,181.024534161491,17.179228291925497,21.825,2.0711925,58289.9,5531.71151,,0.04866476130842413,0.04012345793905769,,77.1967481208919,4519.114275,,735.475,52001.58396416474,1.498753866548829,413449,22.953254210313727,72.97987891268176,27.020121087318238,0.0,0.0,0.0,27.020121087318238,0.0,0.0,0.0,,,0.04866476130842413,0.04012345793905769,,,,
2010-10-13,929,176,155694,884.625,4.55044647,445510.9688563404,97904.89160838626,1378.02816503733,0.0018716577540107,0.0001962724930225,0.0,0.0,0.35,0.0367029561952074,0.0120563786888564,8800.0,75.6049336220695,922.8171843366432,8800.0,922.8171843366432,79.58717478,,1,0.104865589129164,,68.64842253001608,4248400.0,18132112.5,4248399.97,187,310,53380.46,5597.773385885774,377.26941935483904,39.56257992106281,8.035,0.8425950086528327,116953.52,12264.399775529464,,0.05109046126835466,0.041711761166332385,,77.1084408247811,5597.773385885774,,922.8538872928384,52924.43785145758,1.3226124023242851,863041,12.150707687023443,72.99864007100024,27.00135992899977,0.0,0.0,0.0,27.00135992899977,0.0,0.0,0.0,,,0.05109046126835465,0.0417117611663324,,,,
2010-10-14,626,205,112720,549.853658536585,4.35844526,434382.3,99664.50742118628,1378.02816503733,0.0,0.0,0.0,0.0,0.0,0.0,0.014042941086452,10250.0,87.8506099350733,1045.5,10250.0,1045.5,44.23698639,,1,0.102,,64.54266817228583,4258650.0,18134675.0,4258649.97,159,262,96268.99,9819.43698,667.6719465648861,68.10253854961837,25.0,2.55,174930.05,17842.8651,,0.05162651583417993,0.041701175182152175,,76.95142044231545,9819.43698,,1045.5,53969.93785145758,1.1382960240561308,391876,26.028641713194986,73.02738751865388,26.972612481346147,0.0,0.0,0.0,26.972612481346147,0.0,0.0,0.0,,,0.051626515834179924,0.04170117518215218,,,,
2010-10-15,582,177,94279,532.649717514124,4.34353862,448087.5,103161.85477136474,1378.02816503733,0.0,0.0,0.0,0.0,0.0,0.0,0.0121248808404976,8850.0,75.69420035149379,929.25,8850.0,929.25,52.68902303,154.64392478103125,1,0.105,,73.841059602649,4267500.0,18136887.5,4267499.97,152,249,80994.1,8504.3805,588.419638554217,61.78406204819279,44.0,4.62,146516.49,15384.23145,,0.051035128214221535,0.041792730927970034,,76.90587775825034,8504.3805,0.6466468058256761,929.25,54899.18785145758,1.3211051776178315,338724,30.99868919828533,73.02993382391654,26.970066176083463,0.0,0.0,0.0,26.970066176083463,0.0,0.0,0.0,0.22677209667242285,0.4630199285570603,0.05103512821422154,0.04179273092797004,,,,
2010-10-16,933,258,147280,570.852713178295,4.06985428,432320.4,106225.03160711161,1378.02816503733,0.0,0.0,0.0,0.0,0.0,0.0,0.0176735551234372,12900.0,110.001401738155,1302.9,12900.0,1302.9,44.92738503,144.68189183309948,1,0.10099999999999999,,63.16639741518581,4280400.0,18140112.5,4280399.97,185,297,95273.74,9622.64774,671.2686868723571,67.79813737410807,50.0,5.05,199366.80000109,20136.04680011009,,0.05207487789657656,0.04150072692046319,,77.2283742952372,9622.64774,0.691171498609908,1302.9,56202.08785145758,0.9090793246256769,870489,11.60267389938299,73.03887888825311,26.961121111746888,0.0,0.0,0.0,26.961121111746888,0.0,0.0,0.0,0.24129419598773763,0.4185761683431985,0.05207487789657656,0.04150072692046319,0.06136272656171573,,,
2010-10-17,751,270,131729,487.88518518518504,4.06277933,437977.8,107802.50778890795,1378.02816503733,0.0,0.0,0.0,0.0,0.0,0.0,0.018495580943132,13500.0,114.75581639069401,1377.0,13500.0,1377.0,219.47853466,147.26308241519718,1,0.102,,69.99850965654902,4293900.0,18143487.5,4293899.97,186,297,19564.1,1995.5382,361.342626262626,36.85694787878785,4.53,0.46206,107318.76,10946.51352,,0.05131805420251157,0.04124612000563292,,77.86394652879666,1995.5382,0.6790568169560482,1377.0,57579.08785145758,0.8714155251141552,564001,18.085074317244118,73.09126490490931,26.908735095090684,0.0,0.0,0.0,26.908735095090684,0.0,0.0,0.0,0.23467292394725958,0.43464750122993945,0.051318054202511586,0.041246120005632936,0.06100706634136364,,,
2010-10-18,947,249,182193,731.698795180723,4.02994877,440970.24,109423.2866981521,1378.02816503733,6.097560975609761e-05,6.243902439024395e-06,0.0,0.0,0.02,0.002048,0.0170570357586661,12450.0,105.52440001393299,1274.88,12450.0,1274.88,81.49302928,145.97298720911618,1,0.1024,,67.86885245901641,4306350.0,18146600.0,4306349.97,328,534,52843.17,5411.140608,407.290486891386,41.70654585767792,5.0,0.512,217493.12,22271.295488,,0.051379516240587036,0.041106157852932194,,77.80835278135777,5411.140608,0.6850582557219523,1274.8820480000002,58853.96989945758,0.947646604429727,896809,11.41826185954869,73.12831519282352,26.87168480717648,0.0,0.0,0.0,26.87168480717648,0.0,0.0,0.0,0.23658988867227335,0.43281646808602836,0.05137951624058705,0.04110615785293221,0.06039898464741043,,,
2010-10-19,1411,256,298693,1166.76953125,3.80761656,421311.0197466396,110649.53972848196,1378.02816503733,0.0,0.0,0.0,0.0,0.0,0.0,0.0175365508201548,12800.0,108.169431485362,1248.5746160140275,12800.0,1248.5746160140275,87.83903745,137.86969138576322,1,0.0975448918760959,,55.57399023300779,4319150.0,18149800.0,4319149.97,671,1138,49171.19,4796.398411968968,234.356326889279,22.8602625668937,2.0,0.1950897837521918,266697.5,26014.97880112509,,0.05271704994803755,0.04160800602593195,,78.23973852880003,4796.398411968968,0.7253225781161518,1248.5746160140275,60102.54451547161,0.9244755993150684,1990921,4.899485809637645,73.10092965924872,26.899070340751287,0.0,0.0,0.0,26.899070340751287,0.0,0.0,0.0,0.2493682036181604,0.391168121920866,0.05271704994803756,0.04160800602593196,0.06036391800229275,,,
2010-10-20,1218,264,236359,895.2992424242419,3.8186494,428902.65,112317.89182218717,1378.02816503733,0.0,0.0,0.0,0.0,0.0,0.0,0.0180845680332846,13200.0,111.209851466294,1306.8,13200.0,1306.8,86.24995695,138.8193334570742,1,0.099,,59.415833843657005,4332350.0,18153100.0,4332349.97,475,792,50230.17,4972.78683,257.877941919192,25.52991625000001,1.21,0.11979000000000001,204239.33,20219.69367,,0.05251675532726795,0.041611588207552695,,78.85789467609958,4972.78683,0.720360756024823,1306.8,61409.34451547161,0.8992009132420092,1483524,6.673299521949089,73.10832217929693,26.891677820703062,0.0,0.0,0.0,26.891677820703062,0.0,0.0,0.0,0.24565339266619862,0.40300685012123666,0.05251675532726796,0.04161158820755271,0.05082264483038166,,,
2010-10-21,983,186,176539,949.134408602151,4.00919854,464556.55,115872.67257359014,1983.2167289447,2.2189e-05,2.374223e-06,0.0,0.0,0.00776615,0.0008309780499999999,0.018337040329349,9300.0,78.18456116914079,995.1,9300.0,995.1,44.91751767,145.5561753748299,1,0.107,,70.79010375099763,4341650.0,18155425.0,4341649.97,350,568,96658.28,10342.435959999999,329.720598591549,35.28010404929574,1.46,0.15622,187281.3,20039.0991,,0.053705035912350714,0.04256572310404826,,78.88513967424059,10342.435959999999,0.6870199752259519,995.10083097805,62404.44534644966,1.2790238251353157,966289,11.073291737772033,73.01035853485247,26.98964146514753,0.0,0.0,0.0,26.98964146514753,0.0,0.0,0.0,0.23505596728756104,0.4552107365523681,0.05370503591235071,0.04256572310404828,0.05129082717554348,,,
2010-10-22,958,154,192130,1247.5974025974,3.82096178,445808.375,116674.38734205566,2149.02181494673,0.0,0.0,0.0,0.0,0.0,0.0,0.0164515818945875,7700.0,64.618851092692,789.25,7700.0,789.25,81.92148338,138.09886658477447,1,0.1025,,65.63817412713354,4349350.0,18157350.0,4349349.97,439,715,53091.69,5441.898225,174.752629370629,17.912144510489473,0.5,0.05125,124948.13,12807.183325,,0.05458252630105767,0.04296858674284877,,78.46574775541173,5441.898225,0.7241189046154349,789.25,63193.69534644966,1.5475360256182173,917764,11.168448533609947,72.97643400292354,27.02356599707646,0.0,0.0,0.0,27.02356599707646,0.0,0.0,0.0,0.24938620440606596,0.4110091023042445,0.05458252630105768,0.042968586742848786,0.050176834866649665,,,
2010-10-23,838,175,157605,900.6,3.85485171,455667.3527996489,118206.19490539547,2149.02181494673,0.00014662756598240502,1.533085400487789e-05,0.0,0.0,0.05,0.00522782121566335,0.0186949794256676,8750.0,73.2830820770519,914.8687127410863,8750.0,914.8687127410863,165.30076045,140.5759606265296,1,0.104556424313267,,68.22287268584985,4358100.0,18159537.5,4358099.97,341,568,26364.67,2756.5956233992606,73.84860915492959,7.721346513747435,0.985,0.102988077948568,41946.01,4385.724819808541,,0.054534013284052364,0.04298940240744737,,77.48464544946957,2756.5956233992606,0.7113591794380235,914.8739405623019,64108.56928701197,1.3645636310649654,702244,14.888902477382079,72.94668362806586,27.053316371934166,0.0,0.0,0.0,27.053316371934166,0.0,0.0,0.0,0.2483669483648399,0.4209755967999345,0.05453401328405236,0.042989402407447384,0.04940347281602349,,,
2010-10-24,848,205,160836,784.565853658537,4.14384219,502403.9335,121241.0874659334,2149.02181494673,0.0,0.0,0.0,0.0,0.0,0.0,0.0218998330414963,10250.0,85.64446530154409,1178.8525,10250.0,1178.8525,51.28266234,152.12815947570766,1,0.11500999999999999,,84.90353697749197,4368350.0,18162100.0,4368349.97,344,543,85181.81,9796.759968100001,191.260644567219,21.996886731675858,1.0,0.11500999999999999,103854.53,11944.3094953,,0.056247173865142934,0.04441490678335528,,76.98253726616839,9796.759968100001,0.6573404972796525,1178.8525,65287.42178701197,1.167617774807885,719104,15.993514150943396,72.96848169452004,27.031518305479963,0.0,0.0,0.0,27.031518305479963,0.0,0.0,0.0,0.23081743361759985,0.49827258798197843,0.05624717386514292,0.04441490678335528,0.04925270027452997,,,
2010-10-25,763,203,135109,665.5615763546799,4.88883386,609130.5838421975,124596.294668719,2149.02181494673,0.0,0.0,0.0,0.0,0.0,0.0,0.0216861761337744,10150.0,84.6123101518785,1412.0533118644069,10150.0,1412.0533118644069,78.31925817,180.56188900066383,1,0.139118552893045,,124.312403890753,4378500.0,18164637.5,4378499.97,209,345,55905.79,7777.532603142465,436.93107246376803,60.785218515165596,20.0,2.7823710578609,150741.22,20970.900387732127,,0.0640031569758938,0.050075719631867584,,76.74850595713905,7777.532603142465,0.5538267269658014,1412.0533118644069,66699.47509887637,1.1818611242324042,582169,23.896592380055452,72.99180042600946,27.008199573990545,0.0,0.0,0.0,27.008199573990545,0.0,0.0,0.0,0.19489451403335067,0.7138146170150218,0.0640031569758938,0.050075719631867584,0.05273187558710207,,,
2010-10-26,900,241,160312,665.195020746888,5.14523738,662973.05,128851.79072845806,2149.02181494673,0.0,0.0,0.0,0.0,0.0,0.0,0.0257456573804908,12050.0,100.175376661238,1819.55,12050.0,1819.55,60.05218004,191.94535309350215,1,0.151,,143.5483870967742,4390550.0,18167650.0,4390549.97,280,488,73112.25,11039.94975,371.112479508197,56.03798440573775,5.0,0.755,181102.89,27346.536389999997,,0.06455553948150138,0.05086278104533482,,77.03666586950003,11039.94975,0.5209816147582748,1819.55,68519.02509887637,0.9982493037003354,810000,18.641975308641975,73.01177429681886,26.988225703181147,0.0,0.0,0.0,26.988225703181147,0.0,0.0,0.0,0.1825152899285949,0.8273279463823301,0.06455553948150138,0.050862781045334836,0.0532773858579215,,,
2010-10-27,1075,213,185612,871.417840375587,6.05058402,826105.24,136533.14071454966,2149.02181494673,0.0,0.0,0.0,0.0,0.0,0.0,0.022754460672383996,10650.0,88.32250295373991,1999.005,10650.0,1999.005,48.42236732,227.48778068402837,1,0.1877,,201.76634510424404,4401200.0,18170312.5,4401199.97,353,594,90891.88,17060.405876,340.84927609427604,63.9774091228956,5.0,0.9385,202464.47,38002.581019,,0.07285519164550594,0.057166164557023086,,76.62910115423067,17060.405876,0.43958405018200103,1999.005,70518.03009887638,1.1322142903080583,1155625,16.24229313142239,73.04390234294812,26.95609765705189,0.0,0.0,0.0,26.95609765705189,0.0,0.0,0.0,0.15463408035204668,1.2138333255688138,0.07285519164550594,0.0571661645570231,0.05504937862475961,,,
2010-10-28,1012,219,163272,745.534246575342,5.2615273,763743.165,145156.172507296,2149.02181494673,0.0,0.0,0.0,0.0,0.0,0.0,0.0233954313955498,10950.0,90.58508890223591,1895.445,10950.0,1895.445,47.73176353,201.191830859316,1,0.1731,,179.62698048706162,4412150.0,18173050.0,4412149.97,276,461,92436.35,16000.732184999999,407.16947939262496,70.48103688286339,1.0,0.1731,187705.13,32491.758002999995,,0.07563060551353873,0.058475247563910523,,76.53543812729244,16000.732184999999,0.49703807342916045,1895.445,72413.47509887638,1.1039344467379748,1024144,16.901920042494027,73.07692580026554,26.923074199734465,0.0,0.0,0.0,26.923074199734465,0.0,0.0,0.0,0.17484440225938191,0.9900231163432154,0.07563060551353873,0.058475247563910544,0.05510494501814629,,,
2010-10-29,829,223,158869,712.4170403587441,5.63366942,840427.0,149179.32466748415,2149.02181494673,0.0,0.0,0.0,0.0,0.0,0.0,0.0238227452109936,11150.0,92.0070987724097,2118.5,11150.0,2118.5,93.8697631,216.26761569749425,1,0.19,,206.89710870618646,4423300.0,18175837.5,4423299.97,234,375,47121.67,8953.1173,231.525973333333,43.989934933333274,0.5,0.095,86822.24,16496.2256,,0.07608742104738518,0.05930402140426187,,77.1539348450252,8953.1173,0.4623900794276828,2118.5,74531.97509887638,1.0868726580256773,687241,27.646778931990383,73.11387742737081,26.88612257262919,0.0,0.0,0.0,26.88612257262919,0.0,0.0,0.0,0.16113081434967175,1.1791661375686895,0.07608742104738518,0.05930402140426189,0.05567883689094477,,,
