,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d,Volume,Annualized_DilutionRate,Total daily transaction volume,Velocity,The daily revenue of bitcoin miners,The accumulated revenue of bitcoin miners,P/E Ratio,Metcalfe,PM,<1year,1-2year,2-3year,3-5year,>5year,One-year staking ratio,Two-year staking ratio,Three-year staking ratio,Five-year staking ratio,Token Utility,PU Ratio,volatility30,volatility60,volatility90,volatility180,Token Utility_volatility,PU Ratio_volatility
2016-07-28,495202,136,119007660,875056.323529412,1.78683669,10356911756.93611,5796227387.9076805,213492501107.513,0.000302308148044669,0.19837353456892542,0.00015978,0.10484706931795794,72.4953077501458,47571.163830931466,1443336.69197835,1700.0,3.93138330098808,1115533.9707130336,1700.0,1115533.9707130336,37.45449215,39.189381099812735,1,656.196453360608,126.3871797845873,1.3871175278183732,15783248.60473536,20025853.125,13225393.05701745,239806,513314,421398.01392317,276519882.1895882,3.21882181024476,2112.179455882384,0.02005616,13.16078106003289,1652266.29870398,1084211285.2168105,0.026415255100890624,0.024327801234965283,0.037075474156437895,86428400.0,5.597403332215626,362948282.1895882,3.656466824156293,1163105.134543965,1873117344.009447,24.39598954660274,245225020804,0.26758951888726046,41.90962186526587,12.381483606289612,18.488696274676684,10.658012505946902,16.562185747820934,58.09037813473413,45.70889452844452,27.220198253767833,16.562185747820934,37.947156537721355,17.292374797787975,0.024327801234964794,0.037075474156437825,0.03362159811340763,0.02641525510089065,70.83913252192531,9.263191543988905
2016-07-29,462610,147,120134154,817239.142857143,1.78935642,10379602821.876987,5800746421.34657,213492501107.513,0.000314122704100094,0.20655376120595684,0.00017357,0.11413226699173577,72.0550364801167,47380.334514305105,1560077.15971189,1837.5,4.2488681756306805,1208262.0302893035,1837.5,1208262.0302893035,44.0636549,39.1916931548076,1,657.557567504383,128.13145229694402,2.9708154563461333,15785086.10473531,20026312.5,13214871.91430635,229385,452286,358233.69944797,235559280.0071034,3.19486317159594,2100.806455623964,0.029489135,19.390803878408363,1444991.88442844,950165348.5883396,0.02630318829844124,0.02418689420531938,0.03706262872218266,60703500.0,5.457049738497099,296262780.00710344,3.6529785079688253,1255642.3648036085,1874372986.3742507,22.6475856519784,214008012100,0.3072583876893004,41.902889908481725,12.399425111866446,18.479005398296465,10.653319587326116,16.56535999402925,58.097110091518275,45.69768497965183,27.218679581355367,16.56535999402925,38.890518633583795,16.907914592235628,0.024186894205318887,0.037062628722182606,0.033556747919535536,0.026303188298441256,72.90950428684019,9.018818245114154
2016-07-30,453074,119,105225486,884247.781512605,1.78228347,10345916190.862835,5804865719.6361,213492501107.513,0.000333393752181063,0.21849350625318323,0.00018700000000000002,0.12255264353950915,66.4933835101283,43577.21886124401,1262919.60548106,1487.5,3.43923585696355,974850.5736097319,1487.5,974850.5736097319,64.31990328,39.07143823424389,1,655.361730157803,130.27684171121595,-2.8063934048482118,15786573.60473531,20026684.375,13215774.64966916,199444,453268,245438.39153755,160850928.9251971,1.8012006501431799,1180.4379744391936,0.011929,7.817810079052432,816426.6162891,535054759.7981055,0.02629705011597347,0.021986693453541224,0.03705762873046267,38456100.0,5.282165323173991,199307028.9251971,3.6641813070679814,1018427.7924709759,1875391414.1667216,27.83209185268324,205276049476,0.3192587405256087,41.943884114714756,12.368310360088087,18.454594929543166,10.671712885894513,16.561497709759475,58.05611588528524,45.68780552519715,27.233210595653986,16.561497709759475,40.27290354857898,16.27301913722899,0.02198669345354068,0.037057628730462616,0.03355753510554466,0.026297050115973497,75.51873604714547,8.678134254639382
2016-07-31,490761,154,122367716,794595.5584415579,1.7008979,9864724773.474176,5799716001.559755,213492501107.513,0.000383789292768282,0.2397932722386858,0.0002,0.1249608974284044,73.91628263006051,46183.22506011968,1634366.5482696001,1925.0,4.45023315763076,1202748.6377483923,1925.0,1202748.6377483923,54.2973822,37.286258569891984,1,624.804487142022,121.82236174659391,-7.779621407185732,15788498.60473531,20027165.625,13217179.08992322,192596,424603,290778.26529377,181679564.91892081,2.98087496667508,1862.4640547879153,0.01635187,10.216721749163016,1265688.45347514,790807825.0551138,0.026569077957857824,0.0235507642800014,0.037621915177851815,110818000.0,5.131253686298493,292497564.9189208,3.842714820663255,1248931.862808512,1876640346.02953,21.639805997280018,240846359121,0.2594203580333649,41.9385527774541,12.347543348840729,18.45777787290581,10.688104852856739,16.568021147942645,58.06144722254592,45.71390387370519,27.256126000799384,16.568021147942645,43.481300553701715,14.369498593317266,0.023550764280000892,0.03762191517785174,0.03388684587484149,0.02656907795785785,80.70024387745899,7.74228747177976
2016-08-01,510170,153,123506370,807231.176470588,1.6531908,9577030363.562576,5793058092.378344,213492501107.513,0.000316054456643564,0.19168995080229256,0.0001808,0.10965687202487437,70.4984749900615,42757.97704609502,1623753.77847564,1912.5,4.42080003724958,1159948.9366569256,1912.5,1159948.9366569256,35.10353517,36.11939685062393,1,606.50924792519,114.75206839343932,-13.693565530160804,15790411.1047353,20027643.75,13217832.74256466,223058,499485,449823.95724967,272822390.0102302,2.28203384641036,1384.074631926176,0.019757015,11.982812308896696,1139841.67577428,691324517.5276468,0.026653830158418573,0.02283898295629537,0.03785127458210392,121887000.0,4.990977296955844,394709390.0102302,3.971480011265809,1202706.9137030207,1877843052.943233,21.81615408814818,260273428900,0.23302772414706144,41.948944386690506,12.329931595975369,18.466856331218917,10.687323407534743,16.566944278580465,58.051055613309494,45.72112401733413,27.254267686115206,16.566944278580465,46.19307868656454,13.129872811478052,0.022838982956294843,0.037851274582103855,0.03404808036536267,0.026653830158418594,85.46062936088258,7.096943381542708
2016-08-02,541551,154,132973511,863464.357142857,1.44664432,8322263415.354217,5752805514.383837,210479698444.018,0.00032691024397158596,0.17227553577039484,0.0001992,0.10497464474819394,81.871074590077,43144.51290284249,1611302.39442715,1925.0,4.4491517615900005,1014438.7105435408,1925.0,1014438.7105435408,26.39467283,31.338036699612374,1,526.981148334307,86.75019956691847,-20.461688929253715,15792336.104734302,20028125.0,13219003.55830716,250439,523642,598315.2814742,315300874.09723806,4.8585290310822895,2560.3532080153127,0.03367365,17.745378745607535,2544129.85889399,1340708474.5515535,0.028416580194492176,0.03237209759812841,0.04141702495769375,330932992.0,4.842063865210937,646233866.0972381,4.612709729695851,1057583.2234463834,1878900636.1666794,21.55926945550484,293277485601,0.17968687478835577,41.90787429374564,12.331203150250147,18.4155942840442,10.757522249863705,16.58780602209631,58.09212570625436,45.76092255600422,27.345328271960014,16.58780602209631,55.34047483123822,9.522526684878393,0.03237209759812803,0.041417024957693685,0.03725926158155629,0.028416580194492187,96.03286252310919,5.487508489164271
2016-08-03,512566,166,130745218,787621.795180723,1.56457026,9008295636.527138,5757680474.132142,201893210853.059,0.000311366110856127,0.17758673996699134,0.00017787,0.1014476281669726,75.3023370800713,42948.465127357675,1666003.54735094,2075.0,4.79520885570166,1183470.1098918773,2075.0,1183470.1098918773,35.85251819,33.836461237712356,1,570.347040911748,99.92071340724779,-16.105998074642233,15794411.10473128,20028643.75,13219920.71024616,241845,538344,440538.40289794,251259774.50082764,2.81007172688946,1602.7160941811692,0.02871502,16.377526686721662,1512785.25374058,862812593.0058674,0.02897197398089342,0.03557383489453808,0.04268768643167541,207982000.0,4.710474241384035,459241774.50082767,4.288252402189685,1226418.575019235,1880127054.7416985,20.123848839696095,262723904356,0.21708989226153858,41.957492520665255,12.269793152677854,18.438288357155486,10.748905284677402,16.585520684824008,58.042507479334745,45.772714326656896,27.33442596950141,16.585520684824008,52.839886043881165,10.793873409153461,0.03557383489453774,0.04268768643167536,0.03813954408452049,0.028971973980893434,89.93579757737893,6.341713269635853
2016-08-04,488042,153,119439493,780650.281045752,1.59778327,9217820765.3372,5769130867.9239435,201893210853.059,0.000299464126657128,0.17474994272393712,0.0001808,0.10550442217295145,69.4840623800827,40546.879710397894,1535533.39002827,1912.5,4.41914534969013,1116024.3772443011,1912.5,1116024.3772443011,33.00150706,34.593121497342814,1,583.542158036236,106.68146865149497,-12.665090056953082,15796323.60472027,20029121.875,13220957.17276278,232028,480852,478654.61350688,279315146.11980516,4.4369807621099,2589.165329086874,0.03425263,19.98785362861672,2133531.07342207,1245005326.8220818,0.02893671496344326,0.035882547386548405,0.04279041635756568,125292000.0,4.57800351585546,404607146.11980516,4.199639931560042,1156571.256954699,1881283625.9986532,21.835492897491598,238184993764,0.24499534954516275,41.958646374279255,12.245318494834972,18.45688617325757,10.73907202386909,16.600076933759112,58.041353625720745,45.79603513088577,27.339148957628204,16.600076933759112,53.24434232611673,10.959702618957966,0.03588254738654807,0.04279041635756562,0.03811145766470345,0.028936714963443282,90.73462429266716,6.431306269082063
2016-08-05,482120,169,118330192,700178.650887574,1.59141223,9183311868.82896,5770542487.867963,201893210853.059,0.000328750703736373,0.19109614518149126,0.00016435,0.09553333606173284,75.6596732100627,43979.44014054035,1696112.04519463,2112.5,4.8806254928589405,1227953.5894761828,2112.5,1227953.5894761828,40.18871979,34.387408788371275,1,581.2798056691989,108.34719109843296,-14.221403066230993,15798436.10472011,20029650.0,13223002.296141699,230143,492144,393106.22951048,228504712.69720334,3.4398501255431495,1999.5154125068923,0.03081522,17.912265093253612,1692901.60018531,984049513.172793,0.028940477668287307,0.035710732464678645,0.04272631072987868,66127900.0,4.470537433695641,294632612.69720334,4.225210687276858,1271933.029616723,1882555559.02827,19.78072583925144,232439694400,0.2500776845235772,42.020864744395745,12.210350002353549,18.45033404417592,10.73286513382955,16.58558607524524,57.979135255604255,45.76878525325071,27.318451209074787,16.58558607524524,54.79745233193089,10.60778888310621,0.03571073246467831,0.042726310729878626,0.03811601730388508,0.02894047766828733,93.36916549004661,6.225607807656424
2016-08-06,424854,166,103717743,624805.680722892,1.61723105,9334869325.41435,5772130902.233689,201893210853.059,0.000304279218862878,0.17976676372675057,0.0001356,0.08011185664418467,59.388305100002206,35086.33764389733,1666003.54735094,2075.0,4.7933576007787995,1225900.4611849794,2075.0,1225900.4611849794,52.13157566,34.92040029923384,1,590.795402980713,111.3843497451869,-7.695896272187633,15800511.10472011,20030168.75,13223783.74991066,195177,439756,303089.07615783,179063632.88771716,2.2739647738177498,1343.4479349116036,0.024607295,14.537876765790285,999989.653075,590789290.064988,0.028939354014036862,0.034520565777229936,0.04274539170551179,80797296.0,4.365998007456354,259860928.88771716,4.164258589844963,1260986.7988288768,1883816545.8270988,20.281722597684922,180500921316,0.3273088019015799,42.012349670961555,12.194857436114075,18.44869493392477,10.723362331568087,16.620735627431493,57.98765032903842,45.79279289292435,27.34409795899958,16.620735627431493,55.30821832149871,10.681873705395903,0.034520565777229596,0.04274539170551174,0.03814217900280158,0.028939354014036883,94.24311678921927,6.268844061068826
2016-08-07,444399,148,112632399,761029.722972973,1.62732927,9398174944.829882,5775214100.513107,201893210853.059,0.000350475528628579,0.20843912565377723,0.0001792,0.10657603246457037,66.756475840012,39702.23401978475,1485352.56028879,1850.0,4.27309561859275,1100254.799438924,1850.0,1100254.799438924,66.98759983,35.25945284291425,1,594.7323240210401,127.47435347880034,-10.573521344723039,15802361.10472011,20030631.25,13176960.39706377,190474,431338,235899.79555786,140297233.64821425,2.17593781640078,1294.100554473303,0.01482077,8.814390985881309,938564.66585068,558194744.9654057,0.02893884418881415,0.03369850153579386,0.04274172525779602,82398400.0,4.228824808129852,222695633.64821425,4.131141987593811,1139957.0334587088,1884956502.8605576,22.587188596276064,197490471201,0.3011448200028542,42.023963000198314,12.183943531179658,18.443910114234498,10.449476471626385,16.89870688276115,57.97603699980169,45.79209346862203,27.348183354387537,16.89870688276115,56.636832120291196,10.500804895970978,0.03369850153579349,0.042741725257795966,0.038143950119034375,0.028938844188814167,96.50872475919809,6.162472102962454
2016-08-08,527222,148,123000895,831087.128378378,1.6187062,9350234098.001303,5776362686.416686,201893210853.059,0.000368506720288833,0.2180193670254268,0.0001875,0.11093049072545305,86.2471553500712,51026.34275550817,1485352.56028879,1850.0,4.27259542109213,1094514.1751578036,1850.0,1094514.1751578036,45.04251123,35.11532694710813,1,591.629283869083,122.13140940225792,-9.251227580271026,15804211.104720002,20031093.75,13176026.81991202,234045,514201,350873.22335931,207586873.86490536,2.14351655092116,1268.1671619830129,0.018599875,11.004230726304462,1102198.35400021,652092822.8588264,0.028930107653404126,0.033561697753204084,0.04272521284222573,61194100.0,4.134987055052447,268780973.86490536,4.1496882713429875,1145540.5179133117,1886102043.378471,22.362438796329048,277963037284,0.21284458885251148,42.01168013241118,12.181656494006443,18.442398505030145,10.449490981643928,16.914773886908307,57.98831986758882,45.80666337358238,27.364264868552233,16.914773886908307,58.194487098912276,10.166414610090124,0.0335616977532037,0.04272521284222568,0.038021152857892794,0.02893010765340415,99.19290280832553,5.964431598622658
2016-08-09,494819,124,110280171,889356.217741936,1.6089797,9292714922.542727,5775532714.8309965,201893210853.059,0.000320042377504966,0.1881631993285508,0.00019099999999999998,0.11229503840064285,73.95891306005359,43482.82189606557,1244484.57753925,1550.0,3.57939106033391,911294.8142460544,1550.0,911294.8142460544,43.52833591,34.93522091526579,1,587.9321382232611,121.92078860124987,-9.543243528794305,15805761.1047177,20031481.25,13175459.95425729,231091,492428,363114.29728876,213486565.22441757,3.17865331556435,1868.8324404902064,0.0282,16.57968629789596,1565257.89487672,920265421.00571,0.028933664889265926,0.03356622631259906,0.042730047485991934,92228096.0,4.10379109471079,305714661.22441757,4.177405013905989,954777.63614212,1887056821.014613,26.665363718975446,244845842761,0.24012339012721404,41.15179703917431,13.020876176041906,18.439481635102318,10.461379150313821,16.926465999367647,58.84820296082569,45.827326784783786,27.387845149681468,16.926465999367647,59.90382366801137,9.814601176071783,0.033566226312598695,0.04273004748599189,0.038032102958885886,0.02893366488926595,102.09392529307006,5.758737716622683
2016-08-10,534986,151,126458628,837474.357615894,1.61532499,9326018819.417816,5773462842.89023,201893210853.059,0.000308479772834624,0.1819934285486894,0.000188,0.11091412656575103,77.0637998900813,45465.234333224405,1515461.05813248,1887.5,4.35825414157044,1113566.031344974,1887.5,1113566.031344974,37.41346739,35.010547684547895,1,589.968758328463,117.36238473889355,-9.273624145662952,15807648.60471745,20031953.125,13176850.10237611,249818,546157,422512.25849155,249269032.5208144,2.8814520015631,1699.9666595452468,0.02245765,13.249311885475208,1573725.1808177,928448690.8772545,0.028924460225834624,0.033582315853403814,0.04235802658189225,102905000.0,4.110997780779357,352174032.5208144,4.171680208708223,1159031.2656781983,1888215852.280291,22.04490702552777,286210020196,0.20613141284307426,41.135503544326625,13.02708720336625,18.433668484034538,10.475719164871977,16.928021603400612,58.864496455673375,45.837409252307125,27.40374076827259,16.928021603400612,59.733395140182814,9.876698904254805,0.03358231585340345,0.04235802658189219,0.03803203669541449,0.02892446022583465,101.83586144294078,5.793330070262388
2016-08-11,526186,150,127400368,849335.7866666671,1.61439329,9321071960.972263,5773730595.804784,201893210853.059,0.000313389124372804,0.18476980414472324,0.0002,0.1179171769374634,78.7600145700943,46435.792868295015,1505424.89218458,1875.0,4.3288780681272,1105473.5337887192,1875.0,1105473.5337887192,36.10797343,34.923892990877945,1,589.5858846873169,119.87669827766949,-12.005144292357668,15809523.60471729,20032421.875,13178034.32269411,251317,533063,437840.23584694,258144422.80352163,2.4706284499209303,1456.6476603802862,0.02235295,13.17898380112136,1317000.6134002,776484971.7852958,0.028898807822475336,0.033000039375063905,0.040171796865917764,74514400.0,4.117244029240984,332658822.80352163,4.181094896283686,1151909.3266570142,1889367761.6069481,22.16943891654272,276871706596,0.2129455161511381,41.14402564177238,13.02568735448793,18.418078383946778,10.4838980551474,16.92831056464549,58.8559743582276,45.83028700373967,27.41220861979289,16.92831056464549,59.76872205224968,9.864455260928992,0.03300003937506353,0.040171796865917715,0.038033763863457234,0.028898807822475354,101.98653755444397,5.781016777558268
2016-08-12,496269,149,121480771,815307.1879194629,1.60770275,9284313888.685236,5774894562.822048,201893210853.059,0.00030437223694282795,0.1787248358912316,0.0001808,0.10616425024074813,71.173490770091,41792.47945035132,1495388.72623668,1862.5,4.29951236088771,1093644.4473085916,1862.5,1093644.4473085916,40.88359986,34.701244490301036,1,587.1916495616599,121.83990253444408,-10.806369654534254,15811386.10471726,20032887.5,13179514.71667629,233837,500555,386741.5335096,227091399.01550806,2.79747942076949,1642.656555696434,0.02561134,15.038764982084528,1400292.31146327,822239952.2366272,0.02875190483802795,0.03290379116701806,0.03959865751764159,69218000.0,4.135996230831576,296309399.01550806,4.2085145113969356,1135436.926758943,1890503198.5337071,22.402368469699297,246282920361,0.23842158794485543,41.152259979239226,13.024153769921053,18.380294719835753,10.52020498156826,16.923086549435705,58.84774002076077,45.82358625083972,27.443291531003965,16.923086549435705,59.87954389177273,9.8062144665457,0.03290379116701769,0.03959865751764154,0.038040602514872394,0.02875190483802798,102.69768783939357,5.717671565108211
2016-08-13,465522,163,109580768,672274.650306748,1.60245343,9256602279.376818,5776518738.851659,201893210853.059,0.000291704680308433,0.1707532964488755,0.0001672,0.09787279085157218,63.4796057100677,37158.64936005816,1635895.04950725,2037.5,4.7028873606987505,1192678.2976081239,2037.5,1192678.2976081239,56.35458473,34.588698396031745,1,585.3635816481591,119.76742032918564,-11.430125176635073,15813423.60471723,20033396.875,13180729.80379314,217616,470479,280605.80485764,164256418.96273252,2.28199626152064,1335.7975049514305,0.01676646,9.814475077160594,1073631.31912397,628464674.3320446,0.02871878183212453,0.03287200530885481,0.039463971842242436,43563000.0,4.156621507758694,207819418.96273252,4.223669613143013,1229836.946968182,1891733035.4806752,20.621070339928238,216710732484,0.2701128711709639,41.13819940375388,12.996276922915944,18.415871515975713,10.521766550838185,16.927885606516323,58.86180059624617,45.865523673330216,27.449652157354507,16.927885606516323,59.81126693618626,9.786844713934823,0.03287200530885444,0.039463971842242394,0.038044053023711326,0.028718781832124556,102.69890002320064,5.699803810127665
2016-08-14,448752,163,103096426,632493.411042945,1.56450982,9036749863.285091,5776090213.207874,201893210853.059,0.000308340746831616,0.17618191359243635,0.0001808,0.10330678090660425,60.166838270044096,34378.55298123085,1635895.04950725,2037.5,4.70228148946086,1164201.1399181758,2037.5,1164201.1399181758,63.00044613,33.85529988518037,1,571.387062536528,118.13925443041269,-14.30376727311565,15815461.10471723,20033906.25,13182336.50832721,195131,449645,251037.28743553,143439458.25492555,2.14516213273,1225.7178896851879,0.01307094,7.4685660111912044,964561.42717138,551137920.507496,0.028756390302847774,0.032978370491140635,0.03949484714517289,60851100.0,4.183011140931438,204290558.25492555,4.318924916272035,1198579.6928994067,1892931615.1735747,20.656297574698428,201378357504,0.28373806878684993,41.1020064073307,12.957277513307336,18.47433037122288,10.532431346751114,16.933954361387972,58.89799359266931,45.94071607936196,27.466385708139086,16.933954361387972,60.811698433384485,9.396005657734552,0.03297837049114027,0.039494847145172846,0.038116966196797136,0.028756390302847795,104.28013104250383,5.479347377341085
2016-08-15,503013,146,118418701,811086.993150685,1.55189891,8961511865.131382,5774546141.568313,204014070018.015,0.00034199739064922903,0.19376356056637398,0.00018272,0.10352265471814845,70.1347728900696,39735.86841962802,1480672.78660971,1825.0,4.21137352887194,1033980.1054105785,1825.0,1033980.1054105785,40.57205791,33.61776270900363,1,566.5644413208651,118.80919661558819,-14.837636844530358,15817286.1047172,20034362.5,13182429.51527276,205074,430091,389856.63828017,220878908.462435,3.5455162599146894,2008.7634389926088,0.03147128,17.83050817085251,1524894.63374297,863951076.2397708,0.02873392393398031,0.03297903600943626,0.03713976690558783,57262300.0,4.171951995839122,278141208.462435,4.35040934630054,1073715.9738302066,1894005331.147405,22.86646366463799,253022078169,0.22391897395706392,41.11241153455613,12.935903601666693,18.485828349483448,10.5268056885376,16.93905082575613,58.88758846544387,45.951684863777174,27.46585651429373,16.93905082575613,61.40653475799146,9.226451933067795,0.032979036009435886,0.037139766905587776,0.038129064906062535,0.02873392393398033,105.38249030640686,5.376267344542152
2016-08-16,551712,135,125206986,927459.155555556,1.58343489,9149930417.512434,5778532794.116466,217375482757.238,0.00032261887579478196,0.18660757256830338,0.00019227,0.111211837464,82.40202278010621,47662.55975516719,1458782.17092898,1687.5,3.8936628594937903,976075.1844827584,1687.5,976075.1844827584,33.64526563,34.280811347341036,1,578.4149241379309,124.18366460200814,-15.075061717231929,15818973.6047172,20034784.375,13182947.62550268,255416,545985,470169.37771353,271952984.9421497,3.3474669713499505,1936.2248542876107,0.02594258,15.005575442642202,1827666.7543525002,1057149727.0682197,0.028753620272768742,0.032898672353268384,0.03721086584685426,58405200.0,4.158047374644605,330358184.9421497,4.261090276233532,1023737.7442379256,1895029068.8916428,24.48703552724203,304386130944,0.19002670139538844,41.04479315989135,12.943052162366914,18.50892975023566,10.544184949301128,16.95903997820495,58.95520684010865,46.012154677741734,27.503224927506075,16.95903997820495,60.41620885120272,9.573836808636765,0.03289867235326799,0.0372108658468542,0.038177400565513823,0.028753620272768763,103.61192468115378,5.582513073836763
2016-08-17,507908,123,115300164,937399.707317073,1.5706748,9075653638.946028,5778187577.596969,217375482757.238,0.00031037560392882204,0.17805123112595175,0.0001808,0.1037184049908592,72.9956864100704,41874.97879239735,1329112.64462418,1537.5,3.54721472830718,882008.0070433961,1537.5,882008.0070433961,36.65848722,33.982985173931084,1,573.663744418469,163.2863296198909,-15.027705932221615,15820511.10471718,20035168.75,13183308.699299,235185,492715,431564.75636462,247573054.09517214,2.81674615601482,1615.8651469357903,0.0298,17.095179583670376,1387853.08226084,796160995.8724666,0.028760167131285905,0.03289686718618416,0.03715960067694176,54443000.0,4.133610659002941,302016054.09517217,4.292564046982484,923882.9858357934,1895952951.8774786,26.913369843875923,257970536464,0.22237568378221528,41.066212739918804,12.91339485909409,18.521803337723085,10.544220619618983,16.95436844364504,58.9337872600812,46.020392400987106,27.498589063264024,16.95436844364504,61.200020324642516,9.373587482085856,0.03289686718618377,0.0371596006769417,0.03795442327615445,0.028760167131285926,104.93224522374553,5.466991992740211
2016-08-18,526059,154,122520002,795584.4285714291,1.56943471,9070420226.495247,5779418634.169967,217375482757.238,0.000321095668389598,0.1840723277961426,0.0001808,0.10364598511233206,76.3478803600555,43767.4295971041,1664092.25424491,1925.0,4.44068786468681,1103531.6445865,1925.0,1103531.6445865,44.13503403,33.98664801651797,1,573.263191992987,152.29627778608662,-15.029365038607654,15822436.10471717,20035650.0,13184467.46708929,237773,509249,358500.59829718,205515197.31123695,3.26483701994376,1871.610891389831,0.02943883,16.876197654338906,1662614.98756934,953115974.82938,0.02855215533993397,0.03289677017835327,0.03710588179218553,59896600.0,4.158098636934014,265411797.31123695,4.290319629778752,1147299.0741836042,1897100250.9516623,21.659972480708827,276738071481,0.20715010006577483,41.08763231994625,12.883737555821279,18.5346769252105,10.544256289936838,16.94969690908511,58.912367680053734,46.02863012423245,27.493953199021945,16.94969690908511,60.785688258911996,9.430890862849429,0.03289677017835289,0.03710588179218546,0.03794766307151073,0.02855215533993399,104.98113052900382,5.460630773399871
2016-08-19,507037,154,121484597,788861.0194805191,1.57097556,9082525897.22231,5781455892.019413,217375482757.238,0.000327520857723296,0.18798336643528418,0.0002,0.11479169158386901,80.4479657200578,46173.79034743271,1664092.25424491,1925.0,4.440147664416941,1104870.0314947392,1925.0,1104870.0314947392,41.93804988,33.943988330920035,1,573.958457919345,143.69437627393575,-13.988634269795758,15824361.10471714,20036131.25,13185855.29717302,245627,495964,377327.06096364,216570058.0419295,2.99098428603808,1716.7007284754095,0.034944199999999995,20.05651914522517,1483420.53044059,851421760.0975778,0.02854986921798412,0.03290125071604368,0.03641235814949149,50631600.0,4.161437096737084,267201658.0419295,4.293183477386337,1151043.821842172,1898251294.7735045,21.618319062175196,257086519369,0.2232549802020285,41.07128008320495,12.906592166935487,18.517724001300472,10.554400271483699,16.95000347707539,58.92871991679505,46.022127749859564,27.504403748559092,16.95000347707539,60.79433638169815,9.440985658857073,0.0329012507160433,0.03641235814949142,0.03794793989883247,0.028549869217984143,105.0044739688277,5.466038124144444
2016-08-20,511306,155,113003437,729054.432258065,1.58942926,9207694159.296358,5793082082.851677,217375482757.238,0.000292630941791142,0.17025182456476362,0.0001808,0.10518891028030385,63.1222499300761,36724.34006961113,1674898.04810365,1937.5,4.4684326870293205,1127231.8233854463,1937.5,1127231.8233854463,51.85955638,34.345949100383784,1,581.797070134424,149.91216755903685,-12.754659571598392,15826298.60471611,20036615.625,13187208.10260768,215706,506645,305176.12779622,177550577.02680933,3.21105284379309,1868.1811365656297,0.01841504,10.713816318408226,1626863.86804355,946504631.9352934,0.028562260296203137,0.033068452696361265,0.035219209900898406,45301400.0,4.182068613753033,222851977.02680933,4.2410732292744155,1163956.1634550574,1899415250.9369595,21.67311805425395,261433825636,0.22254085473410495,41.25420928387635,12.762560407652806,18.44766330922902,10.573492040778032,16.96207495846379,58.74579071612365,45.983230308470844,27.535566999241823,16.96207495846379,59.57463240066832,9.765852455816367,0.033068452696360884,0.03521920990089833,0.03794687965671573,0.028562260296203155,102.85315146345235,5.6565799088923265
2016-08-21,445785,163,100220342,614848.72392638,1.5862522,9192974031.110722,5795405058.176957,217375482757.238,0.00027885753113468596,0.16195827692444603,0.00016848,0.09785186860544708,50.7833027100405,29494.545727288274,1761344.39897351,2037.5,4.69845658494967,1183364.0923765341,2037.5,1183364.0923765341,68.88629989,34.35970145287808,1,580.79219257744,151.81853728116482,-10.724669022140509,15828336.10471611,20037125.0,13188694.86203397,182112,441241,229774.8047151,133451412.62953605,2.13653759512881,1240.8843543989929,0.01807262,10.496436595418892,942727.98501223,547529053.419365,0.028386075978576893,0.03285032657714128,0.03175273734829371,38299400.0,4.214198482942587,171750812.62953603,4.2405521699033555,1212858.6381038225,1900628109.5750632,20.766006384385562,198724266225,0.29226032814727027,41.2838548282313,12.74551540632372,18.441095117435356,10.573658089697723,16.9558765583119,58.7161451717687,45.97062976544498,27.529534648009623,16.9558765583119,59.0833293268727,9.830051880865826,0.03285032657714089,0.03175273734829363,0.03794622233279182,0.028386075978576928,102.63805261713958,5.658643921703296
2016-08-22,516221,158,121828446,771066.1139240509,1.5971444,9260287128.25507,5798027469.912394,217375482757.238,0.000284563845244333,0.16646185257525742,0.00016999999999999999,0.09944522261250728,63.5376999300764,37167.76890490081,1707315.42967985,1975.0,4.55376394844919,1155319.497998246,1975.0,1155319.497998246,47.02337517,34.61442907847006,1,584.971897720631,155.81144629694055,-11.014370958504047,15830311.10441064,20037618.75,13189776.5359058,223281,499411,336647.70016664,196929444.0297654,3.18535452222933,1863.3428797814854,0.02588362,15.141190311279678,1590801.08730107,930573930.9345502,0.02838324350136504,0.032807201296667886,0.03096620509666269,72844000.0,4.2396118785878185,269773444.02976537,4.210312861787802,1192487.2669031469,1901820596.8419664,21.27540508867575,266484120841,0.21951472976120004,41.27660613118086,12.730109118631262,18.447884420824646,10.585660972093368,16.959739357269864,58.723393868819144,45.99328475018788,27.545400329363233,16.959739357269864,58.317569526216914,10.030800365533999,0.0328072012966675,0.030966205096662612,0.037948783597983766,0.02838324350136507,101.3179041336751,5.773628093893856
